[4/17/23 12:00PM] Akuna used command ::home | Player rights = PLAYER	
[4/18/23 10:11AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 10:41AM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 10:41AM] Akuna used command ::veiger | Player rights = CLERIC_DONATOR	
[4/18/23 10:41AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 10:41AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 10:42AM] Akuna used command ::meurem | Player rights = CLERIC_DONATOR	
[4/18/23 10:42AM] Akuna used command ::meurem | Player rights = CLERIC_DONATOR	
[4/18/23 10:42AM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 10:45AM] Akuna used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 11:05AM] Akuna used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 11:12AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 11:41AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 11:42AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 12:11PM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:16PM] Akuna used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 12:42PM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:42PM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 12:42PM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 12:50PM] Akuna used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 12:58PM] Akuna used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 01:11PM] Akuna used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/18/23 01:42PM] Akuna used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/18/23 01:42PM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 01:52PM] Akuna used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 07:10AM] Akuna used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/19/23 07:10AM] Akuna used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 07:21AM] Akuna used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 07:23AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 07:25AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 08:48AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 08:49AM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 08:49AM] Akuna used command ::meurem | Player rights = CLERIC_DONATOR	
[4/19/23 08:49AM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 09:44AM] Akuna used command ::veigare | Player rights = CLERIC_DONATOR	
[4/19/23 09:44AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 10:14AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Akuna used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/19/23 10:43AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:13AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:15AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 11:16AM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 11:19AM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 11:41AM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 11:43AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:45AM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 11:46AM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 11:46AM] Akuna used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 12:14PM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 12:15PM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 12:15PM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 12:17PM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 12:17PM] Akuna used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 12:18PM] Akuna used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 12:40PM] Akuna used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 12:43PM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 12:45PM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 12:50PM] Akuna used command ::refer | Player rights = CLERIC_DONATOR	
[4/19/23 12:50PM] Akuna used command ::referal | Player rights = CLERIC_DONATOR	
[4/19/23 12:50PM] Akuna used command ::Refer | Player rights = CLERIC_DONATOR	
[4/19/23 12:51PM] Akuna used command ::refer | Player rights = CLERIC_DONATOR	
[4/19/23 01:13PM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 01:14PM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 01:15PM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 01:20PM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 01:22PM] Akuna used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/20/23 07:15AM] Akuna used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 07:19AM] Akuna used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 07:22AM] Akuna used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 07:22AM] Akuna used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 07:34AM] Akuna used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 09:03AM] Akuna used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 09:19AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 09:20AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 09:21AM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 09:23AM] Akuna used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 09:24AM] Akuna used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 09:31AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 09:49AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 09:57AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 09:57AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:17AM] Akuna used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 10:19AM] Akuna used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:20AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:22AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:24AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:27AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:28AM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 10:30AM] Akuna used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:30AM] Akuna used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:34AM] Akuna used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:38AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:42AM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 10:45AM] Akuna used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:47AM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:49AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:54AM] Akuna used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/20/23 10:54AM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:59AM] Akuna used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 11:19AM] Akuna used command ::veiger | Player rights = TORMENTED_DONATOR	
[4/20/23 11:19AM] Akuna used command ::veiger | Player rights = TORMENTED_DONATOR	
[4/20/23 11:19AM] Akuna used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 11:21AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 11:22AM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 11:29AM] Akuna used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 11:30AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 11:31AM] Akuna used command ::refer | Player rights = TORMENTED_DONATOR	
[4/20/23 11:49AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 06:59AM] Akuna used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/21/23 07:00AM] Akuna used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/21/23 07:01AM] Akuna used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/21/23 07:01AM] Akuna used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/21/23 07:02AM] Akuna used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:11AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:15AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:20AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:25AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:25AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:32AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:34AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:34AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 07:35AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57AM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:02AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:56AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 09:02AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 09:26AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 09:27AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 09:27AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 09:28AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 09:33AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 09:34AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 09:35AM] Akuna used command ::totem | Player rights = TORMENTED_DONATOR	
[4/21/23 09:56AM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 10:02AM] Akuna used command ::veigr | Player rights = TORMENTED_DONATOR	
[4/21/23 10:03AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:11AM] Akuna used command ::princespeach | Player rights = TORMENTED_DONATOR	
[4/21/23 10:16AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:23AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:32AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:33AM] Akuna used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 10:33AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 10:34AM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 10:39AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 10:42AM] Akuna used command ::elo | Player rights = TORMENTED_DONATOR	
[4/21/23 11:02AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 11:04AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 11:06AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 11:12AM] Akuna used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 11:14AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 11:18AM] Akuna used command ::upgrade | Player rights = TORMENTED_DONATOR	
[4/21/23 11:19AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 11:32AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 11:34AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 11:34AM] Akuna used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 11:41AM] Akuna used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 11:50AM] Akuna used command ::Home | Player rights = TORMENTED_DONATOR	
[4/21/23 12:02PM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 12:05PM] Akuna used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/21/23 12:13PM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 12:32PM] Akuna used command ::veigaR | Player rights = TORMENTED_DONATOR	
[4/21/23 12:34PM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 12:35PM] Akuna used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 01:25PM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:52AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:52AM] Akuna used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:58AM] Akuna used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 12:58AM] Akuna used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:59AM] Akuna used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/22/23 01:02AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:32AM] Akuna used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:36AM] Akuna used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 01:45AM] Akuna used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 01:48AM] Akuna used command ::home | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:02AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:13AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:13AM] Akuna used command ::Yell selling gold enchant doubles gold from a drop 400k ea | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:24AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:32AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:34AM] Akuna used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:36AM] Akuna used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:37AM] Akuna used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:39AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:40AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:48AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:50AM] Akuna used command ::home | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:50AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:51AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:51AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:59AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:02AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:32AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:34AM] Akuna used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:37AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:40AM] Akuna used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:42AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:02AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:04AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:10AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 06:44AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:02AM] Akuna used command ::::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:02AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:04AM] Akuna used command ::eggs | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:04AM] Akuna used command ::eggs | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:08AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:14AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:18AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:18AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:22AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:25AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:30AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:32AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:32AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:34AM] Akuna used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:36AM] Akuna used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:37AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:45AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:46AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:47AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:47AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:47AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:47AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:48AM] Akuna used command ::eloi | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:48AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:48AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:50AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:50AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:51AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:55AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:56AM] Akuna used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:22AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:32AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:33AM] Akuna used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:34AM] Akuna used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:35AM] Akuna used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:35AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:37AM] Akuna used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:38AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:58AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:03AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:28AM] Akuna used command ::refer | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:32AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:33AM] Akuna used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:33AM] Akuna used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:01AM] Akuna used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:02AM] Akuna used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:03AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:03AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:08AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:09AM] Akuna used command ::bank | Player rights = MYSTICAL_DONATOR	
