[4/17/23 04:05AM] Delay used command ::refer walkchaos | Player rights = PLAYER	
[4/17/23 12:22PM] Delay used command ::home | Player rights = GRACEFUL_DONATOR	
[4/17/23 12:32PM] Delay used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/17/23 12:33PM] Delay used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/17/23 12:33PM] Delay used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/17/23 12:34PM] Delay used command ::home | Player rights = GRACEFUL_DONATOR	
[4/17/23 12:35PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 12:39PM] Delay used command ::shops | Player rights = CLERIC_DONATOR	
[4/17/23 12:39PM] Delay used command ::Shop | Player rights = CLERIC_DONATOR	
[4/17/23 12:39PM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:42PM] Delay used command ::Bank | Player rights = CLERIC_DONATOR	
[4/17/23 12:46PM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 01:02PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:24PM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 01:32PM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 02:12PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 08:10AM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 08:10AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 08:11AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 08:11AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 08:16AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 08:17AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/19/23 08:28AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 08:45AM] Delay used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/19/23 08:46AM] Delay used command ::Viegar | Player rights = CLERIC_DONATOR	
[4/19/23 08:46AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 08:47AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 08:47AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 08:57AM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 09:05AM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 09:06AM] Delay used command ::save | Player rights = CLERIC_DONATOR	
[4/19/23 09:07AM] Delay used command ::save | Player rights = CLERIC_DONATOR	
[4/19/23 09:10AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 09:15AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 09:16AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 09:18AM] Delay used command ::goldewn | Player rights = CLERIC_DONATOR	
[4/19/23 09:18AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 09:19AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 09:43AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 09:45AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 09:48AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 09:49AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Delay used command ::viegar | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Delay used command ::Beigar | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 10:15AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 11:14AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:15AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 11:16AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 11:18AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 11:19AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 11:42AM] Delay used command ::meruem, | Player rights = CLERIC_DONATOR	
[4/19/23 11:42AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:42AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 11:44AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 11:45AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 11:46AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 11:48AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 11:51AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 11:53AM] Delay used command ::bankj | Player rights = CLERIC_DONATOR	
[4/19/23 11:53AM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 12:46PM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 12:52PM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 01:22PM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 01:37PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 01:42PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 02:03PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 02:13PM] Delay used command ::Viegar | Player rights = CLERIC_DONATOR	
[4/19/23 02:13PM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 02:15PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 02:17PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 02:28PM] Delay used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/19/23 03:13PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/19/23 03:15PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 03:16PM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 03:17PM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 03:38PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 03:44PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:09AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:10AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 02:19AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:21AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 02:23AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:33AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:33AM] Delay used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 02:33AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:38AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:39AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:42AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:51AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:19AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:21AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 03:23AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:24AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 03:25AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:49AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:00AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:00AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:03AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:20AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:28AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:39AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:45AM] Delay used command ::pow | Player rights = CLERIC_DONATOR	
[4/20/23 04:45AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:49AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 05:00AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:02AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 05:03AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:05AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:13AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:19AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 05:21AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 05:22AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 05:28AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 05:29AM] Delay used command ::Bank | Player rights = CLERIC_DONATOR	
[4/20/23 05:30AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:42AM] Delay used command ::wr3cked | Player rights = CLERIC_DONATOR	
[4/20/23 06:19AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 06:21AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 06:22AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 08:24AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 08:25AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 08:50AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 09:17AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 09:18AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 09:20AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 09:21AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 09:23AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 09:24AM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 10:38AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 10:42AM] Delay used command ::MERUEM | Player rights = CLERIC_DONATOR	
[4/20/23 10:46AM] Delay used command ::Golden | Player rights = CLERIC_DONATOR	
[4/20/23 10:47AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 10:48AM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 10:50AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:52AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:54AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 10:56AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 11:23AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 11:23AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 11:28AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 11:30AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 11:49AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 12:21PM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 12:22PM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 12:22PM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 01:06PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:49PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:50PM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:22PM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:22PM] Delay used command ::goldenm | Player rights = CLERIC_DONATOR	
[4/20/23 03:22PM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 05:50PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/20/23 06:25PM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 06:41PM] Delay used command ::Bank | Player rights = CLERIC_DONATOR	
[4/21/23 01:04AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 01:06AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:07AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:10AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:10AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:11AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:13AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:14AM] Delay used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/21/23 01:14AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:17AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:21AM] Delay used command ::dr | Player rights = CLERIC_DONATOR	
[4/21/23 01:32AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 01:35AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 02:02AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 02:12AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 02:27AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 02:34AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 02:34AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 02:34AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 02:34AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 02:37AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 02:39AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 03:02AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 03:10AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 03:25AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 03:26AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:24AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 04:30AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:32AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:32AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 04:36AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 04:38AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 04:40AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:41AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:42AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:42AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 04:42AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:43AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:45AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:48AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 05:03AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 06:30AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 06:34AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 06:35AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 06:38AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 06:49AM] Delay used command ::BANK | Player rights = CLERIC_DONATOR	
[4/21/23 07:04AM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/21/23 07:33AM] Delay used command ::VEIGAR | Player rights = CLERIC_DONATOR	
[4/21/23 07:34AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 08:02AM] Delay used command :::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 08:03AM] Delay used command ::Veigarf | Player rights = CLERIC_DONATOR	
[4/21/23 08:03AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 08:40AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 08:40AM] Delay used command ::players | Player rights = CLERIC_DONATOR	
[4/21/23 09:49AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:10PM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:32PM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:34PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 12:35PM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 12:36PM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 01:32PM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 01:34PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 08:35AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:37AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/22/23 08:39AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/22/23 08:44AM] Delay used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/22/23 08:47AM] Delay used command ::bank | Player rights = CLERIC_DONATOR	
[4/22/23 08:47AM] Delay used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 10:01AM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/22/23 10:02AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/22/23 10:33AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/22/23 10:35AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 10:36AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/22/23 10:37AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 10:38AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 10:39AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/22/23 11:03AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/22/23 02:35PM] Delay used command ::GOLDEN | Player rights = CLERIC_DONATOR	
[4/22/23 02:38PM] Delay used command ::BANK | Player rights = CLERIC_DONATOR	
[4/22/23 02:38PM] Delay used command ::HOME | Player rights = CLERIC_DONATOR	
[4/22/23 02:47PM] Delay used command ::Vote | Player rights = CLERIC_DONATOR	
[4/22/23 03:02PM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 04:29AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/23/23 04:30AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/23/23 04:31AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/23/23 04:32AM] Delay used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 04:34AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 04:39AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/23/23 05:05AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/23/23 05:05AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 05:29AM] Delay used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 08:03AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 08:05AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 08:05AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/23/23 08:08AM] Delay used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/23/23 09:13AM] Delay used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 09:39AM] Delay used command ::Reward 1 all\ | Player rights = CLERIC_DONATOR	
[4/23/23 09:39AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
<<<<<<< Updated upstream
[4/26/23 01:28AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
=======
[4/24/23 12:55AM] Delay used command ::vote | Player rights = CLERIC_DONATOR	
[4/24/23 01:01AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/24/23 01:17AM] Delay used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/24/23 01:31AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 01:33AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 02:40AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/24/23 03:01AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 03:31AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 03:33AM] Delay used command ::ninetails\ | Player rights = CLERIC_DONATOR	
[4/24/23 03:33AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 03:35AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/24/23 03:35AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/24/23 04:31AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/24/23 04:35AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/24/23 04:36AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 04:36AM] Delay used command ::meruem | Player rights = CLERIC_DONATOR	
[4/24/23 05:33AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 05:33AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 05:33AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 06:32AM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 09:26AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/24/23 09:26AM] Delay used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/24/23 09:31AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/24/23 09:32AM] Delay used command ::veigar | Player rights = CLERIC_DONATOR	
[4/24/23 09:32AM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/24/23 09:33AM] Delay used command ::golden | Player rights = CLERIC_DONATOR	
[4/24/23 09:37AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/24/23 09:43AM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/24/23 01:23PM] Delay used command ::pos | Player rights = CLERIC_DONATOR	
[4/24/23 01:31PM] Delay used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/24/23 01:33PM] Delay used command ::ninetails | Player rights = CLERIC_DONATOR	
