[4/15/23 02:33AM] Nervus used command ::train | Player rights = PLAYER	
[4/15/23 06:08AM] Nervus used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:09AM] Nervus used command ::bank | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:10AM] Nervus used command ::bank | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:12AM] Nervus used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:15AM] Nervus used command ::upgrade | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:19AM] Nervus used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:26AM] Nervus used command ::ref | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:44AM] Nervus used command ::reward1 all | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:50AM] Nervus used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 06:54AM] Nervus used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:11AM] Nervus used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:11AM] Nervus used command ::store | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:12AM] Nervus used command ::claim | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:12AM] Nervus used command ::claim | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:20AM] Nervus used command ::claim | Player rights = GRACEFUL_DONATOR	
[4/15/23 07:21AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/15/23 07:21AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/15/23 07:21AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/15/23 07:23AM] Nervus used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/15/23 07:32AM] Nervus used command ::dps | Player rights = CLERIC_DONATOR	
[4/15/23 07:33AM] Nervus used command ::curses | Player rights = CLERIC_DONATOR	
[4/15/23 07:33AM] Nervus used command ::curseson | Player rights = CLERIC_DONATOR	
[4/15/23 07:38AM] Nervus used command ::totem | Player rights = CLERIC_DONATOR	
[4/15/23 07:41AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 07:44AM] Nervus used command ::viegra | Player rights = CLERIC_DONATOR	
[4/15/23 07:46AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 07:58AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 08:01AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 08:02AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 08:02AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 08:02AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 08:03AM] Nervus used command ::meurem | Player rights = CLERIC_DONATOR	
[4/15/23 08:03AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 08:03AM] Nervus used command ::greatape | Player rights = CLERIC_DONATOR	
[4/15/23 08:03AM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 08:04AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 04:23PM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/15/23 04:28PM] Nervus used command ::vote | Player rights = CLERIC_DONATOR	
[4/15/23 04:29PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 04:29PM] Nervus used command ::axhit | Player rights = CLERIC_DONATOR	
[4/15/23 04:29PM] Nervus used command ::max | Player rights = CLERIC_DONATOR	
[4/15/23 04:31PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 04:33PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 04:35PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 04:38PM] Nervus used command ::reward1 all | Player rights = CLERIC_DONATOR	
[4/15/23 04:38PM] Nervus used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/15/23 04:45PM] Nervus used command ::elo | Player rights = CLERIC_DONATOR	
[4/15/23 04:46PM] Nervus used command ::daily | Player rights = CLERIC_DONATOR	
[4/15/23 04:46PM] Nervus used command ::dailies | Player rights = CLERIC_DONATOR	
[4/15/23 04:54PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 04:58PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 05:11PM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/15/23 05:43PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 05:59PM] Nervus used command ::vergar | Player rights = CLERIC_DONATOR	
[4/15/23 05:59PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 06:46PM] Nervus used command ::teleport | Player rights = CLERIC_DONATOR	
[4/15/23 08:15PM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/15/23 08:21PM] Nervus used command ::yt | Player rights = CLERIC_DONATOR	
[4/15/23 08:21PM] Nervus used command ::youtube | Player rights = CLERIC_DONATOR	
[4/15/23 08:21PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 08:27PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 08:29PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 08:30PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 08:32PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 08:33PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 08:51PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 09:01PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 09:19PM] Nervus used command ::vietar | Player rights = CLERIC_DONATOR	
[4/15/23 09:19PM] Nervus used command ::veitar | Player rights = CLERIC_DONATOR	
[4/15/23 09:20PM] Nervus used command ::veiter | Player rights = CLERIC_DONATOR	
[4/15/23 09:20PM] Nervus used command ::veitar | Player rights = CLERIC_DONATOR	
[4/15/23 09:20PM] Nervus used command ::veiger | Player rights = CLERIC_DONATOR	
[4/15/23 09:20PM] Nervus used command ::veiger | Player rights = CLERIC_DONATOR	
[4/15/23 09:20PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 09:30PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 09:31PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 09:31PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 09:32PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 09:33PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 01:42AM] Nervus used command ::dropsoff | Player rights = CLERIC_DONATOR	
[4/16/23 01:42AM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 12:05AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:17AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 12:49AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 12:51AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 12:52AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 12:54AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 12:58AM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/20/23 01:05AM] Nervus used command ::loots | Player rights = CLERIC_DONATOR	
[4/20/23 01:19AM] Nervus used command ::veugr | Player rights = CLERIC_DONATOR	
[4/20/23 01:19AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 01:21AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 01:23AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::kc | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::killcount | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::npckills | Player rights = CLERIC_DONATOR	
[4/20/23 01:25AM] Nervus used command ::npckill | Player rights = CLERIC_DONATOR	
[4/20/23 01:26AM] Nervus used command ::npckillcount | Player rights = CLERIC_DONATOR	
[4/20/23 01:34AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:38AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 01:38AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 01:50AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 01:59AM] Nervus used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 02:00AM] Nervus used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:02AM] Nervus used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 02:06AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:19AM] Nervus used command ::yell vote scrolls in bank 32k ea | Player rights = CLERIC_DONATOR	
[4/20/23 02:19AM] Nervus used command ::title Ransom | Player rights = CLERIC_DONATOR	
[4/20/23 02:19AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:21AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 02:24AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 02:24AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:24AM] Nervus used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 02:28AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:29AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:34AM] Nervus used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/20/23 02:39AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:42AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:42AM] Nervus used command ::yell votes in pos 10 left | Player rights = CLERIC_DONATOR	
[4/20/23 02:44AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:45AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:45AM] Nervus used command ::yell tip for people $50+ donated - ctrl+p for POS | Player rights = CLERIC_DONATOR	
[4/20/23 02:49AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:00AM] Nervus used command ::setyelltitle MiHoyMaNoi | Player rights = CLERIC_DONATOR	
[4/20/23 03:01AM] Nervus used command ::yell votes in pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:01AM] Nervus used command ::title SYSTEM | Player rights = CLERIC_DONATOR	
[4/20/23 03:01AM] Nervus used command ::settitle SYSTEM | Player rights = CLERIC_DONATOR	
[4/20/23 03:03AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:05AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:06AM] Nervus used command ::yell vote scrolls 30k ea in pos cheapest | Player rights = CLERIC_DONATOR	
[4/20/23 03:17AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:18AM] Nervus used command ::restore | Player rights = CLERIC_DONATOR	
[4/20/23 03:21AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 03:22AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:24AM] Nervus used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:24AM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 03:26AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:26AM] Nervus used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:27AM] Nervus used command ::yell lets get it boyssss | Player rights = CLERIC_DONATOR	
[4/20/23 03:28AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:29AM] Nervus used command ::staff | Player rights = CLERIC_DONATOR	
[4/20/23 03:30AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:31AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:33AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:34AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 03:45AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 03:46AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:47AM] Nervus used command ::yell sale for beginners in my pos, pieces as cheap as 1k | Player rights = CLERIC_DONATOR	
[4/20/23 03:47AM] Nervus used command ::yell my po | Player rights = CLERIC_DONATOR	
[4/20/23 03:48AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:49AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:51AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:52AM] Nervus used command ::yell sale as low as 1k a piece for beginners in my pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:53AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:55AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:57AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:59AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:00AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:02AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:03AM] Nervus used command ::yell sale in pos, pieces as low as 1k | Player rights = CLERIC_DONATOR	
[4/20/23 04:06AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:06AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:08AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:09AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 04:09AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:10AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:11AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:12AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:12AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:14AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:14AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:15AM] Nervus used command ::yell sale in pos for beginners | Player rights = CLERIC_DONATOR	
[4/20/23 04:15AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:17AM] Nervus used command ::myip | Player rights = CLERIC_DONATOR	
[4/20/23 04:17AM] Nervus used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 04:19AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:19AM] Nervus used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 04:20AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:21AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 04:22AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:32AM] Nervus used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/20/23 04:33AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:34AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 04:34AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:36AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:43AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:45AM] Nervus used command ::ref | Player rights = CLERIC_DONATOR	
[4/20/23 04:46AM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/20/23 04:49AM] Nervus used command ::viegar | Player rights = CLERIC_DONATOR	
[4/20/23 04:49AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:49AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:00AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:00AM] Nervus used command ::yell cheap pos sale for beginners | Player rights = CLERIC_DONATOR	
[4/20/23 05:03AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:05AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:06AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 05:06AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:10AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:10AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:12AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:12AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:14AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:14AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:19AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 05:19AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:20AM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 05:21AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 05:22AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 05:23AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 05:24AM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 05:24AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 05:26AM] Nervus used command ::yell gn boys | Player rights = CLERIC_DONATOR	
[4/20/23 08:40PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 08:41PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 08:42PM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 08:43PM] Nervus used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 08:44PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 08:45PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 08:58PM] Nervus used command ::dropsoff | Player rights = CLERIC_DONATOR	
[4/20/23 08:58PM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/20/23 09:00PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 09:02PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 09:46PM] Nervus used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 09:48PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 09:48PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 09:50PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 09:50PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 09:53PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:01PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:03PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:03PM] Nervus used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/20/23 10:06PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 10:06PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 10:06PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:06PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:07PM] Nervus used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 10:10PM] Nervus used command ::dr | Player rights = CLERIC_DONATOR	
[4/20/23 11:30PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 11:34PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 11:35PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 11:40PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 11:41PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 11:44PM] Nervus used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/20/23 11:44PM] Nervus used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/21/23 12:00AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:02AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:10AM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 12:10AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:12AM] Nervus used command ::shops | Player rights = CLERIC_DONATOR	
[4/21/23 12:12AM] Nervus used command ::shops | Player rights = CLERIC_DONATOR	
[4/21/23 12:13AM] Nervus used command ::market | Player rights = CLERIC_DONATOR	
[4/21/23 12:13AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:32AM] Nervus used command ::viegar | Player rights = CLERIC_DONATOR	
[4/21/23 12:32AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:34AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 12:36AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 12:38AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:39AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:42AM] Nervus used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:43AM] Nervus used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 12:53AM] Nervus used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/22/23 04:22AM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/22/23 04:33AM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 04:34AM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 04:35AM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 04:46AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 04:47AM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:10PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:16PM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/22/23 07:21PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:23PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:27PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:33PM] Nervus used command ::::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 07:33PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 07:34PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 07:35PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 07:35PM] Nervus used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/22/23 07:35PM] Nervus used command ::vote | Player rights = CLERIC_DONATOR	
[4/22/23 07:38PM] Nervus used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/22/23 07:39PM] Nervus used command ::reward 1 | Player rights = CLERIC_DONATOR	
[4/22/23 07:47PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:51PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 07:51PM] Nervus used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/22/23 07:56PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:03PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:06PM] Nervus used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 08:07PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:07PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:08PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:11PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:21PM] Nervus used command ::yellowphat | Player rights = CLERIC_DONATOR	
