[4/15/23 08:03AM] Light used command :: | Player rights = PLAYER	
[4/15/23 11:20AM] Light used command ::vote | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:22AM] Light used command ::PLAYERS | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:26AM] Light used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:26AM] Light used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:28AM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:29AM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:29AM] Light used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:59AM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 01:59PM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 02:02PM] Light used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/15/23 02:28PM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 02:29PM] Light used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 02:29PM] Light used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 02:59PM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:25PM] Light used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:25PM] Light used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:29PM] Light used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:31PM] Light used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:33PM] Light used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 03:36PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/15/23 03:58PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 04:17PM] Light used command ::totem | Player rights = CLERIC_DONATOR	
[4/15/23 04:28PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 04:31PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 04:33PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 04:35PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 04:35PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 04:39PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 04:40PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 04:44PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 04:47PM] Light used command ::zones | Player rights = CLERIC_DONATOR	
[4/15/23 04:58PM] Light used command ::veiga | Player rights = CLERIC_DONATOR	
[4/15/23 04:59PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 05:01PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 05:08PM] Light used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/15/23 05:08PM] Light used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/15/23 05:08PM] Light used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/15/23 05:08PM] Light used command ::teleport | Player rights = CLERIC_DONATOR	
[4/15/23 05:14PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 05:27PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 05:27PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/15/23 05:28PM] Light used command ::VEIGAR | Player rights = CLERIC_DONATOR	
[4/15/23 05:29PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 05:33PM] Light used command ::discord | Player rights = CLERIC_DONATOR	
[4/15/23 05:35PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 05:35PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/15/23 05:45PM] Light used command ::elo | Player rights = CLERIC_DONATOR	
[4/15/23 05:45PM] Light used command ::elo | Player rights = CLERIC_DONATOR	
[4/15/23 05:59PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 06:29PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 06:31PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 06:31PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 06:31PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/15/23 06:32PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/15/23 06:58PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 07:29PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/15/23 07:30PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/15/23 07:52PM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/15/23 08:25PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:00AM] Light used command ::staff | Player rights = CLERIC_DONATOR	
[4/16/23 06:00AM] Light used command ::players | Player rights = CLERIC_DONATOR	
[4/16/23 06:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 06:28AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 06:29AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 06:53AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:12AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:23AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 07:24AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 07:27AM] Light used command ::vorte | Player rights = CLERIC_DONATOR	
[4/16/23 07:27AM] Light used command ::vote | Player rights = CLERIC_DONATOR	
[4/16/23 07:29AM] Light used command ::claimvote | Player rights = CLERIC_DONATOR	
[4/16/23 07:29AM] Light used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/16/23 07:29AM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 07:53AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:53AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:58AM] Light used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/16/23 07:58AM] Light used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/16/23 07:58AM] Light used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/16/23 08:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 08:23AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 08:24AM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:34AM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:53AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 08:56AM] Light used command ::players | Player rights = CLERIC_DONATOR	
[4/16/23 09:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:23AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:24AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:24AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:39AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:39AM] Light used command ::wevents | Player rights = CLERIC_DONATOR	
[4/16/23 09:40AM] Light used command ::Rules | Player rights = CLERIC_DONATOR	
[4/16/23 09:41AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:43AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:45AM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 09:47AM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Light used command ::veiogar | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:59AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:00AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:01AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:15AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:17AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:19AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:19AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 10:19AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 10:19AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 10:22AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 10:25AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 10:27AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:53AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:05AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:18AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:23AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:24AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 11:24AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:03PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:07PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 12:24PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 12:39PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:40PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:40PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:53PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:21PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:23PM] Light used command ::veigaer | Player rights = CLERIC_DONATOR	
[4/16/23 01:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:23PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 01:24PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 01:36PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:37PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:53PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:57PM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 02:09PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:17PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 02:23PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 02:24PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 02:36PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:38PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:40PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:50PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:55PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:56PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:58PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:12PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:25PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:25PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:26PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:27PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:27PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:29PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 03:30PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:31PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:31PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:38PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:53PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:04PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:04PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:10PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:15PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:20PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:24PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 04:25PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:28PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:28PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:16PM] Light used command ::Staff | Player rights = CLERIC_DONATOR	
[4/16/23 05:18PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 05:24PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 05:24PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 05:24PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:24PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:25PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 05:53PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 05:55PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:05PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:05PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:06PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:17PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 06:25PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 06:35PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:36PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:53PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 06:54PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:09PM] Light used command ::kills | Player rights = CLERIC_DONATOR	
[4/16/23 07:23PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:24PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 07:25PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 07:54PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:15AM] Light used command ::players | Player rights = CLERIC_DONATOR	
[4/17/23 04:39AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:40AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:45AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 04:53AM] Light used command ::claimvote | Player rights = CLERIC_DONATOR	
[4/17/23 04:53AM] Light used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 04:54AM] Light used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/17/23 05:32AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:36AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:36AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:37AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:38AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:38AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:39AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 05:41AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 05:42AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:42AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 05:44AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:44AM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 05:44AM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 05:48AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 05:49AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:09AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:13AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:23AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:36AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 06:36AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 06:36AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 06:39AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:41AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 06:41AM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 07:09AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:17AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 07:39AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:40AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 07:41AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 07:41AM] Light used command ::item 1 1 | Player rights = CLERIC_DONATOR	
[4/17/23 07:42AM] Light used command ::teleto cameron | Player rights = CLERIC_DONATOR	
[4/17/23 07:42AM] Light used command ::teletome cameron | Player rights = CLERIC_DONATOR	
[4/17/23 07:42AM] Light used command ::hide | Player rights = CLERIC_DONATOR	
[4/17/23 07:42AM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 08:08AM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 08:10AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:16AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:46AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 02:33PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 02:33PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 02:34PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:34PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:38PM] Light used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 02:53PM] Light used command ::collection | Player rights = CLERIC_DONATOR	
[4/17/23 02:57PM] Light used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 02:59PM] Light used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 03:02PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 03:08PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 03:11PM] Light used command ::collection | Player rights = CLERIC_DONATOR	
[4/17/23 03:12PM] Light used command ::ref | Player rights = CLERIC_DONATOR	
[4/17/23 03:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 03:33PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:02PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:29PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 04:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:32PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:33PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 04:33PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 05:02PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 05:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 05:33PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 05:50PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
