[4/22/23 07:36AM] New Wind used command ::totem | Player rights = PLAYER	
[4/22/23 09:32AM] New Wind used command ::ref | Player rights = GRACEFUL_DONATOR	
[4/22/23 09:32AM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 09:36AM] New Wind used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:01AM] New Wind used command ::vboss | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:02AM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:31AM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:33AM] New Wind used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:34AM] New Wind used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:35AM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:37AM] New Wind used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:38AM] New Wind used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:39AM] New Wind used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:39AM] New Wind used command ::store | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:41AM] New Wind used command ::Drops | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:41AM] New Wind used command ::dropsoff | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:49AM] New Wind used command ::afk | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:49AM] New Wind used command ::shops | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:49AM] New Wind used command ::home | Player rights = GRACEFUL_DONATOR	
[4/22/23 10:50AM] New Wind used command ::afk | Player rights = GRACEFUL_DONATOR	
[4/22/23 11:02AM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 11:04AM] New Wind used command ::afk | Player rights = GRACEFUL_DONATOR	
[4/22/23 11:06AM] New Wind used command ::vboss | Player rights = GRACEFUL_DONATOR	
[4/22/23 11:07AM] New Wind used command ::afk | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:12PM] New Wind used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:20PM] New Wind used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:22PM] New Wind used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:30PM] New Wind used command ::vboss | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:32PM] New Wind used command ::veigare | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:32PM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:33PM] New Wind used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:35PM] New Wind used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/22/23 01:58PM] New Wind used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:02PM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:20PM] New Wind used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:25PM] New Wind used command ::Store | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:32PM] New Wind used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:33PM] New Wind used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:34PM] New Wind used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:35PM] New Wind used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:35PM] New Wind used command ::fps | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:36PM] New Wind used command ::home | Player rights = GRACEFUL_DONATOR	
[4/22/23 02:40PM] New Wind used command ::bank | Player rights = CLERIC_DONATOR	
[4/22/23 02:40PM] New Wind used command ::bank | Player rights = CLERIC_DONATOR	
[4/22/23 02:48PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 02:54PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 03:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 03:07PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 03:16PM] New Wind used command ::store | Player rights = CLERIC_DONATOR	
[4/22/23 03:22PM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/22/23 03:31PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 03:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 03:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 03:34PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 04:02PM] New Wind used command ::veiar | Player rights = CLERIC_DONATOR	
[4/22/23 04:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 04:16PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 05:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 05:33PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 05:34PM] New Wind used command ::golden | Player rights = CLERIC_DONATOR	
[4/22/23 06:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 06:24PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 06:26PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 06:33PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 06:34PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 06:35PM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 06:43PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 06:44PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 06:48PM] New Wind used command ::Dropoff | Player rights = CLERIC_DONATOR	
[4/22/23 07:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 07:09PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:11PM] New Wind used command ::noble | Player rights = CLERIC_DONATOR	
[4/22/23 07:15PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:17PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:19PM] New Wind used command ::totem | Player rights = CLERIC_DONATOR	
[4/22/23 07:25PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:32PM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 07:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 07:34PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 07:43PM] New Wind used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/22/23 07:50PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:55PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 07:55PM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 08:02PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 08:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:08PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 08:08PM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 08:14PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 08:21PM] New Wind used command ::yellowphat | Player rights = CLERIC_DONATOR	
[4/22/23 08:21PM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/22/23 08:23PM] New Wind used command ::collection | Player rights = CLERIC_DONATOR	
[4/22/23 08:31PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:33PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 08:33PM] New Wind used command ::Dropon | Player rights = CLERIC_DONATOR	
[4/22/23 08:34PM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 08:35PM] New Wind used command ::golden | Player rights = CLERIC_DONATOR	
[4/22/23 08:53PM] New Wind used command ::store | Player rights = CLERIC_DONATOR	
[4/22/23 09:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 09:04PM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/22/23 09:16PM] New Wind used command ::Store | Player rights = CLERIC_DONATOR	
[4/22/23 09:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 09:33PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 09:49PM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/22/23 10:02PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 10:14PM] New Wind used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/22/23 10:32PM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 10:33PM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 10:34PM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 10:36PM] New Wind used command ::afk | Player rights = CLERIC_DONATOR	
[4/23/23 06:47AM] New Wind used command ::vote | Player rights = CLERIC_DONATOR	
[4/23/23 06:49AM] New Wind used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 06:49AM] New Wind used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 06:49AM] New Wind used command ::reward 1 | Player rights = CLERIC_DONATOR	
[4/23/23 06:49AM] New Wind used command ::reward 1 1 | Player rights = CLERIC_DONATOR	
[4/23/23 06:50AM] New Wind used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 06:50AM] New Wind used command ::voted | Player rights = CLERIC_DONATOR	
[4/23/23 06:51AM] New Wind used command ::claimvote | Player rights = CLERIC_DONATOR	
[4/23/23 06:51AM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/23/23 07:04AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 07:04AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 07:05AM] New Wind used command ::golden | Player rights = CLERIC_DONATOR	
[4/23/23 07:34AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 08:04AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 08:04AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 08:05AM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/23/23 08:06AM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/23/23 08:09AM] New Wind used command ::collection | Player rights = CLERIC_DONATOR	
[4/23/23 08:30AM] New Wind used command ::sl.ayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:30AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:33AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:34AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 08:35AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:42AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:44AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:49AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:51AM] New Wind used command ::collection | Player rights = CLERIC_DONATOR	
[4/23/23 08:53AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 08:57AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:00AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 09:00AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:03AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 09:05AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 09:05AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:09AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:11AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:15AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:18AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:23AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:26AM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/23/23 09:30AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:32AM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/23/23 09:33AM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/23/23 09:36AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 09:37AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 09:37AM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/23/23 09:38AM] New Wind used command ::golden | Player rights = CLERIC_DONATOR	
[4/23/23 09:38AM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/23/23 09:38AM] New Wind used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/23/23 09:45AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:51AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:53AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 09:55AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 09:55AM] New Wind used command ::meruem | Player rights = CLERIC_DONATOR	
[4/23/23 09:55AM] New Wind used command ::golden | Player rights = CLERIC_DONATOR	
[4/23/23 09:56AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 09:57AM] New Wind used command ::home | Player rights = CLERIC_DONATOR	
[4/23/23 09:58AM] New Wind used command ::storew | Player rights = CLERIC_DONATOR	
[4/23/23 09:58AM] New Wind used command ::Store | Player rights = CLERIC_DONATOR	
[4/23/23 09:59AM] New Wind used command ::Store | Player rights = CLERIC_DONATOR	
[4/23/23 10:00AM] New Wind used command ::store | Player rights = CLERIC_DONATOR	
[4/23/23 10:02AM] New Wind used command ::claim | Player rights = CLERIC_DONATOR	
[4/23/23 10:03AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:05AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:09AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:12AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:16AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:20AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:24AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 10:25AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:26AM] New Wind used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/23/23 10:29AM] New Wind used command ::collection | Player rights = CLERIC_DONATOR	
[4/23/23 10:33AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:38AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:42AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:45AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:50AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:53AM] New Wind used command ::vboss | Player rights = CLERIC_DONATOR	
[4/23/23 10:53AM] New Wind used command ::veigar | Player rights = CLERIC_DONATOR	
[4/23/23 10:55AM] New Wind used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/23/23 10:55AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 10:59AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 11:01AM] New Wind used command ::collection | Player rights = CLERIC_DONATOR	
[4/23/23 11:03AM] New Wind used command ::slayer | Player rights = CLERIC_DONATOR	
[4/23/23 11:06AM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 11:08AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:20AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:23AM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 11:23AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:24AM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 11:24AM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 11:28AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:31AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:34AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:36AM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 11:39AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:42AM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 11:43AM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 11:58AM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 11:59AM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 11:59AM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:00PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:00PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 12:00PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03PM] New Wind used command ::hide | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03PM] New Wind used command ::fps | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03PM] New Wind used command ::hideall | Player rights = TORMENTED_DONATOR	
[4/23/23 12:05PM] New Wind used command ::dr | Player rights = TORMENTED_DONATOR	
[4/23/23 12:05PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:07PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 12:10PM] New Wind used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 12:10PM] New Wind used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/23/23 12:13PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 12:16PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 12:21PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 12:28PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:34PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 12:36PM] New Wind used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 12:48PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:25PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:30PM] New Wind used command ::dropon | Player rights = TORMENTED_DONATOR	
[4/23/23 01:30PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:30PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 01:33PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:33PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:37PM] New Wind used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 01:38PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:42PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:46PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:49PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:54PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 01:58PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:58PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 01:59PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 02:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:02PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 02:03PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 02:04PM] New Wind used command ::noble | Player rights = TORMENTED_DONATOR	
[4/23/23 02:06PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 02:10PM] New Wind used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 02:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 02:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 02:46PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 02:51PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 03:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 04:00PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:30PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 04:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 04:38PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:38PM] New Wind used command ::achievements | Player rights = TORMENTED_DONATOR	
[4/23/23 04:52PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 04:56PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 05:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 05:09PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/23/23 05:22PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 05:22PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 05:23PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 05:26PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 05:46PM] New Wind used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/23/23 05:46PM] New Wind used command ::claimvotes | Player rights = TORMENTED_DONATOR	
[4/23/23 06:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:16PM] New Wind used command ::vot | Player rights = TORMENTED_DONATOR	
[4/23/23 06:16PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 06:30PM] New Wind used command ::veigare | Player rights = TORMENTED_DONATOR	
[4/23/23 06:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 06:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 06:35PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 07:00PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:01PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 07:03PM] New Wind used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/23/23 07:03PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 07:03PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 07:04PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 07:04PM] New Wind used command ::reard 1 all | Player rights = TORMENTED_DONATOR	
