[4/15/23 06:09AM] Zshana used command ::train | Player rights = PLAYER	
[4/15/23 08:02AM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:02AM] Zshana used command ::merue | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:02AM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:03AM] Zshana used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:04AM] Zshana used command ::ape | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:07AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:08AM] Zshana used command ::walkchaos | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:25AM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:29AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:29AM] Zshana used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:30AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:30AM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:30AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:50AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:55AM] Zshana used command ::pos | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:55AM] Zshana used command ::pos | Player rights = GRACEFUL_DONATOR	
[4/15/23 08:58AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:00AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:01AM] Zshana used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:04AM] Zshana used command ::vote | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:05AM] Zshana used command ::yell buying 1 vote 10b  | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:12AM] Zshana used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:18AM] Zshana used command ::bank | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:19AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:27AM] Zshana used command ::upgrade | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:27AM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:29AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:30AM] Zshana used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:31AM] Zshana used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:31AM] Zshana used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:38AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:54AM] Zshana used command ::train | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:54AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 09:58AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:00AM] Zshana used command ::train | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:00AM] Zshana used command ::Totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:00AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::Meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::nineails | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:29AM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 10:30AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 11:58AM] Zshana used command ::Veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:04PM] Zshana used command ::train | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:04PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:22PM] Zshana used command ::train | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:22PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:22PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:28PM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:29PM] Zshana used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:30PM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:31PM] Zshana used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:32PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:36PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:39PM] Zshana used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/15/23 12:40PM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:29PM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:30PM] Zshana used command ::maxhit | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:30PM] Zshana used command ::maxhit | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:31PM] Zshana used command ::ninetails | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:33PM] Zshana used command ::musuem | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:33PM] Zshana used command ::mesuem | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:33PM] Zshana used command ::meruem | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:35PM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/15/23 04:35PM] Zshana used command ::golden | Player rights = GRACEFUL_DONATOR	
[4/15/23 05:58PM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/16/23 07:51AM] Zshana used command ::bank | Player rights = GRACEFUL_DONATOR	
[4/16/23 07:53AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/16/23 07:55AM] Zshana used command ::vote | Player rights = GRACEFUL_DONATOR	
[4/16/23 07:56AM] Zshana used command ::maxhit | Player rights = GRACEFUL_DONATOR	
[4/16/23 07:57AM] Zshana used command ::reward 1 all | Player rights = GRACEFUL_DONATOR	
[4/16/23 08:37AM] Zshana used command ::donate | Player rights = GRACEFUL_DONATOR	
[4/16/23 08:53AM] Zshana used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/16/23 08:56AM] Zshana used command ::totem | Player rights = GRACEFUL_DONATOR	
[4/16/23 08:59AM] Zshana used command ::yell selling rogue aura 50k stats | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:03AM] Zshana used command ::pos | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:03AM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:05AM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:05AM] Zshana used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:06AM] Zshana used command ::home | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:07AM] Zshana used command ::vboss | Player rights = GRACEFUL_DONATOR	
[4/16/23 09:10AM] Zshana used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 09:10AM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:16AM] Zshana used command ::yell yell4well | Player rights = CLERIC_DONATOR	
[4/16/23 09:16AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:21AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:23AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:23AM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:24AM] Zshana used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:39AM] Zshana used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:41AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:43AM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:44AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:44AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:45AM] Zshana used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 09:47AM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Zshana used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Zshana used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:50AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:55AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:01AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:06AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:09AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:10AM] Zshana used command ::yell selling rogue sword 50k stats  pm | Player rights = CLERIC_DONATOR	
[4/16/23 10:10AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:10AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:11AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:13AM] Zshana used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 10:14AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:14AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:15AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:15AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:15AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:17AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:37AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:37AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:43AM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 10:44AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:49AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:53AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:00AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:09AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:15AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:18AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:18AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:20AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:20AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:21AM] Zshana used command ::yell selling rogue sword 50k stats and rogue aura 50k stats pm | Player rights = CLERIC_DONATOR	
[4/16/23 11:21AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:23AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:23AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:23AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:24AM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 11:24AM] Zshana used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 11:25AM] Zshana used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 11:26AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:27AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:27AM] Zshana used command ::yell selling rogue sowrd 50k stats and aura 50k stats pm | Player rights = CLERIC_DONATOR	
[4/16/23 11:27AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:28AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:29AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:29AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:30AM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 11:30AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:31AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:32AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:33AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:36AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:40AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:40AM] Zshana used command ::yell buying high tier bow or staff pm | Player rights = CLERIC_DONATOR	
[4/16/23 11:42AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:48AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:51AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:53AM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:54AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 11:58AM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:00PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Zshana used command ::hom | Player rights = CLERIC_DONATOR	
[4/16/23 12:02PM] Zshana used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 12:03PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:05PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:05PM] Zshana used command ::yell selling 50k stats melee sword pm | Player rights = CLERIC_DONATOR	
[4/16/23 12:07PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:12PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:19PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:22PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:23PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 12:24PM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 12:24PM] Zshana used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:25PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:27PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:29PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:32PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:34PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:35PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:46PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:51PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:53PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 12:54PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:54PM] Zshana used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:54PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:56PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:56PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:57PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:57PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:59PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:01PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:02PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:03PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:06PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:10PM] Zshana used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 01:10PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:10PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:11PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:12PM] Zshana used command ::yell selling 100k magic staff pm | Player rights = CLERIC_DONATOR	
[4/16/23 01:15PM] Zshana used command ::yell selling 100k stats magic staff | Player rights = CLERIC_DONATOR	
[4/16/23 01:16PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:22PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:23PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:23PM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 01:24PM] Zshana used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 01:27PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:36PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:39PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:43PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:43PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:44PM] Zshana used command ::enter | Player rights = CLERIC_DONATOR	
[4/16/23 01:44PM] Zshana used command ::ents | Player rights = CLERIC_DONATOR	
[4/16/23 01:44PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:45PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:46PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:47PM] Zshana used command ::ents | Player rights = CLERIC_DONATOR	
[4/16/23 01:48PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:52PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:52PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:52PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:53PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:53PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:55PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:57PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:57PM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 02:01PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:07PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:11PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:12PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:17PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:21PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:21PM] Zshana used command ::HOME | Player rights = CLERIC_DONATOR	
[4/16/23 02:23PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:23PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 02:23PM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 02:24PM] Zshana used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 02:26PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:41PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:47PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:53PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 02:54PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:54PM] Zshana used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 02:55PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:57PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:04PM] Zshana used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 03:05PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:05PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:15PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:33PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:35PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:47PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:48PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:50PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:53PM] Zshana used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/16/23 03:53PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:10PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:11PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:17PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:18PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:21PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:23PM] Zshana used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:24PM] Zshana used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 04:25PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:26PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:29PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:30PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:31PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:31PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:38PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:38PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:38PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:38PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:44PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:44PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:44PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:49PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:50PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:52PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:53PM] Zshana used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:54PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:55PM] Zshana used command ::vote | Player rights = CLERIC_DONATOR	
[4/16/23 04:55PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:59PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:00PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:02PM] Zshana used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 05:03PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:03PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:04PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:05PM] Zshana used command ::yell buying all votes 12k ea in pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:05PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:05PM] Zshana used command ::pos | Player rights = CLERIC_DONATOR	
