[4/15/23 08:01PM] Immortal used command ::ref walkchaos | Player rights = PLAYER	
[4/16/23 12:41AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:47AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:49AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:50AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:53AM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 12:58AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 12:58AM] Immortal used command ::npc  | Player rights = CLERIC_DONATOR	
[4/16/23 12:58AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 01:01AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:03AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:09AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:13AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:14AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:17AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:18AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:23AM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 01:28AM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 01:30AM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 01:30AM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 01:32AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:37AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 01:38AM] Immortal used command ::totem | Player rights = CLERIC_DONATOR	
[4/16/23 01:43AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:06AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:09AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:11AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:23AM] Immortal used command ::veigaR | Player rights = CLERIC_DONATOR	
[4/16/23 02:24AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 02:25AM] Immortal used command ::NINETAILS | Player rights = CLERIC_DONATOR	
[4/16/23 02:26AM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 02:26AM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 02:26AM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 02:26AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:56AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:06AM] Immortal used command ::zones | Player rights = CLERIC_DONATOR	
[4/16/23 08:06AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 08:14AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:15AM] Immortal used command ::voted | Player rights = CLERIC_DONATOR	
[4/16/23 08:15AM] Immortal used command ::vote | Player rights = CLERIC_DONATOR	
[4/16/23 08:24AM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:34AM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:37AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:41AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 09:09AM] Immortal used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:43AM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:44AM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:45AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:45AM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 09:46AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:47AM] Immortal used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:49AM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:53AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 09:54AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 09:56AM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 09:59AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:04AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:04AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:04AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:50AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 10:53AM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 10:55AM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 12:11PM] Immortal used command ::pis | Player rights = CLERIC_DONATOR	
[4/16/23 12:11PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:07PM] Immortal used command ::vote | Player rights = CLERIC_DONATOR	
[4/16/23 03:09PM] Immortal used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/16/23 03:12PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:22PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:23PM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 03:23PM] Immortal used command ::nintails | Player rights = CLERIC_DONATOR	
[4/16/23 03:24PM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 03:24PM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 03:26PM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 03:28PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:29PM] Immortal used command :::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 03:29PM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 03:33PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 03:42PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 04:39PM] Immortal used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 04:53PM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 04:54PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:02PM] Immortal used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 05:02PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:03PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:06PM] Immortal used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/16/23 05:12PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:16PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:22PM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 05:23PM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 05:24PM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 05:25PM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 05:25PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:27PM] Immortal used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 05:27PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:33PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 05:46PM] Immortal used command ::kills | Player rights = CLERIC_DONATOR	
[4/16/23 05:52PM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 05:58PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:14PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:23PM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 06:25PM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 06:28PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:29PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:31PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:33PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:34PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:36PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:37PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:39PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:41PM] Immortal used command ::donate | Player rights = CLERIC_DONATOR	
[4/16/23 06:45PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:46PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:48PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:49PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:51PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:53PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 06:53PM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 06:57PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:01PM] Immortal used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 07:01PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:03PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:06PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:10PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:10PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:11PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:11PM] Immortal used command ::bank | Player rights = CLERIC_DONATOR	
[4/16/23 07:13PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:15PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:18PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:22PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:23PM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:23PM] Immortal used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:24PM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 07:25PM] Immortal used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 07:30PM] Immortal used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 07:34PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:37PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:38PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:40PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:41PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:50PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:53PM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 07:58PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 07:58PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:01PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:04PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:07PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:13PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:15PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:15PM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:23PM] Immortal used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 08:24PM] Immortal used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 08:25PM] Immortal used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 08:27PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:30PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:30PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:32PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:36PM] Immortal used command ::pos | Player rights = CLERIC_DONATOR	
[4/16/23 08:38PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 08:52PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 08:52PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 08:53PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/16/23 08:55PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/16/23 08:56PM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/16/23 08:57PM] Immortal used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/16/23 08:59PM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/16/23 09:41PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 09:42PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/16/23 09:42PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/16/23 09:43PM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/16/23 09:43PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 09:45PM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/16/23 09:45PM] Immortal used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/16/23 09:45PM] Immortal used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/16/23 09:46PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/16/23 09:46PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 09:47PM] Immortal used command ::kills | Player rights = TORMENTED_DONATOR	
[4/16/23 09:51PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:03PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:03PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:09PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 10:12PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:12PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 10:16PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:40PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 10:42PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:42PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/16/23 10:45PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:57PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 10:59PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/16/23 11:01PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/16/23 11:02PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 11:06PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 11:07PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 11:09PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:11PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:39PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:41PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/16/23 11:41PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/16/23 11:42PM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/16/23 11:42PM] Immortal used command ::veigarf | Player rights = TORMENTED_DONATOR	
[4/16/23 11:42PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:43PM] Immortal used command ::Totem | Player rights = TORMENTED_DONATOR	
[4/16/23 11:43PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:44PM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/16/23 11:44PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/16/23 11:46PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/16/23 11:49PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/16/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 07:18AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 07:33AM] Immortal used command ::Dropoff | Player rights = TORMENTED_DONATOR	
[4/17/23 07:35AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 07:39AM] Immortal used command ::veiar | Player rights = TORMENTED_DONATOR	
[4/17/23 07:39AM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 07:40AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 07:41AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 08:07AM] Immortal used command ::vote | Player rights = TORMENTED_DONATOR	
[4/17/23 08:07AM] Immortal used command ::vbos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:07AM] Immortal used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 08:10AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 08:12AM] Immortal used command ::Reward 1 al | Player rights = TORMENTED_DONATOR	
[4/17/23 08:12AM] Immortal used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/17/23 08:19AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:21AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:28AM] Immortal used command ::Home | Player rights = TORMENTED_DONATOR	
[4/17/23 08:30AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:30AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:32PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/17/23 08:32PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:15AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:16AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:30AM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/18/23 01:38AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:39AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:39AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
