[4/15/23 08:29AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
[4/15/23 08:32AM] DEFAULT|2224,3758,0|Said: Walky trying to trade ya brother	
[4/15/23 08:32AM] DEFAULT|2224,3758,0|Said: Big fff	
[4/15/23 08:35AM] DEFAULT|2224,3760,0|Said: Your hideing trades	
[4/15/23 08:36AM] DEFAULT|2225,3760,0|Said: Man i been trying to get traded for 5 min	
[4/15/23 09:39AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
[4/15/23 09:40AM] Receiving item from trade with Walkchaos Id: 10029, amount: 1	
[4/15/23 10:00AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 10:02AM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 10:03AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/15/23 10:03AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/15/23 10:04AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:11AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 01:11AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:14AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:14AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:14AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:15AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:15AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:15AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:16AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:16AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:17AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:17AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:17AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:17AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:17AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:18AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:18AM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 01:18AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:18AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:18AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:19AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 01:19AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:20AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:20AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:21AM] Picked up gr.Item Revenant Boots, amount: 1	
[4/16/23 01:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:22AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:22AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:23AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 01:23AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 01:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:23AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:24AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:24AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:24AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:24AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 01:24AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:25AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 01:25AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:26AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:26AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:26AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:26AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:26AM] Picked up gr.Item Revenant Boots, amount: 1	
[4/16/23 01:26AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:28AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:28AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:28AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:28AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:30AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:30AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:30AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:31AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:32AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:32AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:32AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:32AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:33AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:33AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:33AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 01:33AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:33AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:34AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:35AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:36AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:36AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:36AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:36AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:37AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:37AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:37AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:38AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:38AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:38AM] Picked up gr.Item Revenant Wings, amount: 1	
[4/16/23 01:38AM] Picked up gr.Item Revenant Wings, amount: 1	
[4/16/23 01:38AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:38AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 01:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:16AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:16AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:16AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:16AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:17AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:17AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:18AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:18AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:18AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 02:18AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 02:18AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:18AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:18AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:19AM] Picked up gr.Item Revenant Helm, amount: 1	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:20AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:22AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:22AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:22AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:33AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:33AM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 02:33AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:34AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:34AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:34AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:34AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 02:35AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:35AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:35AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:36AM] Picked up gr.Item Mystic legs, amount: 1	
[4/16/23 02:36AM] Picked up gr.Item Mystic legs, amount: 1	
[4/16/23 02:36AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:36AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:36AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:36AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:37AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:37AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:37AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:37AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:38AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:38AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:38AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 02:39AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:40AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:40AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:41AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:41AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:41AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:41AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:42AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:43AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:43AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:43AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 2	
