[4/20/23 05:51AM] Login. ip: 181.208.49.71, mac: 2UA1070QQ020221013164441.000000-240, uuid: 64-31-50-3D-F3-48	
[4/20/23 05:52AM] PROGRESSION_ZONES|3037,10280,0|Said: Hi	
[4/20/23 05:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:08AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:08AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:08AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:09AM] (CC) Help. Said: Pls 1 bow	
[4/20/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:09AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Player dropping item: Starter Ring, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Starter Ring, amount: 1	
[4/20/23 06:12AM] Player dropping item: Starter Ring, amount: 1	
[4/20/23 06:12AM] Player dropping item: Starter Amulet, amount: 1	
[4/20/23 06:13AM] Player dropping item: Starter Boots, amount: 1	
[4/20/23 06:13AM] Player dropping item: Starter Gloves, amount: 1	
[4/20/23 06:13AM] Player dropping item: Starter Cape, amount: 1	
[4/20/23 06:13AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:13AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 06:17AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:18AM] (CC) Help. Said: Pls 1 bow	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:19AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:19AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:19AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:21AM] Picked up gr.Item Coin, amount: 1091888	
[4/20/23 06:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 06:25AM] DEFAULT|2222,3759,0|Said: Pls	
[4/20/23 06:25AM] DEFAULT|2222,3759,0|Said: 1 bow	
[4/20/23 06:26AM] (CC) Help. Said: How i get item in referraal?	
[4/20/23 06:26AM] (CC) Help. Said: What code?	
[4/20/23 06:26AM] (CC) Help. Said: I need referral code	
[4/20/23 06:27AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:29AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:29AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:29AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:30AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:30AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/20/23 06:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:30AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] PROGRESSION_ZONES|3036,10274,16|Said: Ei	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] PROGRESSION_ZONES|3032,10278,16|Said: How i get u arm	
[4/20/23 06:31AM] PROGRESSION_ZONES|3032,10278,16|Said: Weapon	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:31AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Blurite Body, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:33AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:33AM] (CC) Help. Said: Pls 1 staff or bow:c	
[4/20/23 06:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:34AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:34AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:34AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:36AM] VBOSS|2988,2771,0|Said: Qa:o	
[4/20/23 06:36AM] VBOSS|2989,2771,0|Said: ?	
[4/20/23 06:36AM] VBOSS|2987,2771,0|Said: Pls 1 bow or staff	
[4/20/23 06:37AM] (CC) Help. Said: Pls  1 bow or staff	
[4/20/23 06:38AM] DEFAULT|2221,3754,0|Said: Pls 1 bow or staff	
[4/20/23 06:38AM] DEFAULT|2221,3754,0|Said: :c	
[4/20/23 06:38AM] DEFAULT|2221,3758,0|Said: Pls 1 bow or staff	
[4/20/23 06:39AM] DEFAULT|2216,3761,0|Said: Pls 1 bow or staff	
[4/20/23 06:39AM] DEFAULT|2216,3761,0|Said: Fplss	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:40AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:41AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Coin, amount: 500	
[4/20/23 06:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:44AM] DEFAULT|2225,3758,0|Said: </(/////sadasd	
[4/20/23 06:44AM] DEFAULT|2223,3760,0|Said: + 	
[4/20/23 06:44AM] (CC) Help. Said: I finish train zone	
[4/20/23 06:44AM] (CC) Help. Said: Where i get money	
[4/20/23 06:45AM] (CC) Help. Said: Where imperial hounds	
[4/20/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:47AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:47AM] (CC) Help. Said: Exist collection helmet and ring?	
[4/20/23 06:47AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:47AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:47AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:47AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:48AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:49AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:50AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:50AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:50AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 06:50AM] Picked up gr.Item Coin, amount: 600	
