[4/20/23 10:33AM] Login. ip: 142.105.222.189, mac: Default string20230128010143.000000-300, uuid: 00-50-56-C0-00-01	
[4/20/23 10:35AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:47AM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 10:47AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 10:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:47AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 10:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:47AM] Picked up gr.Item Coin, amount: 1200	
[4/20/23 10:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:48AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 10:48AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:49AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 10:51AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 10:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:54AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/20/23 10:54AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/20/23 10:55AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:55AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/20/23 10:55AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 10:57AM] Picked up gr.Item Lava bones, amount: 8	
[4/20/23 10:57AM] Picked up gr.Item Lava bones, amount: 8	
[4/20/23 10:57AM] Picked up gr.Item Coin, amount: 2000	
[4/20/23 10:57AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/20/23 10:58AM] Picked up gr.Item Blurite Box, amount: 1	
[4/20/23 11:00AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/20/23 11:00AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/20/23 11:00AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/20/23 11:00AM] Picked up gr.Item Coin, amount: 1000	
[4/20/23 11:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:01AM] Picked up gr.Item Lava bones, amount: 7	
[4/20/23 11:01AM] Picked up gr.Item Lava bones, amount: 5	
[4/20/23 11:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:02AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 11:03AM] Picked up gr.Item Imperial helm, amount: 1	
[4/20/23 11:04AM] Picked up gr.Item Coin, amount: 3600	
[4/20/23 11:04AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 11:04AM] Picked up gr.Item Coin, amount: 1800	
[4/20/23 11:04AM] Picked up gr.Item Coin, amount: 600	
[4/20/23 11:05AM] Picked up gr.Item Coin, amount: 1800	
[4/20/23 11:08AM] Player dropping item: Vial, amount: 1	
[4/20/23 11:14AM] Picked up gr.Item Imperial ring, amount: 1	
[4/20/23 11:14AM] Player dropping item: Imperial Minigun, amount: 1	
[4/20/23 11:14AM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/20/23 11:14AM] Picked up gr.Item Coin, amount: 4200	
[4/20/23 11:14AM] Picked up gr.Item Coin, amount: 4200	
[4/20/23 11:15AM] Picked up gr.Item Imperial Box, amount: 1	
[4/20/23 11:21AM] Picked up gr.Item Coin, amount: 2294581	
[4/20/23 11:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 11:21AM] Has just redeemed a $10 Bond successfully!	
[4/20/23 11:22AM] Picked up gr.Item Imperial ring, amount: 1	
[4/20/23 11:23AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 11:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 11:24AM] Picked up gr.Item Coin, amount: 4000	
[4/20/23 11:24AM] Picked up gr.Item Coin, amount: 4800	
[4/20/23 11:25AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 11:25AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 11:25AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 11:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 11:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:25AM] Picked up gr.Item Coin, amount: 800	
[4/20/23 11:31AM] Picked up gr.Item Coin, amount: 900	
[4/20/23 11:31AM] Picked up gr.Item Coin, amount: 1800	
[4/20/23 11:31AM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 11:31AM] Picked up gr.Item Coin, amount: 1800	
[4/20/23 11:34AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/20/23 11:34AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/20/23 11:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:36AM] Picked up gr.Item Imperial legs, amount: 1	
[4/20/23 11:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 11:51AM] Picked up gr.Item Coin, amount: 2480838	
[4/20/23 11:51AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 11:56AM] Picked up gr.Item Coin, amount: 1000	
[4/20/23 11:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:56AM] Picked up gr.Item Coin, amount: 4000	
[4/20/23 11:56AM] Picked up gr.Item Lava bones, amount: 9	
[4/20/23 11:56AM] Picked up gr.Item Lava bones, amount: 11	
[4/20/23 11:56AM] Picked up gr.Item Coin, amount: 4000	
[4/20/23 11:57AM] Picked up gr.Item Lava bones, amount: 6	
[4/20/23 11:57AM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 11:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:57AM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:57AM] Picked up gr.Item Lava bones, amount: 5	
[4/20/23 11:58AM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 11:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 11:59AM] Picked up gr.Item Lava bones, amount: 11	
[4/20/23 11:59AM] Picked up gr.Item Lava bones, amount: 11	
[4/20/23 12:00PM] Picked up gr.Item Lava bones, amount: 7	
[4/20/23 12:00PM] Picked up gr.Item Lava bones, amount: 9	
[4/20/23 12:00PM] Picked up gr.Item Coin, amount: 5000	
[4/20/23 12:00PM] Picked up gr.Item Lava bones, amount: 7	
[4/20/23 12:00PM] Picked up gr.Item Coin, amount: 3000	
[4/20/23 12:00PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/20/23 12:01PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:01PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:01PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:01PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:01PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:02PM] Picked up gr.Item Coin, amount: 3000	
[4/20/23 12:03PM] Picked up gr.Item Coin, amount: 6000	
[4/20/23 12:03PM] Picked up gr.Item Lava bones, amount: 6	
[4/20/23 12:03PM] Picked up gr.Item Coin, amount: 4500	
[4/20/23 12:03PM] Picked up gr.Item Lava bones, amount: 10	
[4/20/23 12:04PM] Picked up gr.Item Lava bones, amount: 9	
[4/20/23 12:06PM] Picked up gr.Item Lava bones, amount: 9	
[4/20/23 12:06PM] Picked up gr.Item Coin, amount: 7500	
[4/20/23 12:06PM] Picked up gr.Item Lava bones, amount: 14	
[4/20/23 12:15PM] Picked up gr.Item Mystic gloves, amount: 1	
[4/20/23 12:18PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:21PM] Picked up gr.Item Mystic staff, amount: 1	
[4/20/23 12:21PM] Picked up gr.Item Mystic staff, amount: 1	
[4/20/23 12:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:26PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:28PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:52PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:53PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:53PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 12:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:56PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 12:56PM] Picked up gr.Item Mystic helm, amount: 1	
[4/20/23 12:56PM] Picked up gr.Item Mystic helm, amount: 1	
[4/20/23 01:00PM] Picked up gr.Item Coin, amount: 6000	
[4/20/23 01:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 01:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 01:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 01:16PM] Picked up gr.Item Nightmare boots, amount: 1	
[4/20/23 01:16PM] Picked up gr.Item Nightmare boots, amount: 1	
[4/20/23 01:34PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 01:34PM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 01:34PM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 02:44PM] Login. ip: 142.105.222.189, mac: Default string20230128010143.000000-300, uuid: 00-50-56-C0-00-01	
[4/21/23 02:56PM] Login. ip: 142.105.222.189, mac: Default string20230128010143.000000-300, uuid: 00-50-56-C0-00-01	
[4/21/23 03:07PM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 03:07PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/21/23 03:07PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 03:04PM] Login. ip: 142.105.222.189, mac: Default string20230128010143.000000-300, uuid: 00-50-56-C0-00-01	
[4/22/23 03:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:08PM] Picked up gr.Item Coin, amount: 2000	
