[4/20/23 01:59PM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/20/23 02:02PM] Player dropping item: Starter Helm, amount: 1	
[4/20/23 06:50PM] Picked up gr.Item Coin, amount: 1084689	
[4/20/23 06:50PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 07:20PM] Picked up gr.Item Coin, amount: 1568766	
[4/20/23 07:20PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 07:21PM] Bedroombully received x1 $25 Bond from Nine Tails!	
[4/20/23 07:21PM] Picked up gr.Item Coin, amount: 2380558	
[4/20/23 07:21PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 07:21PM] Picked up gr.Item $25 Bond, amount: 1	
[4/20/23 07:51PM] Picked up gr.Item Coin, amount: 1221957	
[4/20/23 07:51PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:19PM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/20/23 08:19PM] (CC) Help. Said: Someone kick voki	
[4/20/23 08:20PM] GLOBAL_BOSS|2139,5018,8|Said: My accs bugged	
[4/20/23 08:21PM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/20/23 08:24PM] Picked up gr.Item Coin, amount: 2296645	
[4/20/23 08:24PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:33PM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/20/23 08:35PM] Picked up gr.Item Coin, amount: 2109919	
[4/20/23 08:35PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:36PM] Picked up gr.Item Coin, amount: 2129511	
[4/20/23 08:36PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 08:38PM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 08:38PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 08:39PM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 08:39PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 08:45PM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 08:45PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 08:46PM] Picked up gr.Item Lava bones, amount: 1200	
[4/20/23 09:06PM] Picked up gr.Item Coin, amount: 2216073	
[4/20/23 09:06PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:34PM] Picked up gr.Item Coin, amount: 1141396	
[4/20/23 09:34PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:35PM] Picked up gr.Item Coin, amount: 3738616	
[4/20/23 09:35PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 09:42PM] Gave item in trade to Voki. Id: 23058, amount: 1	
[4/20/23 09:42PM] Gave item in trade to Voki. Id: 10946, amount: 30	
[4/20/23 09:42PM] Gave item in trade to Voki. Id: 23020, amount: 12	
[4/20/23 09:42PM] Gave item in trade to Voki. Id: 10835, amount: 57571	
[4/20/23 09:46PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:46PM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 09:48PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:48PM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:05PM] Picked up gr.Item Coin, amount: 1415801	
[4/20/23 10:05PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 05:01AM] Picked up gr.Item Sanctum Golem Pet, amount: 1	
[4/21/23 05:01AM] Picked up gr.Item Solar Staff, amount: 1	
[4/21/23 05:01AM] Picked up gr.Item Solar Robe Bottom, amount: 1	
[4/21/23 05:01AM] Picked up gr.Item Sanctum Golem Pet, amount: 1	
[4/21/23 05:01AM] Picked up gr.Item Solar Robe Bottom, amount: 1	
[4/21/23 05:01AM] Picked up gr.Item Solar Robe Top, amount: 1	
[4/21/23 05:01AM] DEFAULT|2214,3735,0|Said: I gtot hit	
[4/21/23 05:01AM] DEFAULT|2214,3735,0|Said: Shit	
[4/21/23 05:02AM] Receiving item from trade with Staypufd Id: 15647, amount: 1	
[4/21/23 05:02AM] Receiving item from trade with Staypufd Id: 15646, amount: 1	
[4/21/23 05:02AM] DEFAULT|2216,3734,0|Said: Tyyy	
[4/21/23 05:05AM] Picked up gr.Item Coin, amount: 1778360	
[4/21/23 05:05AM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 05:34AM] Picked up gr.Item Coin, amount: 2423366	
[4/21/23 05:34AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 05:36AM] Picked up gr.Item Coin, amount: 4050798	
[4/21/23 05:36AM] Picked up gr.Item Lava bones, amount: 40	
[4/21/23 05:37AM] Picked up gr.Item Lava bones, amount: 300	
[4/21/23 05:37AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/21/23 05:47AM] Gave item in trade to Voki. Id: 15647, amount: 1	
[4/21/23 05:47AM] Receiving item from trade with Voki Id: 8808, amount: 1	
[4/21/23 06:04AM] Picked up gr.Item Coin, amount: 1545717	
[4/21/23 06:04AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 07:31AM] Receiving item from trade with Voki Id: 23145, amount: 1	
[4/21/23 07:31AM] Receiving item from trade with Voki Id: 12614, amount: 1	
[4/21/23 07:34AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 07:36AM] Picked up gr.Item Coin, amount: 4127050	
[4/21/23 07:36AM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 07:58AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 07:58AM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 08:00AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 08:00AM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 08:04AM] Picked up gr.Item Coin, amount: 1757921	
[4/21/23 08:04AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 08:29AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 08:29AM] Picked up gr.Item Coin, amount: 2322140	
[4/21/23 08:29AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 08:30AM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 08:30AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/21/23 08:30AM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 08:30AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/21/23 08:32AM] Picked up gr.Item Coin, amount: 8254162	
[4/21/23 08:32AM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 08:32AM] Picked up gr.Item Lava bones, amount: 600	
[4/21/23 08:32AM] Picked up gr.Item $1 Scroll, amount: 4	
[4/21/23 08:33AM] Picked up gr.Item Coin, amount: 1272273	
[4/21/23 08:33AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 08:34AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 08:34AM] Picked up gr.Item Vote scroll, amount: 6	
[4/21/23 08:35AM] Picked up gr.Item Coin, amount: 4425108	
[4/21/23 08:35AM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 08:38AM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 08:38AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/21/23 08:41AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/21/23 08:41AM] Picked up gr.Item Vote scroll, amount: 6	
[4/21/23 08:43AM] Gave item in trade to Voki. Id: 10946, amount: 53	
[4/21/23 08:43AM] Gave item in trade to Voki. Id: 23020, amount: 27	
[4/21/23 08:44AM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 08:44AM] Picked up gr.Item $1 Scroll, amount: 4	
[4/21/23 08:44AM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 09:04AM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 09:34AM] GLOBAL_BOSS|2139,5018,8|Said: Right click	
[4/21/23 09:34AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 09:35AM] Picked up gr.Item Coin, amount: 3774646	
[4/21/23 09:35AM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 09:37AM] Receiving item from trade with Voki Id: 8808, amount: 1	
[4/21/23 09:37AM] Receiving item from trade with Voki Id: 8807, amount: 1	
[4/21/23 09:38AM] Receiving item from trade with Voki Id: 17684, amount: 1	
[4/21/23 09:57AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 09:57AM] Picked up gr.Item Vote scroll, amount: 6	
[4/21/23 10:04AM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 02:04PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 02:33PM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 02:34PM] Picked up gr.Item Coin, amount: 3357215	
[4/21/23 02:34PM] Picked up gr.Item Lava bones, amount: 40	
[4/21/23 02:35PM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 02:35PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/21/23 02:35PM] Picked up gr.Item Lava bones, amount: 300	
[4/21/23 02:35PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/21/23 05:33PM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 05:34PM] Picked up gr.Item Lava bones, amount: 80	
[4/21/23 05:34PM] Picked up gr.Item Lava bones, amount: 600	
[4/21/23 05:34PM] Picked up gr.Item $1 Scroll, amount: 4	
[4/21/23 06:33PM] Receiving item from trade with Voki Id: 19485, amount: 1	
[4/21/23 06:33PM] Picked up gr.Item Coin, amount: 1745095	
[4/21/23 06:33PM] Picked up gr.Item Lava bones, amount: 25	
[4/21/23 06:34PM] Picked up gr.Item Lava bones, amount: 40	
[4/21/23 06:35PM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 06:35PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/21/23 06:36PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/21/23 06:37PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 06:37PM] Picked up gr.Item Vote scroll, amount: 6	
[4/21/23 06:39PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 06:39PM] Picked up gr.Item Vote scroll, amount: 6	
[4/22/23 04:24AM] Gave item in trade to Voki. Id: 10946, amount: 29	
[4/22/23 04:24AM] Gave item in trade to Voki. Id: 23020, amount: 18	
[4/22/23 04:34AM] Picked up gr.Item Lava bones, amount: 25	
[4/22/23 04:35AM] Picked up gr.Item Coin, amount: 2314596	
[4/22/23 04:35AM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 04:36AM] Picked up gr.Item Lava bones, amount: 100	
[4/22/23 04:36AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/22/23 07:04AM] Picked up gr.Item Coin, amount: 2062762	
[4/22/23 07:04AM] Picked up gr.Item Lava bones, amount: 25	
[4/22/23 07:21AM] Receiving item from trade with Voki Id: 16272, amount: 1	
[4/22/23 07:30AM] Receiving item from trade with Voki Id: 17686, amount: 1	
[4/22/23 07:30AM] Receiving item from trade with Voki Id: 15935, amount: 1	
[4/22/23 07:33AM] Player dropping item: Blurite Helm, amount: 1	
[4/22/23 07:33AM] Player dropping item: Starter Gloves, amount: 1	
[4/22/23 07:33AM] Player dropping item: Starter Boots, amount: 1	
[4/22/23 07:33AM] Player dropping item: Blurite Legs, amount: 1	
[4/22/23 07:33AM] Player dropping item: Blurite Body, amount: 1	
[4/22/23 07:34AM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 07:34AM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 07:37AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/22/23 07:37AM] Picked up gr.Item Vote scroll, amount: 6	
[4/22/23 07:39AM] Receiving item from trade with Voki Id: 15935, amount: 1	
[4/22/23 07:39AM] Player dropping item: Starter Cape, amount: 1	
[4/22/23 07:39AM] Player dropping item: Sanctum Golem Pet, amount: 1	
[4/22/23 07:39AM] Player dropping item: Starter Cannon, amount: 1	
[4/22/23 07:39AM] Player dropping item: Sanctum Golem Pet, amount: 1	
[4/22/23 08:00AM] Receiving item from trade with Voki Id: 16272, amount: 1	
[4/22/23 08:03AM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 08:34AM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 08:34AM] Picked up gr.Item Lava bones, amount: 200	
[4/22/23 08:34AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/22/23 08:35AM] Picked up gr.Item Lava bones, amount: 600	
[4/22/23 08:35AM] Picked up gr.Item $1 Scroll, amount: 4	
[4/22/23 08:38AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/22/23 08:38AM] Picked up gr.Item Vote scroll, amount: 6	
[4/22/23 08:41AM] Receiving item from trade with A Fatality Id: 19886, amount: 1	
[4/22/23 08:41AM] DEFAULT|2223,3750,0|Said: Tysm	
[4/22/23 10:36AM] Player dropping item: Solar Robe Bottom, amount: 1	
[4/22/23 10:36AM] Player dropping item: Solar Robe Bottom, amount: 1	
[4/22/23 10:36AM] Player dropping item: Solar Robe Top, amount: 1	
[4/22/23 10:36AM] Player dropping item: Sinful Boots, amount: 1	
[4/22/23 10:36AM] Player dropping item: Solar Staff, amount: 1	
[4/22/23 10:36AM] Player dropping item: Starter Amulet, amount: 1	
[4/22/23 10:41AM] Picked up gr.Item Lava bones, amount: 600	
[4/22/23 12:01PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/22/23 12:01PM] Picked up gr.Item Vote scroll, amount: 6	
[4/22/23 12:04PM] Gave item in trade to Voki. Id: 23020, amount: 42	
[4/22/23 12:04PM] Gave item in trade to Voki. Id: 10946, amount: 85	
[4/22/23 01:33PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/22/23 01:33PM] Picked up gr.Item Vote scroll, amount: 3	
[4/22/23 02:36PM] Player dropping item: Bronze pickaxe, amount: 1	
[4/22/23 03:35PM] Gave item in trade to Voki. Id: 10946, amount: 43	
[4/22/23 03:35PM] Gave item in trade to Voki. Id: 23020, amount: 15	
[4/22/23 04:55PM] (CC) Help. Said: Can someone kick voki	
[4/23/23 05:36AM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/23/23 07:04AM] (CC) Help. Said: Li::veigar	
[4/23/23 09:44AM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/23/23 09:54AM] Login. ip: 68.83.33.50, mac: 40HBV1220210626130145.000000-300, uuid: 34-17-EB-9C-AB-7A	
[4/23/23 10:55AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 10:55AM] Picked up gr.Item Vote scroll, amount: 3	
