[4/15/23 09:45AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 10:10AM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:11AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:11AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/15/23 10:12AM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:12AM] Picked up gr.Item Lava bones, amount: 9	
[4/15/23 10:13AM] Picked up gr.Item Lava bones, amount: 11	
[4/15/23 10:13AM] Picked up gr.Item Lava bones, amount: 7	
[4/15/23 10:14AM] Picked up gr.Item Lava bones, amount: 10	
[4/15/23 10:14AM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:15AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:17AM] DEFAULT|2222,3748,0|Said: ;;task	
[4/15/23 10:18AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/16/23 01:23PM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/16/23 01:24PM] (CC) Help. Said: Teles arent working for me?	
[4/16/23 01:24PM] (CC) Help. Said: Ahhh okay	
[4/16/23 01:26PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 01:26PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 01:26PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 01:26PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 01:26PM] Picked up gr.Item Coin, amount: 1200	
[4/16/23 01:27PM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 01:27PM] Picked up gr.Item Coin, amount: 4200	
[4/16/23 01:27PM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 01:28PM] Picked up gr.Item Coin, amount: 2400	
[4/16/23 01:28PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 01:29PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 01:29PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 01:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:29PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 01:31PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:31PM] Picked up gr.Item Coin, amount: 2400	
[4/16/23 01:31PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 01:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 01:32PM] Picked up gr.Item Coin, amount: 1200	
[4/16/23 01:32PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:33PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 01:33PM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 01:33PM] Picked up gr.Item Coin, amount: 2400	
[4/16/23 01:33PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 01:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:33PM] Picked up gr.Item Coin, amount: 1200	
[4/16/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:33PM] Picked up gr.Item Coin, amount: 600	
[4/16/23 01:34PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 01:34PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 01:34PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:35PM] Picked up gr.Item Coin, amount: 1400	
[4/16/23 01:35PM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 01:35PM] Picked up gr.Item Coin, amount: 2800	
[4/16/23 01:35PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 01:37PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:37PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:37PM] Picked up gr.Item Coin, amount: 2100	
[4/16/23 01:37PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 01:37PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:47PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 01:47PM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/16/23 01:48PM] Player dropping item: Vial, amount: 1	
[4/16/23 01:48PM] Player dropping item: Vial, amount: 1	
[4/16/23 01:49PM] Picked up gr.Item Coin, amount: 2800	
[4/16/23 01:50PM] Picked up gr.Item Coin, amount: 2100	
[4/16/23 01:50PM] Picked up gr.Item Coin, amount: 1400	
[4/16/23 01:50PM] Picked up gr.Item Coin, amount: 2800	
[4/16/23 01:51PM] Picked up gr.Item Coin, amount: 1400	
[4/16/23 01:51PM] Picked up gr.Item Coin, amount: 2100	
[4/16/23 01:51PM] Picked up gr.Item Coin, amount: 1400	
[4/16/23 01:51PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 700	
[4/16/23 01:52PM] Player dropping item: Lava bones, amount: 2	
[4/16/23 01:53PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 01:53PM] GLOBAL_BOSS|2142,5016,8|Said: Glgl	
[4/16/23 01:54PM] Picked up gr.Item Coin, amount: 1391485	
[4/16/23 01:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 01:54PM] Player dropping item: Lava bones, amount: 50	
[4/16/23 01:56PM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 3200	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 3200	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 1600	
[4/16/23 01:57PM] Picked up gr.Item Coin, amount: 800	
[4/16/23 01:58PM] VBOSS|2980,2777,0|Said: Nothing?	
[4/16/23 01:58PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 01:58PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/16/23 01:58PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 02:01PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 02:02PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 02:03PM] Picked up gr.Item Coin, amount: 800	
[4/16/23 02:03PM] Player dropping item: Lava bones, amount: 1	
[4/16/23 02:06PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 02:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:06PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 02:07PM] Player dropping item: Lava bones, amount: 1	
[4/16/23 02:09PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 02:09PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 02:09PM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 02:11PM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 02:11PM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 02:21PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:24PM] Picked up gr.Item Coin, amount: 2898762	
[4/16/23 02:24PM] Picked up gr.Item Lava bones, amount: 300	
[4/16/23 02:24PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 02:24PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 02:26PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 02:26PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 02:27PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 02:28PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:28PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:28PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:28PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:28PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:28PM] Player dropping item: Lava bones, amount: 2	
[4/16/23 02:29PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:29PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:30PM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:30PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:30PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:30PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:30PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 03:12PM] Player dropping item: Lava bones, amount: 6	
[4/16/23 03:13PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 03:13PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:14PM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 03:14PM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 03:15PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 03:15PM] Player dropping item: Lava bones, amount: 8	
[4/16/23 03:15PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:18PM] Picked up gr.Item Coin, amount: 9000	
[4/16/23 03:18PM] Picked up gr.Item Coin, amount: 9000	
[4/16/23 03:19PM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 03:19PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:19PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:19PM] Player dropping item: Lava bones, amount: 1	
[4/16/23 03:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:19PM] Player dropping item: Lava bones, amount: 2	
[4/16/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:20PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:20PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:20PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:20PM] Player dropping item: Lava bones, amount: 5	
[4/16/23 03:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:21PM] Player dropping item: Lava bones, amount: 2	
[4/16/23 03:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:21PM] Player dropping item: Lava bones, amount: 2	
[4/16/23 03:25PM] (CC) Help. Said: They should buff the health	
[4/16/23 03:26PM] (CC) Help. Said: I know its a new server so no complaining from me :p	
[4/16/23 03:26PM] (CC) Help. Said: To the hp yes	
[4/16/23 03:26PM] (CC) Help. Said: Dies way to quick	
[4/16/23 03:27PM] (CC) Help. Said: Fun server tho i do like it alot	
[4/16/23 03:27PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:27PM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 03:28PM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 03:28PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:29PM] GLOBAL_BOSS|2139,5018,4|Said: Lol nioooceee	
[4/16/23 03:30PM] GLOBAL_BOSS|2141,5018,4|Said: Glgl	
[4/16/23 03:30PM] Picked up gr.Item Lava bones, amount: 200	
[4/16/23 03:30PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 03:30PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 03:30PM] GLOBAL_BOSS|2141,5018,4|Said: Yeee	
[4/16/23 03:30PM] GLOBAL_BOSS|2141,5018,4|Said: Ty alex	
[4/16/23 03:30PM] GLOBAL_BOSS|2140,5016,4|Said: Sharpy on this server?	
[4/16/23 03:31PM] Picked up gr.Item Patience helm, amount: 1	
[4/16/23 03:31PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:33PM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 03:33PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:34PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 03:34PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:34PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 03:34PM] Picked up gr.Item Patience helm, amount: 1	
[4/16/23 03:34PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 03:34PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 03:35PM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 03:35PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:35PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:36PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:38PM] Picked up gr.Item Patience body, amount: 1	
[4/16/23 03:38PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:39PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 03:40PM] Picked up gr.Item Lava bones, amount: 12	
[4/16/23 03:40PM] Picked up gr.Item Lava bones, amount: 11	
[4/16/23 03:40PM] Picked up gr.Item Coin, amount: 9000	
[4/16/23 03:40PM] Picked up gr.Item Coin, amount: 9000	
[4/16/23 03:47PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:49PM] Picked up gr.Item Coin, amount: 600	
[4/16/23 03:49PM] Picked up gr.Item Coin, amount: 600	
[4/16/23 03:54PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 03:56PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 03:56PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 03:56PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:56PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:56PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:56PM] Player dropping item: Vial, amount: 1	
[4/16/23 04:05PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 04:21PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 04:24PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 04:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 04:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:45PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 04:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:45PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 04:45PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 04:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:47PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 04:47PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:49PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 04:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:50PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 04:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:54PM] Picked up gr.Item Coin, amount: 2413699	
[4/16/23 04:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 04:56PM] Player bought 23144 x 1 from Immortal's pos shop for 50000 Billions	
[4/16/23 04:59PM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/16/23 05:00PM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/16/23 05:02PM] VBOSS|2980,2773,0|Said: Lfggg	
[4/16/23 05:02PM] VBOSS|2980,2773,0|Said: Gll	
[4/16/23 05:03PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:03PM] Picked up gr.Item Vote scroll, amount: 6	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] VBOSS|2982,2775,0|Said: Lol ooopsire	
[4/16/23 05:04PM] (CC) Help. Said: Okay byeee	
[4/16/23 05:04PM] (CC) Help. Said: Im having fun and it is unique from other serves bud	
[4/16/23 05:05PM] (CC) Help. Said: Its underneath you mondo	
[4/16/23 05:05PM] Player sold 23020 x 8 to Zshana for 96000 Billions in their pos shop	
[4/16/23 05:06PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:06PM] Picked up gr.Item Vote scroll, amount: 6	
[4/16/23 05:06PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:07PM] Played claimed 96K Billions from pos	
[4/16/23 05:07PM] Player sold 23020 x 5 to Zshana for 60000 Billions in their pos shop	
[4/16/23 05:07PM] Player sold 23020 x 1 to Zshana for 12000 Billions in their pos shop	
[4/16/23 05:07PM] Played claimed 72K Billions from pos	
[4/16/23 05:09PM] Player bought 23124 x 1 from A Fatality's pos shop for 100000 Billions	
[4/16/23 05:12PM] Picked up gr.Item Zinq legs, amount: 1	
[4/16/23 05:12PM] Picked up gr.Item Zinq legs, amount: 1	
[4/16/23 05:12PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:15PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:16PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 05:17PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:21PM] (CC) Help. Said: Whats the order?	
[4/16/23 05:21PM] (CC) Help. Said: Ok ty	
[4/16/23 05:23PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:23PM] GLOBAL_BOSS|2142,5018,8|Said: Yerrrrrp	
[4/16/23 05:23PM] Picked up gr.Item Coin, amount: 1063815	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 80	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 200	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 05:25PM] GLOBAL_BOSS|2139,5018,0|Said: Glglgl	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 600	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 05:25PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:27PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:28PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:28PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:33PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:33PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:33PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:35PM] (CC) Help. Said: I just got my bong lol i dont like wraps like that	
[4/16/23 05:35PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:35PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:38PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:38PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:39PM] Picked up gr.Item Zinq shield, amount: 1	
[4/16/23 05:39PM] Picked up gr.Item Zinq shield, amount: 1	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 10	
[4/16/23 05:41PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:48PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:48PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:49PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:49PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:50PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:54PM] Picked up gr.Item Coin, amount: 1766299	
[4/16/23 05:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/19/23 10:34AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/19/23 10:35AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/19/23 10:36AM] (CC) Help. Said: Pos not wroking?	
[4/19/23 10:36AM] DEFAULT|2222,3747,0|Said: :pos	
[4/19/23 10:37AM] (CC) Help. Said: It says i either have to be home or 50 total and im at ::home	
[4/19/23 10:38AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/19/23 10:40AM] Picked up gr.Item Coin, amount: 2000	
[4/19/23 10:40AM] Picked up gr.Item Coin, amount: 2000	
[4/19/23 10:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 10:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 10:42AM] Picked up gr.Item Lava bones, amount: 5	
[4/19/23 10:43AM] Picked up gr.Item Lava bones, amount: 8	
[4/19/23 10:43AM] Picked up gr.Item Zinq legs, amount: 1	
[4/19/23 10:43AM] Picked up gr.Item Coin, amount: 2000	
