[4/20/23 01:52PM] Login. ip: 79.251.19.54, mac: 20230223005419.000000+060, uuid: B0-A7-B9-A7-95-20	
[4/25/23 06:30PM] Login. ip: 84.151.148.24, mac: 20230223005419.000000+060, uuid: B0-A7-B9-A7-95-20	
[4/25/23 06:32PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 06:36PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:36PM] Picked up gr.Item Coin, amount: 200	
[4/25/23 06:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:37PM] Picked up gr.Item Coin, amount: 400	
[4/25/23 06:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:37PM] Picked up gr.Item Coin, amount: 200	
[4/25/23 06:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:37PM] Player dropping item: Vial, amount: 1	
[4/25/23 06:38PM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/25/23 06:38PM] Picked up gr.Item Blurite Box, amount: 1	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:39PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 300	
[4/25/23 06:39PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:39PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:40PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 06:40PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/25/23 06:40PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 06:40PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:40PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:40PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 06:40PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:41PM] Picked up gr.Item Coin, amount: 300	
[4/25/23 06:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:43PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 06:43PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 06:43PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/25/23 06:43PM] Picked up gr.Item Coin, amount: 400	
[4/25/23 06:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:44PM] Picked up gr.Item Blurite Box, amount: 1	
[4/25/23 06:44PM] Picked up gr.Item Coin, amount: 1600	
[4/25/23 06:44PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:44PM] Picked up gr.Item Coin, amount: 400	
[4/25/23 06:44PM] Picked up gr.Item Coin, amount: 400	
[4/25/23 06:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:44PM] Picked up gr.Item Blurite Body, amount: 1	
[4/25/23 06:45PM] Picked up gr.Item Blurite Body, amount: 1	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 400	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:45PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 06:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:46PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 06:46PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:46PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 06:46PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:47PM] Picked up gr.Item Blurite Box, amount: 1	
[4/25/23 06:47PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:47PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:48PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 500	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:50PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:50PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:50PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:50PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:50PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:51PM] Picked up gr.Item Coin, amount: 500	
[4/25/23 06:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:52PM] Picked up gr.Item Imperial ring, amount: 1	
[4/25/23 06:52PM] Picked up gr.Item Imperial body, amount: 1	
[4/25/23 06:53PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:53PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:53PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:53PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:53PM] Picked up gr.Item Coin, amount: 2400	
[4/25/23 06:53PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 06:53PM] Picked up gr.Item Coin, amount: 2400	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 06:54PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:54PM] Picked up gr.Item Coin, amount: 3000	
[4/25/23 06:54PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:54PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:54PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 3000	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 2400	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:55PM] Picked up gr.Item Imperial legs, amount: 1	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:55PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:56PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:56PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:56PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 06:56PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:56PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 1200	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 06:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 06:57PM] Picked up gr.Item Coin, amount: 600	
[4/25/23 07:02PM] Picked up gr.Item Coin, amount: 2164361	
[4/25/23 07:02PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 07:04PM] Picked up gr.Item Imperial boots, amount: 1	
[4/25/23 07:04PM] Picked up gr.Item Imperial Box, amount: 1	
[4/25/23 07:04PM] Picked up gr.Item Imperial legs, amount: 1	
[4/25/23 07:04PM] Picked up gr.Item Coin, amount: 1400	
[4/25/23 07:05PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/25/23 07:06PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/25/23 07:06PM] Picked up gr.Item Imperial boots, amount: 1	
[4/25/23 07:07PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/25/23 07:08PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 07:09PM] Picked up gr.Item Imperial body, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 2400	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 1600	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 1600	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:10PM] Picked up gr.Item Imperial helm, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 2400	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 1600	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 07:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:10PM] Picked up gr.Item Coin, amount: 800	
[4/25/23 07:12PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:12PM] Picked up gr.Item Imperial Box, amount: 1	
[4/25/23 07:13PM] Picked up gr.Item Coin, amount: 5400	
[4/25/23 07:13PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 07:13PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:13PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:13PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:14PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:15PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:15PM] Picked up gr.Item Coin, amount: 3600	
[4/25/23 07:15PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:15PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 07:15PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:15PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:15PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 07:17PM] Player dropping item: Imperial Minigun, amount: 1	
[4/25/23 07:19PM] Picked up gr.Item Coin, amount: 3600	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:20PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 07:20PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:21PM] Picked up gr.Item Coin, amount: 9000	
[4/25/23 07:21PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:22PM] Picked up gr.Item Coin, amount: 7200	
[4/25/23 07:22PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 07:22PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 07:22PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:22PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 07:22PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:22PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:23PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:23PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:23PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:23PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:24PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:25PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:25PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:25PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:26PM] Player dropping item: Imperial Whip, amount: 1	
[4/25/23 07:26PM] Player dropping item: Imperial Whip, amount: 1	
[4/25/23 07:28PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:29PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:30PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:31PM] Picked up gr.Item Coin, amount: 3000	
[4/25/23 07:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 07:31PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:31PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 07:31PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 07:31PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:31PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:32PM] Picked up gr.Item Coin, amount: 2145066	
[4/25/23 07:32PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 07:34PM] Picked up gr.Item Coin, amount: 2843357	
[4/25/23 07:34PM] Picked up gr.Item Lava bones, amount: 40	
[4/25/23 07:35PM] Player dropping item: Vial, amount: 1	
[4/25/23 07:35PM] Picked up gr.Item Lava bones, amount: 100	
[4/25/23 07:35PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/25/23 07:36PM] Picked up gr.Item Lava bones, amount: 300	
[4/25/23 07:36PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/25/23 07:38PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 07:39PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 07:39PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:41PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 07:41PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 07:42PM] Picked up gr.Item Coin, amount: 9000	
[4/25/23 07:42PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:43PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:43PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 07:43PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:44PM] Picked up gr.Item Coin, amount: 11000	
[4/25/23 07:44PM] Picked up gr.Item Lava bones, amount: 11	
[4/25/23 07:45PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 07:45PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 07:46PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 07:46PM] Picked up gr.Item Revenant Boots, amount: 1	
[4/25/23 07:46PM] Picked up gr.Item Revenant Legs, amount: 1	
[4/25/23 07:46PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 07:47PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 07:47PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 07:47PM] Picked up gr.Item Coin, amount: 1000	
[4/25/23 07:48PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 07:48PM] Picked up gr.Item Coin, amount: 7000	
[4/25/23 07:49PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 07:49PM] Picked up gr.Item Lava bones, amount: 6	
