[4/16/23 01:53PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/16/23 01:55PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 02:22PM] Picked up gr.Item Coin, amount: 1600	
[4/16/23 02:23PM] Picked up gr.Item Coin, amount: 1870865	
[4/16/23 02:23PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 02:24PM] Picked up gr.Item Coin, amount: 3220874	
[4/16/23 02:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 02:26PM] Picked up gr.Item Lava bones, amount: 430	
[4/16/23 02:42PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 02:42PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:43PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:44PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:45PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:46PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:51PM] Picked up gr.Item Revenant Boots, amount: 1	
[4/16/23 02:51PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:51PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:52PM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:54PM] Picked up gr.Item Coin, amount: 1706433	
[4/16/23 02:54PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 02:55PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 02:56PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 02:56PM] Player dropping item: Starter Amulet, amount: 1	
[4/16/23 02:56PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 02:56PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:57PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 02:57PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 02:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:57PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 03:00PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:00PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 03:00PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 03:00PM] Picked up gr.Item Coin, amount: 2100	
[4/16/23 03:01PM] Picked up gr.Item Coin, amount: 4200	
[4/16/23 03:01PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:01PM] Picked up gr.Item Lava bones, amount: 11	
[4/16/23 03:01PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:01PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 03:03PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 03:03PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:03PM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 03:03PM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 03:05PM] Picked up gr.Item Coin, amount: 600	
[4/16/23 03:05PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:06PM] Picked up gr.Item Revenant Helm, amount: 1	
[4/16/23 03:09PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 03:09PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 03:10PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 03:10PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:13PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:14PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 03:14PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 03:14PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 03:15PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:15PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 03:16PM] Receiving item from trade with Lilmane Id: 23052, amount: 1	
[4/16/23 03:16PM] Receiving item from trade with Lilmane Id: 21066, amount: 1	
[4/16/23 03:17PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:17PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 03:18PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:19PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:19PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:21PM] Player bought 14911 x 1 from Jroc's pos shop for 5000 Billions	
[4/16/23 03:22PM] Receiving item from trade with Lilmane Id: 23054, amount: 1	
[4/16/23 03:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:23PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 03:23PM] Picked up gr.Item Coin, amount: 1502087	
[4/16/23 03:23PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 03:24PM] Picked up gr.Item Coin, amount: 3892921	
[4/16/23 03:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 03:25PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:28PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:28PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:29PM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 03:30PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:31PM] Picked up gr.Item Coin, amount: 2400	
[4/16/23 03:31PM] DEFAULT|2178,3742,0|Said: Manu	
[4/16/23 03:33PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:33PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:33PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:35PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:36PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 03:36PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 03:37PM] Has just redeemed a $10 Bond successfully!	
[4/16/23 03:37PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/16/23 03:39PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:39PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:39PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:40PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:43PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:44PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 03:44PM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/16/23 03:44PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 03:44PM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/16/23 03:44PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 03:45PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:46PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:47PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 03:47PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 03:49PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:54PM] Picked up gr.Item Coin, amount: 1578682	
[4/16/23 03:54PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 03:56PM] Picked up gr.Item Coin, amount: 36000	
[4/16/23 03:58PM] Player dropping item: Vial, amount: 1	
[4/16/23 03:58PM] Picked up gr.Item Coin, amount: 36000	
[4/16/23 04:01PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 04:02PM] Picked up gr.Item Coin, amount: 24000	
[4/16/23 04:11PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 04:14PM] Picked up gr.Item Revenant Wings, amount: 1	
[4/16/23 04:14PM] Picked up gr.Item Revenant Wings, amount: 1	
[4/16/23 04:15PM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 04:15PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 04:15PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 04:19PM] Picked up gr.Item Coin, amount: 36000	
[4/16/23 04:21PM] Picked up gr.Item Coin, amount: 36000	
[4/16/23 04:21PM] Player dropping item: Vial, amount: 1	
[4/16/23 04:22PM] ZONES4|1643,5602,28|Said:                                                                                 	
[4/16/23 04:24PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 04:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 04:29PM] Player bought 8816 x 1 from Supernum's pos shop for 12000 Billions	
[4/16/23 04:29PM] Player bought 8819 x 1 from Supernum's pos shop for 12000 Billions	
[4/16/23 04:32PM] Picked up gr.Item Coin, amount: 24000	
[4/16/23 04:32PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 04:36PM] Picked up gr.Item Coin, amount: 36000	
[4/16/23 04:36PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 04:36PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 04:37PM] Picked up gr.Item Coin, amount: 24000	
[4/16/23 04:37PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 04:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:38PM] Tricycle received x1 Doom Body from Doomwatcher!	
[4/16/23 04:38PM] Picked up gr.Item Doom Body, amount: 1	
[4/16/23 04:40PM] Player bought 15933 x 1 from Light's pos shop for 22000 Billions	
[4/16/23 04:40PM] Player dropping item: Vial, amount: 1	
[4/16/23 04:40PM] Player dropping item: Vial, amount: 1	
[4/16/23 04:42PM] Tricycle received x1 Unknown Boots from Miscreation!	
[4/16/23 04:42PM] Picked up gr.Item Unknown Boots, amount: 1	
[4/16/23 04:42PM] Picked up gr.Item Unknown Boots, amount: 1	
[4/16/23 04:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:51PM] Picked up gr.Item Coin, amount: 14000	
[4/16/23 04:51PM] Picked up gr.Item Coin, amount: 14000	
[4/16/23 04:52PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 04:52PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 04:53PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 04:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 04:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:55PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 04:55PM] Picked up gr.Item Lava bones, amount: 14	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 04:58PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 04:58PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 04:58PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 04:58PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:03PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 05:03PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:06PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:06PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 05:07PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:11PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 05:11PM] Picked up gr.Item Coin, amount: 14000	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:18PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:18PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:18PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:19PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 12	
[4/16/23 05:19PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 22	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:19PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:19PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:21PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:21PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 10	
[4/16/23 05:22PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:22PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:22PM] Picked up gr.Item Lava bones, amount: 21	
[4/16/23 05:22PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:22PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:23PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 05:24PM] Picked up gr.Item Coin, amount: 3262621	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 80	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 600	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 05:31PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/16/23 05:31PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/16/23 05:33PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 05:33PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:34PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 05:34PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:34PM] Picked up gr.Item Lava bones, amount: 17	
[4/16/23 05:35PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:35PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:35PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:35PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:35PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:35PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:36PM] Picked up gr.Item Lava bones, amount: 17	
[4/16/23 05:36PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:36PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:36PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:36PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:36PM] Picked up gr.Item Lava bones, amount: 17	
[4/16/23 05:37PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:37PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:37PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:37PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:38PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:39PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:39PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 10	
[4/16/23 05:39PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 17	
[4/16/23 05:39PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:44PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:44PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:44PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:44PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 05:45PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 05:45PM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 05:51PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:52PM] Picked up gr.Item Coin, amount: 14000	
[4/16/23 05:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 05:56PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:56PM] Picked up gr.Item Lava bones, amount: 18	
[4/16/23 05:56PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 05:56PM] Picked up gr.Item Lava bones, amount: 18	
[4/16/23 05:56PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:56PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:56PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:57PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:57PM] Picked up gr.Item Lava bones, amount: 15	
[4/16/23 05:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:57PM] Picked up gr.Item Coin, amount: 10000	
[4/16/23 05:58PM] Player dropping item: Starter Defender, amount: 1	
[4/16/23 05:58PM] Picked up gr.Item Starter Defender, amount: 1	
[4/16/23 05:59PM] Player dropping item: Starter Defender, amount: 1	
[4/16/23 05:59PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 05:59PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:59PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 06:00PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 06:00PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 06:00PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 06:00PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 06:00PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 06:01PM] Picked up gr.Item Coin, amount: 10000	
[4/16/23 06:01PM] Picked up gr.Item Coin, amount: 10000	
[4/16/23 06:02PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 07:18PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/16/23 07:19PM] Player dropping item: Vial, amount: 1	
[4/16/23 07:26PM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 03:27AM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 03:28AM] DEFAULT|2210,3764,0|Said: :reward 1	
[4/17/23 03:33AM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 03:34AM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 03:43AM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 03:44AM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 03:46AM] Player dropping item: Vial, amount: 1	
[4/17/23 08:28AM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 01:43PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 01:50PM] Player dropping item: Vial, amount: 1	
[4/17/23 01:51PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
[4/17/23 01:51PM] Login. ip: 206.172.252.145, mac: To be filled by O.E.M.20211104193737.000000-300, uuid: EA-4E-06-A5-F1-8B	
