[4/21/23 08:36AM] Login. ip: 147.235.217.217, mac: 2N9SBG220200907234230.000000+120, uuid: 58-FB-84-27-46-16	
[4/21/23 08:38AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 09:45AM] Player dropping item: Starter Body, amount: 1	
[4/21/23 09:57AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 09:57AM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 10:04AM] Picked up gr.Item Coin, amount: 2219352	
[4/21/23 10:04AM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 10:10AM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 10:12AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:13AM] Picked up gr.Item Coin, amount: 6000	
[4/21/23 10:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 10:15AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 10:17AM] Picked up gr.Item Zinq body, amount: 1	
[4/21/23 10:17AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 10:17AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 10:18AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:18AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:20AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:20AM] Picked up gr.Item Lava bones, amount: 8	
[4/21/23 10:22AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 10:25AM] Picked up gr.Item Zinq helm, amount: 1	
[4/21/23 10:25AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:27AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:28AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:28AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:33AM] Picked up gr.Item Coin, amount: 1184982	
[4/21/23 10:34AM] Picked up gr.Item Coin, amount: 3180009	
[4/21/23 10:34AM] Picked up gr.Item Lava bones, amount: 40	
[4/21/23 10:35AM] Picked up gr.Item Lava bones, amount: 100	
[4/21/23 10:35AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/21/23 10:40AM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 10:40AM] Picked up gr.Item Coin, amount: 2000	
[4/21/23 10:40AM] Picked up gr.Item Coin, amount: 4000	
[4/21/23 10:42AM] Player dropping item: Starter Defender, amount: 1	
[4/21/23 10:42AM] Player dropping item: Starter Staff, amount: 1	
[4/21/23 11:36AM] Gave item in trade to Bright. Id: 10946, amount: 9	
[4/21/23 11:36AM] Gave item in trade to Bright. Id: 23020, amount: 3	
[4/21/23 11:59AM] Player dropping item: Imperial Minigun, amount: 1	
[4/21/23 11:59AM] Player dropping item: Imperial Minigun, amount: 1	
[4/21/23 11:59AM] Player dropping item: Imperial Staff, amount: 1	
[4/21/23 12:05PM] GLOBAL_BOSS|2139,5018,8|Said: :vboss	
[4/21/23 12:09PM] Gave item in trade to Bright. Id: 23020, amount: 9	
[4/21/23 12:09PM] Gave item in trade to Bright. Id: 10946, amount: 20	
[4/21/23 12:09PM] Gave item in trade to Bright. Id: 15358, amount: 1	
[4/21/23 01:15PM] Gave item in trade to Bright. Id: 10946, amount: 20	
[4/21/23 01:15PM] Gave item in trade to Bright. Id: 23020, amount: 12	
[4/21/23 01:26PM] Login. ip: 147.235.217.217, mac: 2N9SBG220200907234230.000000+120, uuid: 58-FB-84-27-46-16	
[4/21/23 02:06PM] Login. ip: 147.235.217.217, mac: 2N9SBG220200907234230.000000+120, uuid: 58-FB-84-27-46-16	
[4/21/23 03:09PM] Gave item in trade to Bright. Id: 10946, amount: 16	
[4/21/23 03:09PM] Gave item in trade to Bright. Id: 23020, amount: 6	
[4/21/23 03:09PM] Receiving item from trade with Bright Id: 23066, amount: 1	
[4/22/23 01:42AM] Login. ip: 147.235.217.217, mac: 2N9SBG220200907234230.000000+120, uuid: 58-FB-84-27-46-16	
[4/22/23 03:05AM] Gave item in trade to Bright. Id: 10946, amount: 13	
[4/22/23 03:05AM] Gave item in trade to Bright. Id: 23020, amount: 12	
[4/22/23 03:05AM] Gave item in trade to Bright. Id: 10835, amount: 11763	
[4/22/23 03:05AM] Receiving item from trade with Bright Id: 8274, amount: 1	
[4/22/23 08:38AM] Gave item in trade to Bright. Id: 10946, amount: 19	
[4/22/23 08:38AM] Gave item in trade to Bright. Id: 23020, amount: 6	
[4/22/23 08:38AM] Receiving item from trade with Bright Id: 21024, amount: 1	
[4/22/23 10:02AM] Gave item in trade to Bright. Id: 23020, amount: 6	
[4/22/23 10:02AM] Gave item in trade to Bright. Id: 10946, amount: 5	
[4/22/23 10:41AM] Gave item in trade to Bright. Id: 10946, amount: 5	
[4/22/23 10:41AM] Gave item in trade to Bright. Id: 995, amount: 100741584	
[4/22/23 10:41AM] Gave item in trade to Bright. Id: 3578, amount: 1	
[4/22/23 10:43AM] Receiving item from trade with Bright Id: 15646, amount: 1	
