[4/16/23 12:49PM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/16/23 12:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/16/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/16/23 01:23PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 01:24PM] Picked up gr.Item Coin, amount: 2169935	
[4/16/23 01:24PM] Picked up gr.Item Lava bones, amount: 80	
[4/16/23 01:25PM] Picked up gr.Item Lava bones, amount: 200	
[4/16/23 01:25PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 01:29PM] CUSTOMINI|2570,2570,16|Said: Yoo	
[4/16/23 01:29PM] CUSTOMINI|2576,2576,16|Said: Ooo	
[4/16/23 01:29PM] Receiving item from trade with Like My Peep Id: 8136, amount: 1	
[4/16/23 01:29PM] CUSTOMINI|2576,2576,16|Said: Thanks my guy!	
[4/16/23 01:29PM] CUSTOMINI|2576,2576,16|Said: Does the blue around it mean anything	
[4/16/23 01:29PM] CUSTOMINI|2576,2576,16|Said: First time seeing that	
[4/16/23 01:30PM] CUSTOMINI|2576,2576,16|Said: Double xp	
[4/16/23 01:30PM] CUSTOMINI|2576,2576,16|Said: Handy for my prayer grind lol	
[4/16/23 01:30PM] CUSTOMINI|2576,2576,16|Said: Lets goo	
[4/16/23 01:30PM] CUSTOMINI|2576,2576,16|Said: Well gl man and thanks again	
[4/16/23 01:41PM] Picked up gr.Item Imperial legs, amount: 1	
[4/16/23 01:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:48PM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 01:52PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 01:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 01:55PM] Picked up gr.Item Revenant Body, amount: 1	
[4/16/23 01:55PM] Picked up gr.Item Revenant Body, amount: 1	
[4/16/23 01:58PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/16/23 01:58PM] Picked up gr.Item Vote scroll, amount: 6	
[4/16/23 01:58PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 18001, amount: 1	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 19986, amount: 1	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 20086, amount: 1	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 20091, amount: 1	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 17999, amount: 1	
[4/16/23 01:59PM] Gave item in trade to Tricycle. Id: 19989, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 02:02PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 02:06PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:06PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 02:08PM] Picked up gr.Item Zinq legs, amount: 1	
[4/16/23 02:08PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:08PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:09PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 02:09PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 02:09PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 02:09PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 02:09PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 02:09PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 02:10PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 02:10PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 02:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:11PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 02:12PM] Gave item in trade to Tricycle. Id: 23055, amount: 1	
[4/16/23 02:12PM] Gave item in trade to Tricycle. Id: 23050, amount: 1	
[4/16/23 02:31PM] Player bought 8819 x 1 from Jroc's pos shop for 5000 Billions	
[4/16/23 03:13PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:14PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:14PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 03:14PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 03:15PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 03:16PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 03:16PM] Gave item in trade to Tricycle. Id: 23052, amount: 1	
[4/16/23 03:16PM] Gave item in trade to Tricycle. Id: 21066, amount: 1	
[4/16/23 03:17PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 03:18PM] Picked up gr.Item Zinq boots, amount: 1	
[4/16/23 03:19PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:19PM] Picked up gr.Item Coin, amount: 14000	
[4/16/23 03:20PM] Picked up gr.Item Lava bones, amount: 10	
[4/16/23 03:20PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:22PM] Gave item in trade to Tricycle. Id: 23054, amount: 1	
[4/16/23 03:23PM] Picked up gr.Item Coin, amount: 8000	
[4/16/23 03:23PM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:23PM] Picked up gr.Item Coin, amount: 1282064	
[4/16/23 03:23PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 03:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 03:24PM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 03:24PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 03:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:36PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 03:36PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:36PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:36PM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:38PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:38PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 03:38PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 03:38PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 03:41PM] Picked up gr.Item Lava bones, amount: 11	
[4/16/23 03:41PM] Picked up gr.Item Inferno Boots, amount: 1	
[4/16/23 03:41PM] Picked up gr.Item Inferno Boots, amount: 1	
[4/16/23 03:41PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 03:42PM] Picked up gr.Item Inferno Blade, amount: 1	
[4/16/23 03:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:43PM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 03:43PM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 03:45PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 04:51PM] Picked up gr.Item Coin, amount: 11000	
[4/16/23 04:51PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 04:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:52PM] Picked up gr.Item Lava bones, amount: 14	
[4/16/23 04:54PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 05:00PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 05:03PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:03PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 05:03PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:06PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:06PM] Picked up gr.Item Vote scroll, amount: 6	
[4/16/23 05:07PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:07PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 05:07PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 05:07PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 05:17PM] Picked up gr.Item Sacred Boots, amount: 1	
[4/16/23 05:17PM] Picked up gr.Item Sacred Boots, amount: 1	
[4/16/23 05:22PM] Player bought 23028 x 1 from Edvinas's pos shop for 1000 Billions	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 05:24PM] Picked up gr.Item Coin, amount: 2389107	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 4	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 600	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:30PM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 05:30PM] ZONES4|1635,5614,32|Said: Its aight lol	
[4/16/23 05:33PM] Picked up gr.Item Coin, amount: 13000	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:40PM] Player dropping item: Starter Ring, amount: 1	
[4/16/23 05:44PM] Lilmane received x1 Doom Aura from Doomwatcher!	
[4/16/23 05:44PM] Picked up gr.Item Doom Aura, amount: 1	
[4/16/23 05:44PM] Picked up gr.Item Coin, amount: 12000	
[4/16/23 05:48PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:49PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:49PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:49PM] Picked up gr.Item Zinq boots, amount: 1	
[4/16/23 05:49PM] Picked up gr.Item Zinq boots, amount: 1	
[4/16/23 05:50PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:50PM] Picked up gr.Item Zinq shield, amount: 1	
[4/16/23 05:50PM] Picked up gr.Item Zinq body, amount: 1	
[4/16/23 05:51PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 08:02PM] Player bought 23145 x 1 from Jroc's pos shop for 12000 Billions	
[4/20/23 08:43PM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 08:39AM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 08:40AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:16AM] DEFAULT|2223,3758,0|Said: Cant redeem my votes rn 	
[4/23/23 09:17AM] Gave item in trade to Xtc. Id: 10835, amount: 74308	
[4/23/23 09:17AM] Receiving item from trade with Xtc Id: 15006, amount: 1	
[4/23/23 09:17AM] Receiving item from trade with Xtc Id: 18602, amount: 1	
[4/23/23 09:17AM] DEFAULT|2223,3758,0|Said: Sucks	
[4/23/23 09:17AM] DEFAULT|2223,3758,0|Said: But hanks g	
[4/23/23 09:27AM] (CC) Help. Said:  we're owed another 1 died to fast :p	
[4/23/23 09:30AM] Lilmane received x1 Titan Body from Avatar Titan!	
[4/23/23 09:30AM] Player dropping item: Vial, amount: 1	
[4/23/23 09:31AM] Player dropping item: Vial, amount: 1	
[4/23/23 09:31AM] Picked up gr.Item Nagi Gloves, amount: 1	
[4/23/23 09:33AM] Lilmane received x1 Maze Legs from Maze Guardian!	
[4/23/23 09:50AM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 09:55AM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 09:56AM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 11:43AM] Player dropping item: Vial, amount: 1	
[4/23/23 11:44AM] Player dropping item: Vial, amount: 1	
[4/23/23 11:45AM] VBOSS|2980,2779,0|Said: Wow lol	
[4/23/23 11:46AM] VBOSS|2982,2773,0|Said: Bro	
[4/23/23 11:48AM] Player dropping item: Vial, amount: 1	
[4/23/23 11:51AM] Player dropping item: Super restore (3), amount: 1	
[4/23/23 11:51AM] Player dropping item: Super restore (4), amount: 1	
[4/23/23 11:51AM] Player dropping item: Super restore (4), amount: 1	
[4/23/23 12:00PM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 12:15PM] (CC) Help. Said:  pc 1$ scroll and votes	
[4/23/23 12:27PM] Player dropping item: Super restore (1), amount: 1	
[4/23/23 12:31PM] Login. ip: 209.15.186.253, mac: 20201105181604.000000-300, uuid: E8-40-F2-AB-D1-F6	
[4/23/23 12:32PM] Player dropping item: Super restore (1), amount: 1	
[4/23/23 12:32PM] Player dropping item: Super restore (3), amount: 1	
[4/23/23 06:02PM] TRAININZONEMULTI|2514,2536,84|Said:  ::veigar	
[4/23/23 06:25PM] (CC) Help. Said:  cheapest 1$ scroll , votes and double dr scroll my pos	
[4/23/23 06:36PM] GLOBAL_BOSS|2139,5018,0|Said: You see right through him but only alex can see inside his ass	
[4/23/23 06:43PM] Player sold 23020 x 1 to Weed for 80000 Billions in their pos shop	
[4/23/23 06:53PM] Player sold 10946 x 10 to Suh for 1100000 Billions in their pos shop	
[4/23/23 06:53PM] Player sold 10946 x 10 to Suh for 1100000 Billions in their pos shop	
[4/23/23 06:53PM] Player sold 10946 x 5 to Suh for 550000 Billions in their pos shop	
[4/23/23 07:16PM] Player sold 15358 x 2 to Jroc for 350000 Billions in their pos shop	
[4/23/23 07:26PM] Player sold 23020 x 1 to Ashwsonov for 80000 Billions in their pos shop	
[4/23/23 07:26PM] Player sold 23020 x 1 to Ashwsonov for 80000 Billions in their pos shop	
[4/23/23 07:26PM] Player sold 23020 x 1 to Ashwsonov for 80000 Billions in their pos shop	
[4/23/23 07:37PM] Player sold 23020 x 1 to 3 for 80000 Billions in their pos shop	
[4/23/23 07:41PM] Player sold 23020 x 10 to Railtech for 800000 Billions in their pos shop	
[4/23/23 08:22PM] Player sold 15355 x 1 to Bulba for 300000 Billions in their pos shop	
