[4/15/23 08:19AM] Login. ip: 76.167.71.164, mac: K2008N010645620230218172707.000000-480, uuid: 36-2E-B7-FD-D3-60	
[4/15/23 08:20AM] DEFAULT|2219,3747,0|Said: Sup man	
[4/15/23 08:22AM] DEFAULT|2223,3748,0|Said: Shit sorry	
[4/15/23 08:24AM] DEFAULT|2223,3748,0|Said: Me	
[4/15/23 08:25AM] DEFAULT|2224,3746,0|Said: Hey i never got anything lol	
[4/15/23 08:27AM] Receiving item from trade with Walkchaos Id: 10029, amount: 1	
[4/15/23 08:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:32AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:32AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:32AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:36AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 08:36AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 08:36AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:37AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 08:38AM] Picked up gr.Item EXP Potion (Divine), amount: 1	
[4/15/23 08:38AM] Picked up gr.Item Progressive Box [T1], amount: 1	
[4/15/23 08:38AM] Picked up gr.Item DMG Potion (Mortal), amount: 1	
[4/15/23 08:38AM] Picked up gr.Item DR Potion (Godly), amount: 1	
[4/15/23 08:43AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 08:43AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/15/23 08:43AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/15/23 08:44AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 08:44AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 08:47AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 08:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 08:49AM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 08:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 700	
[4/15/23 08:57AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 08:58AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 08:58AM] Picked up gr.Item Imperial boots, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:11AM] Picked up gr.Item Imperial body, amount: 1	
[4/15/23 09:11AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 09:15AM] Picked up gr.Item Coin, amount: 2700	
[4/15/23 09:16AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 09:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:17AM] Picked up gr.Item Imperial Box, amount: 1	
[4/15/23 09:19AM] Picked up gr.Item Imperial body, amount: 1	
[4/15/23 09:28AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 09:29AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 09:32AM] TRAINING_ROCK_CRAB|2712,4751,32|Said: Damn u op	
[4/15/23 09:32AM] TRAINING_ROCK_CRAB|2712,4751,32|Said: Lol	
[4/15/23 09:45AM] Picked up gr.Item Revenant Legs, amount: 1	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 6000	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 2000	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 2000	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:50AM] Picked up gr.Item Coin, amount: 6000	
[4/15/23 09:51AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:52AM] Has just redeemed a Donator rank ticket successfully!	
[4/18/23 07:50PM] Login. ip: 76.167.71.164, mac: K2008N010645620230218172707.000000-480, uuid: 36-2E-B7-FD-D3-60	
[4/21/23 12:17PM] Login. ip: 76.167.71.164, mac: K2008N010645620230218172707.000000-480, uuid: 36-2E-B7-FD-D3-60	
[4/21/23 12:17PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 12:17PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 12:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:17PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 12:17PM] Picked up gr.Item Coin, amount: 3000	
[4/21/23 12:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 12:18PM] Picked up gr.Item Coin, amount: 1500	
[4/21/23 12:43PM] Player bought 15647 x 1 from Raynes 911's pos shop for 15000 Billions	
[4/21/23 12:46PM] DEFAULT|2213,3761,0|Said: Whaa	
[4/21/23 12:46PM] Receiving item from trade with Raynes 911 Id: 15645, amount: 1	
[4/21/23 12:46PM] DEFAULT|2213,3761,0|Said: Ty	
