[4/15/23 06:33AM] Login. ip: 94.192.151.93, mac: Default string20200829164453.000000+000, uuid: 1C-61-B4-36-DD-BB	
[4/15/23 06:35AM] (CC) Help. Said: Yo	
[4/15/23 06:35AM] Player dropping item: Starter Helm, amount: 1	
[4/15/23 06:58AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/15/23 06:58AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 06:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 06:59AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 06:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:00AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:01AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:01AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:02AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:02AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:03AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:03AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:04AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:04AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:05AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:06AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Player dropping item: Blurite Box, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Blurite Box, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:12AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:12AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:13AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:20AM] PROGRESSION_ZONES|3036,10272,12|Said: :p	
[4/15/23 07:20AM] Login. ip: 94.192.151.93, mac: Default string20200829164453.000000+000, uuid: 1C-61-B4-36-DD-BB	
[4/15/23 07:20AM] PROGRESSION_ZONES|3036,10272,12|Said: O;	
[4/15/23 07:25AM] Player dropping item: PvM Casket, amount: 3	
[4/15/23 07:25AM] Picked up gr.Item PvM Casket, amount: 3	
[4/15/23 07:32AM] (CC) Help. Said: It's not even that weird ;)	
[4/15/23 07:36AM] Player dropping item: PvM Casket, amount: 1	
[4/15/23 07:36AM] Picked up gr.Item PvM Casket, amount: 1	
[4/15/23 07:40AM] Player dropping item: Imperial helm, amount: 1	
[4/15/23 07:41AM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 07:49AM] Player dropping item: Imperial Box, amount: 1	
[4/15/23 07:49AM] Picked up gr.Item Imperial Box, amount: 1	
[4/15/23 07:52AM] Player dropping item: Revenant Helm, amount: 1	
[4/15/23 07:52AM] Picked up gr.Item PvM Casket, amount: 1	
[4/15/23 07:57AM] Player dropping item: Imperial Whip, amount: 1	
[4/15/23 07:57AM] Picked up gr.Item Imperial Whip, amount: 1	
[4/15/23 07:59AM] GLOBAL_BOSS|2139,5018,8|Said: Jesus	
[4/15/23 08:01AM] Has just redeemed a Donator rank ticket successfully!	
[4/15/23 08:53AM] Login. ip: 94.192.151.93, mac: Default string20200829164453.000000+000, uuid: 1C-61-B4-36-DD-BB	
