[4/20/23 05:57PM] Login. ip: 98.97.20.131, mac: 5CD9342KJN20230126164727.000000-300, uuid: DC-71-96-30-EC-19	
[4/20/23 05:59PM] Receiving item from trade with Nadez Id: 22135, amount: 1	
[4/20/23 06:18PM] Player dropping item: Imperial helm, amount: 1	
[4/20/23 06:18PM] Player dropping item: Imperial helm, amount: 1	
[4/20/23 06:18PM] Player dropping item: Imperial boots, amount: 1	
[4/20/23 06:19PM] Player dropping item: Imperial body, amount: 1	
[4/20/23 06:19PM] Player dropping item: Revenant Body, amount: 1	
[4/20/23 06:19PM] Player dropping item: Imperial helm, amount: 1	
[4/20/23 06:19PM] Player dropping item: Imperial boots, amount: 1	
[4/20/23 06:19PM] Player dropping item: Imperial legs, amount: 1	
[4/20/23 06:19PM] Player dropping item: Revenant whip, amount: 1	
[4/20/23 06:19PM] Player dropping item: Revenant Helm, amount: 1	
[4/20/23 06:19PM] Player dropping item: Revenant whip, amount: 1	
[4/20/23 06:19PM] Player dropping item: Blurite Legs, amount: 1	
[4/20/23 06:19PM] Player dropping item: Blurite Cape, amount: 1	
[4/20/23 06:19PM] Player dropping item: Revenant whip, amount: 1	
[4/20/23 06:20PM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 06:20PM] Player dropping item: Mystic body, amount: 1	
[4/20/23 06:20PM] Player dropping item: Mystic legs, amount: 1	
[4/20/23 06:21PM] Player dropping item: Starter Defender, amount: 1	
[4/20/23 06:21PM] Player dropping item: Mystic boots, amount: 1	
[4/20/23 06:21PM] Player dropping item: Revenant Legs, amount: 1	
[4/20/23 06:22PM] Player dropping item: Nightmare body, amount: 1	
[4/20/23 06:22PM] Player dropping item: Nightmare hammers, amount: 1	
[4/20/23 06:22PM] Player dropping item: Revenant Helm, amount: 1	
[4/20/23 06:26PM] Receiving item from trade with Nadez Id: 995, amount: 106290206	
[4/20/23 06:26PM] Picked up gr.Item Coin, amount: 2000	
[4/20/23 06:27PM] Picked up gr.Item Coin, amount: 6000	
[4/20/23 06:29PM] Player dropping item: Revenant Boots, amount: 1	
[4/20/23 06:32PM] Picked up gr.Item Coin, amount: 2000	
[4/20/23 06:33PM] Player dropping item: Zinq sword, amount: 1	
[4/20/23 06:33PM] Player dropping item: Zinq boots, amount: 1	
[4/20/23 06:33PM] Player dropping item: Zinq sword, amount: 1	
[4/20/23 06:33PM] Player dropping item: Zinq helm, amount: 1	
[4/20/23 06:33PM] Player dropping item: Zinq legs, amount: 1	
[4/20/23 06:35PM] Receiving item from trade with Nadez Id: 995, amount: 125903520	
[4/20/23 06:38PM] Picked up gr.Item Coin, amount: 4000	
[4/20/23 06:42PM] Gave item in trade to Nadez. Id: 10946, amount: 5	
[4/20/23 06:42PM] Gave item in trade to Nadez. Id: 23020, amount: 3	
[4/20/23 06:43PM] Gave item in trade to Nadez. Id: 23028, amount: 1	
[4/20/23 06:43PM] Gave item in trade to Nadez. Id: 23023, amount: 1	
[4/20/23 06:47PM] Player dropping item: Aberrant Amulet, amount: 1	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 22135, amount: 1	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 15359, amount: 1	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 15358, amount: 1	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 10835, amount: 47910	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 995, amount: 80	
[4/20/23 06:48PM] Gave item in trade to Nadez. Id: 3472, amount: 1	
