[4/17/23 05:03PM] Login. ip: 73.245.201.21, mac: Default string20220801200046.000000-300, uuid: 56-14-F3-F5-14-41	
[4/17/23 05:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:13PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:13PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:15PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:15PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:16PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 05:16PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:16PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:17PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:17PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/17/23 05:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:18PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:19PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:19PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:19PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:20PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:20PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:20PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:21PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:21PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:22PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:22PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 05:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:24PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:24PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:24PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:25PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:25PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:25PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:27PM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:27PM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 05:27PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:28PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:28PM] Picked up gr.Item Coin, amount: 1200	
[4/17/23 05:28PM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 05:28PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:28PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:28PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:29PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:30PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:31PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:31PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 05:31PM] Picked up gr.Item Lava bones, amount: 1	
