[4/15/23 12:44AM] Login. ip: 151.210.244.99, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 12:44AM] PROGRESSION_ZONES|3037,10280,0|Said: Yoo	
[4/15/23 12:45AM] Has just redeemed a $10 Bond successfully!	
[4/15/23 12:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:52AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:53AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:53AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:53AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:53AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:54AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 12:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:54AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:54AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:54AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:54AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:54AM] (CC) Help. Said: What's good fam	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:55AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:55AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:55AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:55AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:55AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:56AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:56AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:57AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 12:57AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 12:57AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:58AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 12:58AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 12:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:58AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 12:58AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 12:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:58AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 12:59AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 12:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 12:59AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 01:00AM] VBOSS|2980,2773,0|Said: L00l	
[4/15/23 01:01AM] VBOSS|2980,2773,0|Said: Same	
[4/15/23 01:02AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:02AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:03AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/15/23 01:03AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:03AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:04AM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 01:04AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 01:04AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:04AM] Picked up gr.Item Lava bones, amount: 9	
[4/15/23 01:04AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:05AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 01:05AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:08AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:08AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:08AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:08AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:13AM] (CC) Help. Said: Yeah it'll be worth it	
[4/15/23 01:13AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:13AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:13AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 01:13AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 01:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:14AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:14AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:15AM] PROGRESSION_ZONES|3035,10274,16|Said: Need a coll lol	
[4/15/23 01:16AM] PROGRESSION_ZONES|3035,10274,16|Said: ?	
[4/15/23 01:16AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:16AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 01:16AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:16AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 01:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:16AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:16AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:18AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:18AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:20AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:20AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:20AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:22AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:22AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:22AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:23AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 01:23AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 01:23AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:23AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:23AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:23AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 01:24AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:24AM] (CC) Help. Said: Welcome	
[4/15/23 01:25AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 01:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:25AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 01:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:26AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 01:26AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 01:31AM] (CC) Help. Said: Gz	
[4/15/23 01:34AM] (CC) Help. Said: Gl bro	
[4/15/23 01:35AM] (CC) Help. Said: For real	
[4/15/23 01:35AM] (CC) Help. Said: Brb need a smoke 	
[4/15/23 01:51AM] (CC) Help. Said: Zing ?	
[4/15/23 01:52AM] (CC) Help. Said: Ohh right myb	
[4/15/23 02:06AM] Player dropping item: Vial, amount: 1	
[4/15/23 02:06AM] Player dropping item: Vial, amount: 1	
[4/15/23 02:22AM] (CC) Help. Said: Tyty	
[4/15/23 02:24AM] (CC) Help. Said: I've been dissolving all my dupes	
[4/15/23 02:24AM] (CC) Help. Said: Walkchaos	
[4/15/23 02:32AM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/15/23 02:33AM] (CC) Help. Said: Worth it tho	
[4/15/23 02:35AM] (CC) Help. Said: Walkchaos	
[4/15/23 02:38AM] (CC) Help. Said: The boxes are common you'll get one in no time	
[4/15/23 02:38AM] (CC) Help. Said: But if it helps i can give you one	
[4/15/23 02:39AM] (CC) Help. Said: Welcome	
[4/15/23 02:42AM] (CC) Help. Said: Gz	
[4/15/23 02:43AM] (CC) Help. Said: Welcome	
[4/15/23 02:43AM] (CC) Help. Said: Do ::refer walkchaos	
[4/15/23 02:55AM] VBOSS|2978,2768,0|Said: Never	
[4/15/23 02:55AM] VBOSS|2978,2768,0|Said: Lmao	
[4/15/23 02:57AM] VBOSS|2978,2768,0|Said: 114 range	
[4/15/23 03:01AM] (CC) Help. Said: Tyyy	
[4/15/23 03:10AM] (CC) Help. Said: Welcome! do ::refer / walkchaos	
[4/15/23 03:15AM] (CC) Help. Said: Gz	
[4/15/23 03:19AM] (CC) Help. Said: Achievements and collection	
[4/15/23 03:25AM] (CC) Help. Said: Welcome!	
[4/15/23 03:25AM] (CC) Help. Said: Use ::refer walkchaos	
[4/15/23 03:29AM] (CC) Help. Said: Also dont forget to use ::totem	
[4/15/23 03:32AM] (CC) Help. Said: Welcome	
[4/15/23 03:35AM] (CC) Help. Said: Fastest is actually ::donate ;)	
[4/15/23 03:37AM] (CC) Help. Said: Welcome	
[4/15/23 03:38AM] (CC) Help. Said: Ty nick	
[4/15/23 03:38AM] (CC) Help. Said: I got 99 range too :p	
[4/15/23 03:38AM] (CC) Help. Said: 120 i mean	
[4/15/23 03:38AM] (CC) Help. Said: Shittt tired	
[4/15/23 03:39AM] (CC) Help. Said: Gz	
[4/15/23 03:41AM] (CC) Help. Said: Gn bro	
[4/15/23 03:49AM] (CC) Help. Said: ::collection	
[4/15/23 03:49AM] (CC) Help. Said: Finish the zinq collection.	
[4/15/23 03:54AM] Mysterious received x1 Antique Gloves from Avalon!	
[4/15/23 03:58AM] (CC) Help. Said: Damn gz	
[4/15/23 04:07AM] (CC) Help. Said: Morning	
[4/15/23 12:38PM] Login. ip: 151.210.244.99, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 12:39PM] Login. ip: 151.210.244.99, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 12:40PM] (CC) Help. Said: Morning fam	
[4/15/23 12:43PM] (CC) Help. Said: Damn nice work	
[4/15/23 12:43PM] Has just redeemed a $25 Bond successfully!	
[4/15/23 12:43PM] Has just redeemed a $25 Bond successfully!	
[4/15/23 12:46PM] VBOSS|2980,2771,0|Said: Wow	
[4/15/23 01:03PM] (CC) Help. Said: Waitinf for timer to reset got 5 minutes left till vote again	
[4/15/23 01:04PM] (CC) Help. Said: Teleport tab under mini map	
[4/15/23 01:05PM] (CC) Help. Said: Used for upgrading items	
[4/15/23 01:06PM] (CC) Help. Said: Weapon = weapon upgrade etc	
[4/15/23 01:10PM] (CC) Help. Said: Yeah got a few sephilla from caskets	
[4/15/23 01:11PM] (CC) Help. Said: Or ::kills	
[4/15/23 01:15PM] (CC) Help. Said: Yup took me alot of bones	
[4/15/23 01:20PM] (CC) Help. Said: Damn!! goodluck	
[4/15/23 01:21PM] (CC) Help. Said: Just did	
[4/15/23 01:30PM] (CC) Help. Said: Welcome	
[4/15/23 01:37PM] (CC) Help. Said: Also dont forget to use ::totem 	
[4/15/23 01:39PM] (CC) Help. Said: Gz & gl	
[4/15/23 01:48PM] (CC) Help. Said: Anytime	
[4/15/23 01:49PM] Has just redeemed a $25 Bond successfully!	
[4/15/23 01:50PM] Has just redeemed a $25 Bond successfully!	
[4/15/23 01:50PM] Has just redeemed a $25 Bond successfully!	
[4/15/23 02:14PM] (CC) Help. Said: L0l 	
[4/15/23 02:14PM] (CC) Help. Said: Feel that	
[4/15/23 02:20PM] (CC) Help. Said: I chucked all my money in it last time lol	
[4/15/23 02:22PM] (CC) Help. Said: If you click the red ones they turn into millions	
[4/15/23 02:23PM] (CC) Help. Said: So 12m coins is like 12b	
[4/15/23 02:30PM] GLOBAL_BOSS|2139,5018,12|Said: King ?	
[4/15/23 02:30PM] GLOBAL_BOSS|2137,5016,4|Said: Lmao	
[4/15/23 02:30PM] GLOBAL_BOSS|2141,5015,0|Said: Rip	
[4/15/23 02:30PM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 02:30PM] GLOBAL_BOSS|2140,5014,0|Said: I just used it	
[4/15/23 02:30PM] GLOBAL_BOSS|2140,5014,0|Said: Lmao	
[4/15/23 03:07PM] (CC) Help. Said: Does it really matter. move on...	
[4/15/23 03:12PM] (CC) Help. Said: Welcome 2jz	
[4/15/23 03:12PM] (CC) Help. Said: But rb all day ;)	
[4/15/23 03:12PM] (CC) Help. Said: Ayy jipy returns	
[4/15/23 03:13PM] (CC) Help. Said: Bet	
[4/15/23 03:13PM] (CC) Help. Said: No. donator benefits are on discord	
[4/15/23 03:14PM] (CC) Help. Said: Transfer rarity to another item from an item	
[4/15/23 03:14PM] (CC) Help. Said: Cool :)	
[4/15/23 03:17PM] (CC) Help. Said: Welcome all new members, ::vote & ::refer walkchaos	
[4/15/23 03:27PM] VBOSS|2982,2776,0|Said: God damn you guys are strong lol	
[4/15/23 03:28PM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 03:28PM] VBOSS|2139,5018,8|Said: Veigar	
[4/15/23 03:28PM] (CC) Help. Said: Instance portal sotuh of home	
[4/15/23 03:36PM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 03:37PM] Player dropping item: Vial, amount: 1	
[4/15/23 03:59PM] Login. ip: 151.210.247.199, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 04:00PM] Login. ip: 151.210.247.199, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 04:01PM] (CC) Help. Said: Yes	
[4/15/23 04:02PM] Login. ip: 151.210.247.199, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 04:03PM] Login. ip: 151.210.247.199, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/15/23 04:03PM] (CC) Help. Said: Anytime <3	
[4/15/23 04:05PM] (CC) Help. Said: $15 or complete the zinq collection	
[4/15/23 04:09PM] (CC) Help. Said: Gz	
[4/15/23 04:09PM] (CC) Help. Said: That'd be dope	
[4/15/23 04:13PM] (CC) Help. Said: Brother jared shop at home	
[4/15/23 04:16PM] (CC) Help. Said: Halfway to vote boss & 12minutes till globals	
[4/15/23 04:18PM] (CC) Help. Said: Ty kind sir	
[4/15/23 04:19PM] Player dropping item: Bronze pickaxe, amount: 1	
[4/15/23 05:46PM] Player dropping item: Vial, amount: 1	
[4/15/23 05:49PM] (CC) Help. Said: ::donate or complete zynq collection	
[4/15/23 05:58PM] ZONES1|2961,9495,12|Said: ;;veigar	
[4/16/23 12:33AM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/16/23 12:34AM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/16/23 12:50AM] (CC) Help. Said: Am ready	
[4/16/23 12:55AM] GLOBAL_BOSS|2143,5017,8|Said: Op asf l0l	
[4/16/23 12:55AM] GLOBAL_BOSS|2143,5017,8|Said: Glgl	
[4/16/23 12:55AM] GLOBAL_BOSS|2143,5017,8|Said: Coins	
[4/16/23 12:55AM] GLOBAL_BOSS|2142,5019,8|Said: See ya in 27	
[4/16/23 01:03AM] ZONES1|2968,9487,12|Said: L0l	
[4/16/23 01:07AM] (CC) Help. Said: 63	
[4/16/23 01:13AM] (CC) Help. Said: Yeah i can	
[4/16/23 01:13AM] (CC) Help. Said: Pc coll ?	
[4/16/23 01:14AM] (CC) Help. Said: If thats the going rate then sure	
[4/16/23 01:14AM] (CC) Help. Said: Come home	
[4/16/23 01:15AM] DEFAULT|2222,3760,0|Said: ?	
[4/16/23 01:16AM] DEFAULT|2222,3760,0|Said: Thats weird	
[4/16/23 01:16AM] DEFAULT|2222,3760,0|Said: Turn into m's ?	
[4/16/23 01:16AM] DEFAULT|2222,3760,0|Said: Strange	
[4/16/23 01:16AM] DEFAULT|2222,3760,0|Said: Ill relog too	
[4/16/23 01:16AM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/16/23 01:17AM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/16/23 01:17AM] DEFAULT|2222,3760,0|Said: What if i chuck in pos	
[4/16/23 01:18AM] Player sold 19886 x 1 to Amura for 20000 Billions in their pos shop	
[4/16/23 01:18AM] DEFAULT|2222,3760,0|Said: Ty gl	
[4/16/23 01:18AM] Played claimed 20K Billions from pos	
[4/16/23 01:22AM] (CC) Help. Said: $1=10k? idk really	
[4/16/23 01:22AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 01:24AM] GLOBAL_BOSS|2142,5016,8|Said: L0l	
[4/16/23 01:27AM] GLOBAL_BOSS|2142,5016,8|Said: L0000l	
[4/16/23 01:27AM] GLOBAL_BOSS|2142,5016,8|Said: Look at that shit	
[4/16/23 01:27AM] GLOBAL_BOSS|2142,5016,8|Said: Kmaooo	
[4/16/23 01:31AM] GLOBAL_BOSS|2141,5016,4|Said: 151k	
[4/16/23 01:31AM] GLOBAL_BOSS|2141,5016,4|Said: Gz	
[4/16/23 01:32AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 01:52AM] (CC) Help. Said: Aoe is a perk so not many around.	
[4/16/23 01:53AM] (CC) Help. Said: Maze would be the first to get	
[4/16/23 01:54AM] GLOBAL_BOSS|2142,5016,8|Said: Fr	
[4/16/23 01:55AM] GLOBAL_BOSS|2139,5015,12|Said: N0pe	
[4/16/23 01:57AM] (CC) Help. Said: ::reward 1 all	
[4/16/23 10:05PM] Login. ip: 206.83.102.210, mac: null, uuid: 14-13-33-0B-67-55	
[4/16/23 10:06PM] (CC) Help. Said: Good afternoon!	
[4/16/23 10:08PM] (CC) Help. Said: Zinq collection log or ::donate	
[4/16/23 10:10PM] (CC) Help. Said: Makes raged cape	
[4/16/23 10:23PM] (CC) Help. Said: Afternoon	
[4/16/23 10:23PM] (CC) Help. Said: 5:23pm	
[4/16/23 10:24PM] (CC) Help. Said: Monday afternnon for me :p	
[4/16/23 11:10PM] GLOBAL_BOSS|2141,5015,8|Said: L0l	
[4/16/23 11:11PM] GLOBAL_BOSS|2141,5015,8|Said: 57/74	
[4/16/23 11:17PM] (CC) Help. Said: Brother jared shop at home south	
[4/16/23 11:53PM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 12:40AM] (CC) Help. Said: Come to nine	
[4/17/23 12:48AM] GLOBAL_BOSS|2140,5016,0|Said: Complete zinq collection log	
[4/17/23 12:53AM] GLOBAL_BOSS|2140,5016,0|Said: Run for your life jono	
[4/17/23 12:53AM] GLOBAL_BOSS|2140,5016,0|Said: L0l	
[4/17/23 12:54AM] GLOBAL_BOSS|2140,5016,0|Said: Fr	
[4/17/23 12:54AM] (CC) Help. Said: Welcome	
[4/17/23 12:54AM] GLOBAL_BOSS|2140,5016,0|Said: Glgl	
[4/17/23 12:55AM] GLOBAL_BOSS|2140,5016,0|Said: $4	
[4/17/23 12:55AM] GLOBAL_BOSS|2139,5015,8|Said: Lmao	
[4/17/23 12:57AM] GLOBAL_BOSS|2139,5015,8|Said: An hour till i can vote again	
[4/17/23 12:58AM] GLOBAL_BOSS|2139,5015,8|Said: 104	
[4/17/23 01:00AM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 01:00AM] GLOBAL_BOSS|2139,5015,8|Said: Bones	
[4/17/23 01:01AM] GLOBAL_BOSS|2139,5015,8|Said: Lmaoooo	
[4/17/23 01:01AM] (CC) Help. Said: Surely someone has votes they can claim :p c'mon bebzzz	
[4/17/23 01:02AM] (CC) Help. Said: Legend	
[4/17/23 01:09AM] VBOSS|2980,2774,0|Said: Atz just a beast	
[4/17/23 01:11AM] GLOBAL_BOSS|2141,5016,8|Said: Agree atz	
[4/17/23 01:13AM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 01:15AM] GLOBAL_BOSS|2140,5016,8|Said: That was neck n neck for abit slayer lol	
[4/17/23 01:51AM] Has just redeemed a $10 Bond successfully!	
[4/17/23 01:52AM] (CC) Help. Said: Yes	
[4/17/23 01:53AM] (CC) Help. Said: For normals yeah	
[4/17/23 09:28PM] Login. ip: 206.83.102.210, mac: null, uuid: 14-13-33-0B-67-55	
[4/17/23 09:29PM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/17/23 09:29PM] (CC) Help. Said: Ayy gz on ranks !	
[4/17/23 09:41PM] Mysterious received x1 Antique Legs from Avalon!	
[4/17/23 09:44PM] (CC) Help. Said: Frfr well done all :[)	
[4/17/23 09:49PM] (CC) Help. Said: Buying gf 	
[4/17/23 09:55PM] (CC) Help. Said: Tryna claim votes and ::reward aint working ?	
[4/17/23 09:56PM] (CC) Help. Said: Smartass	
[4/17/23 09:57PM] (CC) Help. Said: L0l	
[4/17/23 09:57PM] (CC) Help. Said: Yeah aint working for me either	
[4/17/23 09:57PM] (CC) Help. Said: Okeh	
[4/17/23 09:58PM] (CC) Help. Said: ^^	
[4/17/23 10:03PM] (CC) Help. Said: Gg	
[4/17/23 10:06PM] (CC) Help. Said: It's buggy atm	
[4/17/23 10:14PM] Mysterious received x1 Antique Staff from Eragon!	
[4/17/23 10:15PM] (CC) Help. Said: Welcome	
[4/17/23 10:18PM] (CC) Help. Said: Brother jared south at home	
[4/17/23 10:24PM] Mysterious received x1 Doom Legs from Doomwatcher!	
[4/17/23 10:24PM] Mysterious received x1 Doom Aura from Doomwatcher!	
[4/17/23 10:26PM] (CC) Help. Said: <3	
[4/17/23 10:26PM] (CC) Help. Said: *heart emoji*	
[4/17/23 10:28PM] GLOBAL_BOSS|2141,5016,8|Said: Sharpy op	
[4/17/23 11:22PM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/17/23 11:32PM] (CC) Help. Said: I feel ya	
[4/17/23 11:37PM] (CC) Help. Said: ^	
[4/17/23 11:41PM] (CC) Help. Said: Welcome	
[4/17/23 11:55PM] Login. ip: 206.83.102.210, mac: MCNRCX05M06451520230128122925.000000+780, uuid: 14-13-33-0B-67-55	
[4/18/23 12:01AM] Mysterious received x1 Doom Legs from Doomwatcher!	
[4/18/23 12:06AM] (CC) Help. Said: L0l	
[4/18/23 12:08AM] (CC) Help. Said: L00000000l	
[4/18/23 12:08AM] (CC) Help. Said: Sharpy you got me good with that	
[4/18/23 12:11AM] (CC) Help. Said: Lool	
[4/18/23 12:11AM] (CC) Help. Said: L000l	
[4/18/23 12:14AM] (CC) Help. Said: Gzz	
[4/18/23 12:20AM] (CC) Help. Said: South of home	
[4/18/23 12:21AM] Mysterious received x1 Doom Aura from Doomwatcher!	
[4/18/23 12:33AM] (CC) Help. Said: L000l	
[4/18/23 12:34AM] (CC) Help. Said: Walmart	
[4/18/23 01:02AM] (CC) Help. Said: First things first, rest in peace uncle phil.	
[4/18/23 01:09AM] (CC) Help. Said: L000l	
[4/18/23 01:12AM] (CC) Help. Said: Go to the quest tab t and go to tools, it has collection log	
[4/18/23 01:27AM] Mysterious received x1 Maze Legs from Maze Guardian!	
[4/18/23 01:43AM] GLOBAL_BOSS|2139,5018,0|Said: $4	
[4/18/23 01:43AM] Has just redeemed a $1 Scroll successfully!	
