[4/17/23 12:35PM] Login. ip: 98.144.232.178, mac: 9MKJ4Z220220417000953.000000-360, uuid: B0-68-E6-63-6B-BA	
[4/17/23 12:39PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 01:04PM] Picked up gr.Item Blurite Body, amount: 1	
[4/17/23 01:04PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:04PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:05PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:05PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:05PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:05PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:05PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:06PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:06PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:06PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:07PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:07PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:07PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:08PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:08PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:08PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:08PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:09PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:09PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:09PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:09PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:09PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:10PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:10PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:10PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:10PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:11PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:11PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:11PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:11PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:11PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:12PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:12PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:12PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:12PM] Picked up gr.Item Coin, amount: 400	
[4/17/23 01:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:17PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:17PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/17/23 01:17PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:17PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:17PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:18PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:18PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:18PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:18PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:19PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:19PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:19PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:19PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:20PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:21PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:21PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:21PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:22PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:22PM] Picked up gr.Item Blurite Helm, amount: 1	
[4/17/23 01:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:22PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:23PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:23PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:24PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:24PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:25PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:25PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:25PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:26PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/17/23 01:26PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/17/23 01:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:27PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:27PM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/17/23 01:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:27PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:28PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:28PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:29PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:29PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:30PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:30PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/17/23 01:30PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:30PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:31PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:31PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 01:31PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:31PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:31PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:32PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:32PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:33PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:33PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:34PM] Picked up gr.Item Coin, amount: 500	
[4/17/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 01:40PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:48PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:48PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:48PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:48PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:48PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:49PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:49PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:49PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:49PM] Picked up gr.Item Imperial helm, amount: 1	
[4/17/23 01:49PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:50PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:50PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:50PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:50PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:51PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:51PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:51PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:51PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:52PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:52PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:52PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:52PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:53PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:53PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:53PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:53PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:53PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:54PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:54PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:54PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:54PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:54PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:55PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:55PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/17/23 01:55PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:55PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:55PM] Picked up gr.Item Coin, amount: 600	
[4/17/23 01:56PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:56PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:57PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:57PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:57PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:57PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:57PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:58PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:58PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:58PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:58PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:58PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:59PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:59PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:59PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:59PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 01:59PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:00PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:00PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:00PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:00PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:00PM] Picked up gr.Item Imperial boots, amount: 1	
[4/17/23 02:01PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:01PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:01PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:02PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:02PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:02PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:03PM] Picked up gr.Item Coin, amount: 1803485	
[4/17/23 02:03PM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 02:03PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:03PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:03PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:04PM] Picked up gr.Item Coin, amount: 700	
[4/17/23 02:07PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:09PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:10PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:10PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:11PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:11PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:12PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:12PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:13PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:13PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:14PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:14PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:15PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:15PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:16PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:16PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:17PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:17PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:17PM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 02:18PM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:27AM] Login. ip: 98.144.232.178, mac: 9MKJ4Z220220417000953.000000-360, uuid: B0-68-E6-63-6B-BA	
[4/18/23 01:27AM] TRAININZONEMULTI|2518,2537,4|Said: Sure 1 sec	
[4/18/23 01:28AM] Receiving item from trade with Just Kirbs Id: 23055, amount: 1	
[4/18/23 01:28AM] Receiving item from trade with Just Kirbs Id: 23052, amount: 1	
[4/18/23 01:28AM] Receiving item from trade with Just Kirbs Id: 23050, amount: 1	
[4/18/23 01:28AM] Receiving item from trade with Just Kirbs Id: 23054, amount: 1	
[4/18/23 01:28AM] TRAININZONEMULTI|2518,2533,4|Said: Ty	
[4/18/23 01:28AM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:29AM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:29AM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:29AM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:29AM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 01:30AM] Picked up gr.Item Coin, amount: 2000	
