[4/15/23 09:54PM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/15/23 09:55PM] (CC) Help. Said: What is the xp rate for veteran mode?	
[4/15/23 09:55PM] (CC) Help. Said: Ironman it is	
[4/15/23 09:56PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:59PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:00PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 10:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:00PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 10:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:00PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 10:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:02PM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/15/23 10:03PM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/15/23 10:06PM] (CC) Help. Said: I cant bring up the monster teleport options	
[4/15/23 10:06PM] (CC) Help. Said:  ahh okay	
[4/15/23 10:06PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:07PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:08PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 10:08PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:08PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:09PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:10PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 10:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:14PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:14PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:14PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:14PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:15PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 10:15PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:15PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:15PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:15PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:15PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:16PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 10:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:17PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:19PM] Player dropping item: Starter Staff, amount: 1	
[4/15/23 10:20PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 10:20PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 10:20PM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 10:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:22PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 10:23PM] (CC) Help. Said: Is there a pet to pickup drops?	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:23PM] (CC) Help. Said: Or anything like that?	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:23PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:23PM] (CC) Help. Said: Is it a drop? or something you need to craft?	
[4/15/23 10:24PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:24PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:26PM] Picked up gr.Item Imperial body, amount: 1	
[4/15/23 10:27PM] Picked up gr.Item Imperial legs, amount: 1	
[4/15/23 10:27PM] Picked up gr.Item Coin, amount: 1800	
[4/15/23 10:27PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:27PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:27PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:29PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/15/23 10:29PM] Picked up gr.Item Vote scroll, amount: 3	
[4/15/23 10:29PM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 10:30PM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:31PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:32PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 600	
[4/15/23 10:33PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 10:33PM] Picked up gr.Item Coin, amount: 1800	
[4/15/23 10:34PM] Picked up gr.Item Coin, amount: 2800	
[4/15/23 10:35PM] Picked up gr.Item Coin, amount: 2800	
[4/15/23 10:35PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:35PM] Picked up gr.Item Coin, amount: 2100	
[4/15/23 10:37PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:37PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:37PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:38PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:38PM] Picked up gr.Item Coin, amount: 2100	
[4/15/23 10:38PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:38PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:38PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:39PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 10:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:39PM] Player dropping item: Imperial Minigun, amount: 1	
[4/15/23 10:39PM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/15/23 10:42PM] Picked up gr.Item Coin, amount: 8000	
[4/15/23 10:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:43PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:43PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:43PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:44PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:44PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:44PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:44PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:44PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 3200	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:45PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 3200	
[4/15/23 10:46PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:47PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:47PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:47PM] Picked up gr.Item Coin, amount: 3200	
[4/15/23 10:47PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:47PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:47PM] Picked up gr.Item Coin, amount: 3200	
[4/15/23 10:47PM] Picked up gr.Item Imperial boots, amount: 1	
[4/15/23 10:47PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:48PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 10:48PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 10:49PM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:49PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/15/23 10:49PM] Picked up gr.Item Coin, amount: 2400	
[4/15/23 10:49PM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:51PM] Picked up gr.Item Coin, amount: 3600	
[4/15/23 10:51PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:51PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:51PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:51PM] Picked up gr.Item Coin, amount: 1800	
[4/15/23 10:52PM] Picked up gr.Item Coin, amount: 1800	
[4/15/23 10:52PM] Picked up gr.Item Coin, amount: 6300	
[4/15/23 10:52PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:52PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:52PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 10:56PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/15/23 10:56PM] Picked up gr.Item Vote scroll, amount: 3	
[4/15/23 10:56PM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 10:59PM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/16/23 05:44AM] Login. ip: 74.74.71.41, mac: 20201119035852.000000-300, uuid: 00-13-3B-0F-74-80	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:45AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:46AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:46AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:46AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:46AM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 05:46AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:46AM] (CC) Help. Said: What do i need to kill to get collectors neclace?	
[4/16/23 05:47AM] HULK|3486,3611,28|Said: Where is the collection log?	
[4/16/23 05:47AM] (CC) Help. Said: Where is the collection log?	
[4/16/23 05:47AM] (CC) Help. Said: What tab?	
[4/16/23 05:47AM] (CC) Help. Said: Thanks just found it	
[4/16/23 05:48AM] (CC) Help. Said: Oh sweet theres a command for it 	
[4/16/23 05:49AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 05:49AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 05:49AM] Picked up gr.Item Coin, amount: 3600	
[4/16/23 05:49AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:50AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:51AM] (CC) Help. Said: Is there a skilling teleport? or is this server strictly pvp?	
[4/16/23 05:51AM] (CC) Help. Said: Pve*	
[4/16/23 05:51AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:51AM] Picked up gr.Item Coin, amount: 2700	
[4/16/23 05:51AM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 05:51AM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 05:53AM] Picked up gr.Item Coin, amount: 2700	
[4/16/23 05:53AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 05:53AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:54AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:54AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:55AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:55AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 05:55AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:55AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:55AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:56AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:57AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:57AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:57AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:57AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:58AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:58AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 05:58AM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 05:58AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:58AM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 05:58AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 05:59AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:59AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:59AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 05:59AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 06:01AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 06:01AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 06:01AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 06:01AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 06:01AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 06:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 06:01AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 06:01AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 06:01AM] Picked up gr.Item Revenant Boots, amount: 1	
[4/16/23 06:02AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:02AM] Picked up gr.Item Lava bones, amount: 9	
[4/16/23 06:02AM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 06:02AM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 06:03AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:03AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:03AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 06:03AM] Picked up gr.Item Lava bones, amount: 8	
[4/16/23 06:04AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 06:04AM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 06:05AM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 06:05AM] Picked up gr.Item Lava bones, amount: 11	
[4/16/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 06:05AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:06AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 06:06AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 06:07AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:08AM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 06:08AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 06:08AM] Picked up gr.Item Coin, amount: 5000	
[4/16/23 06:08AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 06:08AM] Picked up gr.Item Coin, amount: 2000	
