[4/17/23 03:08PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/24/23 09:48AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:52AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:52AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:55AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 09:58AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 10:11AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 10:12AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 10:13AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 10:13AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 10:21AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 10:24AM] Player received drop: x1 Black Goku Boots, id: 14444, amount: 1, from: Black Goku	
[4/24/23 10:41AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 11:11AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 11:18AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:58AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 11:58AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 12:03PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 12:04PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 12:07PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 12:08PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 12:23PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 12:51PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 01:18PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 01:28PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:37PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 08:53PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 08:53PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 09:06PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 09:07PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:08PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:34PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 09:34PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 09:42PM] Player received drop: x1 Groudon Pet, id: 19490, amount: 1, from: Groudon	
[4/24/23 09:44PM] Player received drop: x1 Dragonite Pet, id: 19483, amount: 1, from: Dragonite	
[4/24/23 09:48PM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/24/23 10:08PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 10:23PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 10:39PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 10:40PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 10:44PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 10:51PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 11:26PM] Player received drop: x1 Black Goku Boots, id: 14444, amount: 1, from: Black Goku	
[4/24/23 11:31PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:40PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:46PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:58PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 12:40AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 12:40AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/25/23 02:57AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/25/23 02:57AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/25/23 03:00AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 03:04AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/25/23 03:05AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/25/23 03:08AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/25/23 03:10AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/25/23 03:12AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/25/23 03:13AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/25/23 03:15AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/25/23 03:17AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/25/23 03:24AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/25/23 03:27AM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/25/23 03:27AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/25/23 03:27AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/25/23 03:29AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/25/23 01:16PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/25/23 01:17PM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/25/23 01:22PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/25/23 01:27PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/25/23 01:28PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/25/23 01:29PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/25/23 01:29PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/25/23 01:30PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/25/23 01:37PM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/25/23 01:38PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 01:39PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 01:41PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 01:42PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 01:43PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 01:44PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 01:45PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/25/23 01:46PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 01:47PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 01:47PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 01:49PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 01:50PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/25/23 01:52PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 02:17PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 02:21PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/25/23 02:21PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/25/23 02:21PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 02:21PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/25/23 02:26PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 02:42PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 02:50PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 03:13PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 03:15PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 03:37PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 03:39PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 03:39PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 03:40PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 03:49PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 04:13PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 11:21PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/25/23 11:27PM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/25/23 11:29PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/25/23 11:42PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/25/23 11:43PM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/25/23 11:51PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/25/23 11:55PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 11:56PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/25/23 11:58PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/26/23 12:09AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/26/23 12:11AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/26/23 12:16AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/26/23 12:24AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/26/23 12:26AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/26/23 12:42AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/26/23 12:49AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
