[4/18/23 07:37AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/24/23 01:22AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/24/23 01:25AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/24/23 01:26AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/24/23 01:26AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/24/23 01:28AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/24/23 01:28AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/24/23 01:39AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/24/23 01:39AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/24/23 01:42AM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/24/23 01:43AM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/24/23 01:48AM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/24/23 01:55AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/24/23 01:55AM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/24/23 01:59AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/24/23 02:02AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/24/23 02:08AM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/24/23 02:21AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/24/23 02:23AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/24/23 02:27AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/24/23 02:27AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/24/23 02:28AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/24/23 02:30AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/24/23 02:37AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/24/23 02:40AM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/24/23 02:40AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/24/23 02:43AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/24/23 02:47AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/24/23 02:47AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/24/23 02:48AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/24/23 02:48AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/24/23 02:51AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/24/23 02:52AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/24/23 02:53AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/24/23 02:53AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/24/23 03:00AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/24/23 03:00AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/24/23 03:00AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/24/23 03:00AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/24/23 03:15AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 03:18AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:19AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:20AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 03:23AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:29AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 03:38AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:39AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:39AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:45AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 03:48AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 03:48AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 03:55AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 03:56AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 04:09AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 04:18AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 04:19AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 04:24AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 04:29AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 04:31AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 06:20AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 06:22AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 06:25AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 06:47AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 06:53AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 06:53AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 07:36AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 07:38AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 08:15AM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/24/23 08:52AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 09:17AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 09:59AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 10:53AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 10:59AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 11:02AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 11:08AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 11:15AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 11:15AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 11:50AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 11:51AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 12:27PM] Player received drop: x1 Flaming Katana, id: 17644, amount: 1, from: Lucifer	
[4/24/23 12:42PM] Player received drop: x1 Flaming Katana, id: 17644, amount: 1, from: Lucifer	
[4/24/23 01:53PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 07:29PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 07:33PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 07:33PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 07:36PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 07:39PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/24/23 07:45PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 07:45PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 08:47PM] Player received drop: x1 Evil Legs, id: 14331, amount: 1, from: Calamity	
[4/24/23 09:38PM] Player received drop: x1 Charybde Helm, id: 8828, amount: 1, from: Charybdis	
[4/24/23 11:49PM] Player received drop: x1 Scylla Wings, id: 14375, amount: 1, from: Scylla	
[4/25/23 12:29AM] Player received drop: x1 Marksman prayer scroll, id: 23168, amount: 1, from: Vote Boss	
[4/25/23 03:06AM] Player received drop: x1 Zeidan Grimm Pet, id: 19487, amount: 1, from: Zeidan Grimm	
[4/25/23 03:11AM] Player received drop: x1 Zeidan Grimm Pet, id: 19487, amount: 1, from: Zeidan Grimm	
[4/25/23 03:13AM] Player received drop: x1 Blood Vitur, id: 8136, amount: 1, from: Zeidan Grimm	
[4/25/23 03:48AM] Player received drop: x1 Zeidan Grimm Pet, id: 19487, amount: 1, from: Zeidan Grimm	
[4/25/23 05:45AM] Player received drop: x1 Afreet Box, id: 14492, amount: 1, from: Janemba	
[4/25/23 06:13AM] Player received drop: x1 Blood Legs, id: 8815, amount: 1, from: Zeidan Grimm	
[4/25/23 06:34AM] Player received drop: x1 Blood Enhancement, id: 1857, amount: 1, from: Zeidan Grimm	
[4/25/23 09:15AM] Player received drop: x1 Goku Boots, id: 13327, amount: 1, from: Goku	
[4/25/23 11:58PM] Player received drop: x1 Shinigami Gloves, id: 3318, amount: 1, from: Byakuya	
