[4/22/23 03:34PM] Player received drop: x1 Sovereignty prayer scroll, id: 23169, amount: 1, from: Final Boss Veigar	
[4/24/23 01:47PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/24/23 01:48PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 01:50PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/24/23 01:57PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/24/23 02:29PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/24/23 03:24PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/24/23 07:13PM] Player received drop: x1 Obsidian Body, id: 23062, amount: 1, from: Asmodeus	
[4/24/23 08:21PM] Player received drop: x1 Varth Teddy, id: 22151, amount: 1, from: Varthramoth	
[4/25/23 05:54AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/25/23 05:57AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 05:58AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/25/23 05:59AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/25/23 06:01AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/25/23 06:01AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/25/23 06:51AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 06:52AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 06:52AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/25/23 06:53AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 06:54AM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/25/23 06:59AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 07:00AM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/25/23 07:07AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/25/23 07:09AM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/25/23 07:10AM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/25/23 07:10AM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/25/23 10:56AM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/25/23 01:47PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/25/23 06:52PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/25/23 07:05PM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/25/23 07:09PM] Player received drop: x1 Malvek Katana, id: 14018, amount: 1, from: Malvek	
[4/25/23 08:36PM] Player received drop: x1 Malvek Legs, id: 19158, amount: 1, from: Malvek	
[4/25/23 10:31PM] Player received drop: x1 Malvek Helm, id: 19160, amount: 1, from: Malvek	
