[4/19/23 07:25PM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/22/23 05:21AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/22/23 05:25AM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/22/23 05:26AM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/22/23 05:43AM] Player received drop: x1 Super Buu Ward, id: 15832, amount: 1, from: Super Buu	
[4/22/23 08:35AM] Player received drop: x1 Goku Cape, id: 1486, amount: 1, from: Goku	
[4/22/23 10:17AM] Player received drop: x1 Shinigami Sword, id: 13333, amount: 1, from: Byakuya	
[4/22/23 11:26AM] Player received drop: x1 Shinigami Body, id: 13329, amount: 1, from: Byakuya	
[4/22/23 11:39PM] Player received drop: x1 Yasuda Legs, id: 3473, amount: 1, from: Lord Yasuda	
[4/23/23 03:51AM] Player received drop: x1 Deathbringer bow, id: 12843, amount: 1, from: Black Goku	
[4/23/23 04:14AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 04:20AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 04:22AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 04:35AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 04:47AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 04:58AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 05:19AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 05:37AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 07:26AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 07:46AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 08:05AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 08:57AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 10:46AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 10:54AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 03:47PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 03:55PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 05:35PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/23/23 06:13PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 06:32PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/23/23 10:39PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 12:08AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 12:43AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 01:25AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 05:56AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 06:28AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 07:07AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 07:10AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:01AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:04AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:31AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 10:29AM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:36AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 12:14PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 12:18PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 12:41PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 01:09PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 01:27PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 06:57PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 06:59PM] Player received drop: x1 Black Goku Body, id: 14446, amount: 1, from: Black Goku	
[4/24/23 07:56PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:09PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 08:22PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 08:38PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 09:11PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 09:26PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/24/23 11:43PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/24/23 11:59PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 12:38AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 12:51AM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 05:33PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 05:39PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 07:44PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 08:29PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 09:06PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 09:19PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
[4/25/23 10:23PM] Player received drop: x20 Counter Token, id: 13650, amount: 20, from: Black Goku	
[4/25/23 11:18PM] Player received drop: x10 Counter Token, id: 13650, amount: 10, from: Black Goku	
