[4/17/23 12:55PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 11:39AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 11:40AM] Player received drop: x1 Antique Helm, id: 8816, amount: 1, from: Avalon	
[4/19/23 11:59AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 11:59AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 12:00PM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/19/23 12:03PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 12:03PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 12:05PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/19/23 12:06PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 12:08PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 12:08PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/19/23 12:09PM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 12:09PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/19/23 12:10PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 12:12PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/19/23 12:21PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 12:21PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/19/23 12:22PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 12:23PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/19/23 12:23PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/19/23 12:23PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 12:24PM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/19/23 12:25PM] Player received drop: x1 Unknown Gloves, id: 21046, amount: 1, from: Miscreation	
[4/19/23 12:29PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 12:31PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 12:32PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/19/23 12:36PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/19/23 12:39PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 12:39PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/19/23 12:40PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 12:43PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 12:50PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 12:54PM] Player received drop: x1 Unknown Mace, id: 9940, amount: 1, from: Miscreation	
[4/19/23 12:58PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/19/23 12:59PM] Player received drop: x1 Unknown Cape, id: 21045, amount: 1, from: Miscreation	
[4/19/23 12:59PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
[4/19/23 01:00PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:02PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:02PM] Player received drop: x1 Titan Body, id: 8804, amount: 1, from: Avatar Titan	
[4/19/23 01:06PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:06PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:32PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:33PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:33PM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/19/23 01:38PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/19/23 01:38PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/19/23 01:51PM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/19/23 01:51PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/19/23 01:51PM] Player received drop: x1 Lust Visor, id: 8806, amount: 1, from: Zorbak	
[4/19/23 01:51PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 01:52PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/19/23 01:53PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/19/23 02:00PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/19/23 02:04PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/19/23 02:06PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/19/23 02:10PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/19/23 02:11PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/19/23 02:11PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/19/23 02:14PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/20/23 02:55PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/20/23 03:03PM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/20/23 03:06PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/20/23 03:07PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/20/23 03:14PM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/20/23 03:28PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/20/23 03:34PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/20/23 03:49PM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/20/23 03:57PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/20/23 03:59PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/20/23 04:01PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/20/23 04:12PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/20/23 04:14PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/20/23 04:16PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/20/23 04:19PM] Player received drop: x1 Saint Helm, id: 21028, amount: 1, from: Broly	
[4/20/23 04:19PM] Player received drop: x1 Gold Enhancement, id: 17391, amount: 1, from: Broly	
[4/20/23 07:58PM] Player received drop: x1 Onyx Body, id: 20260, amount: 1, from: Onyx Griffin	
[4/20/23 08:03PM] Player received drop: x1 Onyx Helm, id: 20427, amount: 1, from: Onyx Griffin	
[4/20/23 08:11PM] Player received drop: x1 Onyx Legs, id: 20095, amount: 1, from: Onyx Griffin	
[4/20/23 09:13PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/20/23 09:14PM] Player received drop: x1 Champion Gloves, id: 12994, amount: 1, from: Bowser	
[4/20/23 09:14PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/20/23 09:19PM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/20/23 09:24PM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/20/23 09:24PM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/20/23 09:39PM] Player received drop: x1 Rogue Gloves, id: 22123, amount: 1, from: Sasuke	
[4/20/23 09:55PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/20/23 10:00PM] Player received drop: x1 Rogue Legs, id: 22125, amount: 1, from: Sasuke	
[4/20/23 10:09PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/20/23 10:39PM] Player received drop: x1 Rogue Body, id: 17596, amount: 1, from: Sasuke	
[4/20/23 10:41PM] Player received drop: x1 Rogue Boots, id: 22122, amount: 1, from: Sasuke	
[4/20/23 11:17PM] Player received drop: x1 Rogue Aura, id: 12610, amount: 1, from: Sasuke	
[4/20/23 11:26PM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/21/23 05:05AM] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Final Boss Veigar	
[4/21/23 08:24AM] Player received drop: x1 Yasuda Head, id: 4075, amount: 1, from: Lord Yasuda	
[4/22/23 08:05AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:10AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/22/23 08:16AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 08:17AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 08:19AM] Player received drop: x1 Sanctum Golem Pet, id: 19481, amount: 1, from: Sanctum Golem	
[4/22/23 08:39AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
