[4/16/23 06:39PM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/22/23 05:17AM] Player received drop: x1 Groudon Staff, id: 13640, amount: 1, from: Groudon	
[4/22/23 05:31AM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/22/23 05:51AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/22/23 06:27AM] Player received drop: x1 Black platebody (h4), id: 19490, amount: 1, from: Groudon	
[4/22/23 07:13AM] Player received drop: x1 Tyrant Aura, id: 12608, amount: 1, from: Tyrant Lord	
[4/22/23 07:42AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/22/23 07:55AM] Player received drop: x1 Groudon Shield, id: 13964, amount: 1, from: Groudon	
[4/22/23 08:02AM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/22/23 08:12AM] Player received drop: x1 Groudon Legs, id: 19913, amount: 1, from: Groudon	
[4/22/23 08:17AM] Player received drop: x1 Groudon Aura, id: 15448, amount: 1, from: Groudon	
[4/22/23 08:59AM] Player received drop: x1 Agumon Body, id: 22153, amount: 1, from: Agumon	
[4/22/23 04:11PM] Player received drop: x1 White Wings, id: 22166, amount: 1, from: White Beard	
[4/22/23 04:24PM] Player received drop: x1 White Body, id: 22165, amount: 1, from: White Beard	
[4/22/23 08:15PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/22/23 08:15PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/22/23 08:21PM] Player received drop: x1 Groudon Body, id: 19918, amount: 1, from: Groudon	
[4/23/23 07:03AM] Player received drop: x1 Calamity Pet, id: 20585, amount: 1, from: Calamity	
[4/23/23 12:08PM] Player received drop: x1 Scylla Wings, id: 14375, amount: 1, from: Scylla	
[4/23/23 12:24PM] Player received drop: x1 Scylla Pet, id: 20588, amount: 1, from: Scylla	
