[4/15/23 10:06PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/20/23 03:56AM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 01:39PM] Player received drop: x1 Solar Staff, id: 22135, amount: 1, from: Sanctum Golem	
[4/20/23 02:38PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/20/23 02:54PM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/20/23 02:56PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/20/23 03:38PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
[4/20/23 03:42PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/20/23 03:51PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/20/23 03:57PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/20/23 04:02PM] Player received drop: x1 Maze Helm, id: 5420, amount: 1, from: Maze Guardian	
[4/20/23 04:04PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/20/23 04:10PM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/20/23 04:13PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/20/23 04:16PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/20/23 04:24PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/20/23 04:30PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/20/23 04:55PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 02:34PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/21/23 02:44PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/21/23 02:54PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:29PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 03:38PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 03:49PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/21/23 03:58PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 04:54PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/21/23 05:21PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/21/23 05:21PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/21/23 06:07PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/21/23 06:16PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/21/23 06:16PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/21/23 10:57PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 10:58PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 11:00PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/21/23 11:09PM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/21/23 11:15PM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 03:24AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 03:26AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 03:30AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:32AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 03:39AM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 05:38AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/22/23 05:53AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/22/23 06:15AM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/22/23 06:15AM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/22/23 06:24AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/22/23 06:26AM] Player received drop: x1 Zircon (Warrior), id: 23094, amount: 1, from: Luffy	
[4/22/23 06:36AM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/22/23 06:44AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/22/23 06:48AM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/22/23 07:27AM] Player received drop: x1 Champion Off-Hand, id: 15818, amount: 1, from: Bowser	
[4/22/23 07:32AM] Player received drop: x1 Champion Whip, id: 15888, amount: 1, from: Bowser	
[4/22/23 07:49AM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/22/23 08:01AM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/22/23 08:39AM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/22/23 08:41AM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/22/23 08:42AM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 08:57AM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 01:34PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 03:45PM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/22/23 03:51PM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/22/23 03:58PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/22/23 04:17PM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/22/23 04:48PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/22/23 04:51PM] Player received drop: x1 Rogue Helm, id: 22126, amount: 1, from: Sasuke	
[4/22/23 05:57PM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/22/23 06:02PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 08:41PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/22/23 09:05PM] Player received drop: x1 Solar Robe Top, id: 15646, amount: 1, from: Sanctum Golem	
[4/22/23 09:36PM] Player received drop: x1 Rogue Sword, id: 22127, amount: 1, from: Sasuke	
[4/22/23 09:46PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 09:48PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 10:05PM] Player received drop: x1 Executive Body, id: 4685, amount: 1, from: Gorvek	
[4/22/23 10:37PM] Player received drop: x1 Executive Cape, id: 9939, amount: 1, from: Gorvek	
[4/22/23 10:46PM] Player received drop: x1 Executive Helm, id: 4684, amount: 1, from: Gorvek	
[4/22/23 11:06PM] Player received drop: x1 Gorvek Pet, id: 23081, amount: 1, from: Gorvek	
[4/22/23 11:33PM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/22/23 11:34PM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/22/23 11:48PM] Player received drop: x1 Executive Bow, id: 5012, amount: 1, from: Gorvek	
[4/22/23 11:56PM] Player received drop: x1 Executive Legs, id: 4686, amount: 1, from: Gorvek	
[4/23/23 12:05AM] Player received drop: x1 Executive Gloves, id: 8273, amount: 1, from: Gorvek	
[4/23/23 12:05AM] Player received drop: x1 Executive Boots, id: 8274, amount: 1, from: Gorvek	
[4/23/23 03:44AM] Player received drop: x1 Nite Hammer Off-Hand, id: 17700, amount: 1, from: Dragonite	
[4/23/23 06:21AM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/23/23 06:30AM] Player received drop: x1 Nite Necklace, id: 11195, amount: 1, from: Dragonite	
[4/23/23 06:32AM] Player received drop: x1 Nite Helm, id: 17614, amount: 1, from: Dragonite	
[4/23/23 06:33AM] Player received drop: x1 Nite Hammer, id: 17698, amount: 1, from: Dragonite	
[4/23/23 06:50AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 07:08AM] Player received drop: x1 Nite Hammer, id: 17698, amount: 1, from: Dragonite	
[4/23/23 07:23AM] Player received drop: x1 Nite Body, id: 17616, amount: 1, from: Dragonite	
[4/23/23 07:41AM] Player received drop: x1 Nite Legs, id: 17618, amount: 1, from: Dragonite	
[4/23/23 08:41AM] Player received drop: x1 Solar Hood, id: 15645, amount: 1, from: Sanctum Golem	
[4/23/23 09:21AM] Player received drop: x1 Solar Robe Bottom, id: 15647, amount: 1, from: Sanctum Golem	
[4/23/23 10:11AM] Player received drop: x1 Nite Wings, id: 17606, amount: 1, from: Dragonite	
[4/23/23 10:26AM] Player received drop: x1 Nite Hammer Off-Hand, id: 17700, amount: 1, from: Dragonite	
[4/23/23 10:55AM] Player received drop: x1 Marksman prayer scroll, id: 23168, amount: 1, from: Final Boss Veigar	
[4/23/23 11:53AM] Player received drop: x1 Nite Helm, id: 17614, amount: 1, from: Dragonite	
