[4/15/23 02:47AM] Received item from Nelly. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 10:59PM] Received item from Suh. Name: Tarn token. Id: 10835, amount: 850000	
[4/16/23 11:06PM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 500000	
[4/16/23 11:06PM] Received item from Immortal. Name: Executive Bow. Id: 5012, amount: 1	
[4/17/23 12:31AM] Received item from Rks. Name: Saint Legs. Id: 21030, amount: 1	
[4/17/23 01:16PM] Gave item to X. Name: $10 Bond. Id: 23057, amount: 1	
[4/17/23 01:16PM] Received item from X. Name: Blood Vitur. Id: 8136, amount: 1	
[4/17/23 03:06PM] Gave item to Sam. Name: Tarn token. Id: 10835, amount: 300907	
[4/17/23 03:06PM] Received item from Sam. Name: Aura (T6). Id: 23049, amount: 1	
[4/17/23 03:29PM] Gave item to Krafty. Name: Antique Staff. Id: 23145, amount: 1	
[4/17/23 03:29PM] Received item from Krafty. Name: Tarn token. Id: 10835, amount: 5000	
[4/17/23 05:35PM] Gave item to Mastercroz. Name: Coin. Id: 995, amount: 100114312	
[4/17/23 05:35PM] Gave item to Mastercroz. Name: Vote scroll. Id: 23020, amount: 2	
[4/17/23 05:35PM] Received item from Mastercroz. Name: Gold Helm. Id: 11183, amount: 1	
[4/17/23 07:04PM] Received item from Suh. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/17/23 10:02PM] Gave item to Nobledefeat. Name: Conqueror Crossbow. Id: 4022, amount: 1	
[4/17/23 10:02PM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 50000	
[4/17/23 11:06PM] Gave item to Just Kirbs. Name: Antique Bow. Id: 23144, amount: 1	
[4/17/23 11:06PM] Gave item to Just Kirbs. Name: Lava bones. Id: 2023, amount: 5388	
[4/18/23 12:28AM] Gave item to Time. Name: Tarn token. Id: 10835, amount: 50762	
[4/18/23 12:28AM] Gave item to Time. Name: Vote scroll. Id: 23020, amount: 1	
[4/18/23 12:45AM] Gave item to Sad. Name: Aura (T6). Id: 23049, amount: 1	
[4/18/23 12:45AM] Received item from Sad. Name: Tarn token. Id: 10835, amount: 200000	
[4/18/23 12:52AM] Gave item to Just Kirbs. Name: Collector necklace. Id: 19886, amount: 1	
[4/18/23 01:28AM] Gave item to Time. Name: Fury shark. Id: 17818, amount: 96	
[4/18/23 02:14AM] Received item from Sharpy0123. Name: Executive Legs. Id: 4686, amount: 1	
[4/18/23 02:14AM] Gave item to Just Kirbs. Name: Executive Legs. Id: 4686, amount: 1	
[4/18/23 06:44AM] Gave item to Rokas. Name: Blood Helm. Id: 8813, amount: 1	
[4/18/23 06:44AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 300000	
[4/18/23 06:49AM] Gave item to Edvinas. Name: Tarn token. Id: 10835, amount: 60000	
[4/18/23 06:49AM] Received item from Edvinas. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 07:04AM] Gave item to Boterkoek. Name: Tarn token. Id: 10835, amount: 150000	
[4/18/23 07:04AM] Gave item to Boterkoek. Name: Gold Cape. Id: 11762, amount: 1	
[4/18/23 07:04AM] Received item from Boterkoek. Name: Unknown Cape. Id: 21045, amount: 1	
[4/18/23 08:09AM] Gave item to Vetarn. Name: Tarn token. Id: 10835, amount: 96051	
[4/18/23 08:09AM] Received item from Vetarn. Name: Vote scroll. Id: 23020, amount: 5	
[4/18/23 08:43AM] Gave item to Alakazam. Name: Lust Staff. Id: 8809, amount: 1	
[4/18/23 03:29PM] Gave item to Jackal. Name: Tarn token. Id: 10835, amount: 110000	
[4/18/23 03:29PM] Received item from Jackal. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 03:29PM] Received item from Jackal. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 03:29PM] Received item from Jackal. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 03:29PM] Received item from Jackal. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/18/23 03:29PM] Received item from Jackal. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/18/23 03:41PM] Gave item to Jackal. Name: Tarn token. Id: 10835, amount: 2000	
[4/18/23 04:01PM] Gave item to Kinda Savage. Name: Executive Boots. Id: 8274, amount: 1	
[4/18/23 04:01PM] Received item from Kinda Savage. Name: Tarn token. Id: 10835, amount: 150000	
[4/18/23 04:34PM] Gave item to Moist. Name: Tarn token. Id: 10835, amount: 216055	
[4/18/23 04:34PM] Received item from Moist. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 06:54PM] Gave item to Mondo. Name: Tarn token. Id: 10835, amount: 120000	
[4/18/23 06:54PM] Received item from Mondo. Name: $1 Scroll. Id: 10946, amount: 3	
[4/18/23 11:00PM] Received item from Suh. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/18/23 11:00PM] Received item from Suh. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/18/23 11:00PM] Received item from Suh. Name: Yasuda Head. Id: 4075, amount: 1	
[4/18/23 11:03PM] Received item from Suh. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/18/23 11:15PM] Gave item to Mirkys. Name: Tarn token. Id: 10835, amount: 40000	
[4/18/23 11:15PM] Received item from Mirkys. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 11:46PM] Gave item to K8. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 12:35AM] Received item from Entropy. Name: $10 Bond. Id: 23057, amount: 8091	
[4/19/23 12:56AM] Received item from Lucky. Name: Tarn token. Id: 10835, amount: 56007681	
[4/19/23 12:59AM] Received item from K8. Name: $10 Bond. Id: 23057, amount: 16	
[4/19/23 08:50AM] Gave item to Juust. Name: Nite Boots. Id: 17622, amount: 1	
[4/19/23 08:50AM] Received item from Juust. Name: Vote scroll. Id: 23020, amount: 8	
[4/19/23 04:44PM] Gave item to Forest. Name: Tarn token. Id: 10835, amount: 350000	
[4/19/23 04:44PM] Received item from Forest. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 04:51PM] Gave item to Rasengan. Name: Tarn token. Id: 10835, amount: 180000	
[4/19/23 04:51PM] Received item from Rasengan. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 03:10AM] Gave item to Ronnie V2. Name: Tarn token. Id: 10835, amount: 120000	
[4/20/23 03:10AM] Received item from Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 03:10AM] Received item from Ronnie V2. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 03:27AM] Gave item to Imbalance. Name: Tarn token. Id: 10835, amount: 15000	
[4/20/23 03:27AM] Received item from Imbalance. Name: $1 Scroll. Id: 10946, amount: 1	
[4/20/23 04:47AM] Gave item to Zeven. Name: Antique Gloves. Id: 8819, amount: 1	
[4/20/23 04:47AM] Gave item to Zeven. Name: Forsaken Gloves. Id: 14913, amount: 1	
[4/20/23 05:59AM] Received item from Like My Peep. Name: Damp tinderbox. Id: 4073, amount: 1	
[4/20/23 07:00AM] Gave item to Kinda Savage. Name: Upgrade Token. Id: 20503, amount: 1	
[4/20/23 01:40PM] Gave item to Dvx. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/20/23 01:40PM] Received item from Dvx. Name: Imperial Staff. Id: 18629, amount: 1	
[4/20/23 02:46PM] Gave item to Dvx. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 02:46PM] Received item from Dvx. Name: Vote scroll. Id: 23020, amount: 2	
[4/22/23 04:14AM] Gave item to Tarnow. Name: Fighter Wings. Id: 14321, amount: 1	
[4/22/23 04:14AM] Gave item to Tarnow. Name: Tarn token. Id: 10835, amount: 213028	
[4/22/23 04:14AM] Gave item to Tarnow. Name: Coin. Id: 995, amount: 8832549	
[4/22/23 04:14AM] Received item from Tarnow. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/22/23 04:14AM] Received item from Tarnow. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/22/23 04:14AM] Received item from Tarnow. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/22/23 05:30AM] Gave item to Ainokea. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 05:30AM] Received item from Ainokea. Name: Tarn token. Id: 10835, amount: 800000	
[4/22/23 05:39AM] Received item from Like My Peep. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/22/23 05:42AM] Gave item to Gor3whor3. Name: Tarn token. Id: 10835, amount: 45000	
[4/22/23 05:42AM] Received item from Gor3whor3. Name: $1 Scroll. Id: 10946, amount: 1	
[4/22/23 05:43AM] Gave item to Princespeach. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 05:43AM] Received item from Princespeach. Name: Tarn token. Id: 10835, amount: 300000	
[4/22/23 05:49AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 2500994	
[4/22/23 05:49AM] Received item from Onlyfans. Name: Sovereignty prayer scroll. Id: 23169, amount: 1	
[4/22/23 05:02PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 939884	
[4/22/23 05:02PM] Received item from Arab. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:02PM] Received item from Arab. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Executive Bow. Id: 5012, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Executive Body. Id: 4685, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Onyx Helm. Id: 20427, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: $10 Bond. Id: 23057, amount: 1	
[4/22/23 05:37PM] Received item from Powers. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/22/23 05:55PM] Received item from Suh. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 05:55PM] Received item from Suh. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:53PM] Gave item to Puff. Name: Champion Helm. Id: 15924, amount: 1	
[4/22/23 06:53PM] Gave item to Puff. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 06:53PM] Gave item to Puff. Name: Rogue Legs. Id: 22125, amount: 1	
[4/22/23 06:53PM] Gave item to Puff. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 06:53PM] Gave item to Puff. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 06:53PM] Received item from Puff. Name: Tarn token. Id: 10835, amount: 5915	
[4/22/23 07:37PM] Gave item to Yavid. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/22/23 07:37PM] Received item from Yavid. Name: Tarn token. Id: 10835, amount: 750000	
[4/22/23 10:36PM] Gave item to Railtech. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Tarn token. Id: 10835, amount: 141729	
[4/22/23 10:36PM] Received item from Railtech. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Green stone. Id: 15251, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Crystal. Id: 2381, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 10:36PM] Received item from Railtech. Name: Slayer ticket. Id: 5023, amount: 54	
[4/22/23 10:43PM] Gave item to Railtech. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 10:43PM] Received item from Railtech. Name: Nite Body. Id: 17616, amount: 1	
[4/22/23 10:43PM] Received item from Railtech. Name: Demonlord Helm. Id: 14184, amount: 1	
[4/22/23 10:43PM] Received item from Railtech. Name: Blood Gloves. Id: 16194, amount: 1	
[4/22/23 10:43PM] Received item from Railtech. Name: Nagi Ring. Id: 21069, amount: 1	
[4/22/23 11:10PM] Gave item to O T T E R. Name: Tarn token. Id: 10835, amount: 1000000	
[4/22/23 11:10PM] Received item from O T T E R. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 11:41PM] Gave item to Nobledefeat. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/22/23 11:41PM] Received item from Nobledefeat. Name: Tarn token. Id: 10835, amount: 10719271	
[4/22/23 11:41PM] Received item from Nobledefeat. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/22/23 11:41PM] Received item from Nobledefeat. Name: Shinigami Boots. Id: 13332, amount: 1	
[4/23/23 12:07AM] Gave item to Puff. Name: Lucifer boots. Id: 22103, amount: 1	
[4/23/23 12:07AM] Gave item to Puff. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 01:07AM] Received item from Like My Peep. Name: Varth Bow. Id: 22148, amount: 1	
[4/23/23 01:08AM] Gave item to Tew. Name: Tarn token. Id: 10835, amount: 1000534	
[4/23/23 01:08AM] Received item from Tew. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 01:08AM] Received item from Tew. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 02:15AM] Gave item to Profeta. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 02:16AM] Gave item to Profeta. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Lust Legging. Id: 8808, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Lust Poncho. Id: 8807, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Demonlord Helm. Id: 14184, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Blood Gloves. Id: 16194, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Godly Boots. Id: 14053, amount: 1	
[4/23/23 03:55AM] Gave item to Jordy. Name: Lust Staff. Id: 8809, amount: 1	
[4/23/23 03:55AM] Received item from Jordy. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/23/23 04:33AM] Received item from Nelly. Name: Overpowered chest (OP). Id: 20488, amount: 1	
[4/23/23 05:00AM] Gave item to Elviszo. Name: Godly Bow. Id: 21018, amount: 1	
[4/23/23 05:00AM] Gave item to Elviszo. Name: Godly Boots. Id: 14053, amount: 1	
[4/23/23 06:35AM] Gave item to Just Kirbs. Name: Frieza Helm. Id: 11763, amount: 1	
