[4/15/23 09:50AM] Received item from Light. Name: Zinq body. Id: 23051, amount: 1	
[4/15/23 06:38PM] Received item from Light. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/15/23 06:38PM] Received item from Light. Name: Sacred Scythe. Id: 17664, amount: 1	
[4/15/23 08:13PM] Received item from Light. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/15/23 08:13PM] Received item from Light. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Imperial amulet. Id: 20092, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Zinq body. Id: 23051, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Zinq legs. Id: 23052, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Tormented Boots. Id: 21041, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Zinq helm. Id: 23050, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Zinq shield. Id: 23056, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/15/23 08:24PM] Gave item to Tellur. Name: Mystic staff. Id: 23026, amount: 1	
[4/15/23 08:27PM] Received item from Light. Name: Malvek Helm. Id: 19160, amount: 1	
[4/15/23 09:48PM] Gave item to Tellur. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/15/23 09:48PM] Gave item to Tellur. Name: Antique Helm. Id: 8816, amount: 1	
[4/15/23 09:48PM] Gave item to Tellur. Name: Inferno Body. Id: 13301, amount: 1	
[4/15/23 10:05PM] Gave item to Tellur. Name: Aberrant Cape. Id: 4367, amount: 1	
[4/15/23 10:05PM] Gave item to Tellur. Name: Inferno Shield. Id: 13306, amount: 1	
[4/15/23 10:05PM] Gave item to Tellur. Name: Aberrant Legs. Id: 20594, amount: 1	
[4/15/23 10:09PM] Gave item to Jig Saw. Name: Unknown Helm. Id: 21042, amount: 1	
[4/15/23 10:09PM] Gave item to Jig Saw. Name: Tormented Cape. Id: 21039, amount: 1	
[4/15/23 10:09PM] Received item from Jig Saw. Name: Sinful Hat. Id: 14733, amount: 1	
[4/16/23 06:00AM] Gave item to Light. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 05:26PM] Received item from Light. Name: Godly Legs. Id: 14052, amount: 1	
[4/16/23 05:55PM] Received item from Light. Name: Emerald Coif. Id: 11001, amount: 1	
[4/16/23 06:38PM] Received item from Light. Name: Tarn token. Id: 10835, amount: 90000	
[4/16/23 06:43PM] Received item from Light. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:43PM] Gave item to Jig Saw. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:44PM] Received item from Jig Saw. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:45PM] Received item from Jig Saw. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:45PM] Gave item to Light. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:45PM] Gave item to Jig Saw. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 07:00PM] Gave item to Jig Saw. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/16/23 07:05PM] Gave item to Jig Saw. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 07:05PM] Received item from Jig Saw. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 07:21PM] Gave item to Jig Saw. Name: Collector necklace II. Id: 19888, amount: 1	
[4/16/23 07:44PM] Gave item to Jig Saw. Name: $10 Bond. Id: 23057, amount: 1	
[4/16/23 07:55PM] Gave item to Jig Saw. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 08:15PM] Received item from Jig Saw. Name: $10 Bond. Id: 23057, amount: 1	
[4/17/23 10:37AM] Gave item to Tellur. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Tormented Shield. Id: 21049, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Malvek Helm. Id: 19160, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Champion Boots. Id: 16272, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Collector necklace II. Id: 19888, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/17/23 11:28AM] Gave item to Tellur. Name: Infinite prayer potion (T1). Id: 23121, amount: 1	
[4/17/23 11:42AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 01:15PM] Received item from Tellur. Name: Infinite prayer potion (T1). Id: 23121, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Collector necklace II. Id: 19888, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Champion Boots. Id: 16272, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Malvek Helm. Id: 19160, amount: 1	
[4/17/23 01:15PM] Received item from Tellur. Name: Tormented Shield. Id: 21049, amount: 1	
[4/17/23 01:15PM] Gave item to Tellur. Name: Champion Helm. Id: 15924, amount: 1	
[4/17/23 04:11PM] Gave item to Light. Name: Rogue Boots. Id: 22122, amount: 1	
[4/17/23 04:29PM] Received item from Light. Name: Rogue Legs. Id: 22125, amount: 1	
[4/17/23 05:50PM] Received item from Light. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/17/23 06:03PM] Gave item to Light. Name: Aura (T6). Id: 23049, amount: 1	
[4/17/23 06:37PM] Received item from Alex. Name: Forsaken Sword. Id: 14915, amount: 1	
[4/17/23 06:37PM] Received item from Alex. Name: Cleric Teddybear. Id: 19800, amount: 1	
[4/17/23 06:46PM] Gave item to Alex. Name: Forsaken Sword. Id: 14915, amount: 1	
[4/17/23 06:46PM] Gave item to Alex. Name: Cleric Teddybear. Id: 19800, amount: 1	
[4/17/23 07:50PM] Gave item to Light. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/18/23 08:31AM] Received item from Tellur. Name: Tarn token. Id: 10835, amount: 75000	
[4/18/23 08:57AM] Received item from Light. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 08:59AM] Gave item to Tellur. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 02:14PM] Gave item to Light. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Doom Aura. Id: 12614, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Rogue Gloves. Id: 22123, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Godly Helm. Id: 14050, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 05:21PM] Gave item to Notcam. Name: Lava bones. Id: 2023, amount: 14892	
[4/18/23 05:26PM] Gave item to Notcam. Name: Titan Helm. Id: 8803, amount: 1	
[4/18/23 05:26PM] Gave item to Notcam. Name: Antique Body. Id: 8817, amount: 1	
[4/18/23 05:26PM] Gave item to Notcam. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/18/23 07:08PM] Received item from Tellur. Name: Tarn token. Id: 10835, amount: 130000	
[4/19/23 06:20PM] Received item from Alex. Name: Slayer ticket. Id: 5023, amount: 8500	
[4/19/23 06:20PM] Received item from Alex. Name: Tarn token. Id: 10835, amount: 450000	
[4/19/23 06:20PM] Received item from Alex. Name: Upgrade Token. Id: 20503, amount: 8	
[4/19/23 06:20PM] Received item from Alex. Name: $1 Scroll. Id: 10946, amount: 22	
[4/19/23 06:23PM] Received item from Alex. Name: Astral token. Id: 20435, amount: 1	
[4/19/23 06:32PM] Received item from Tellur. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 07:40PM] Gave item to Tellur. Name: Godly Bow. Id: 21018, amount: 1	
[4/19/23 07:45PM] Received item from Tellur. Name: Rune platebody (h2). Id: 19486, amount: 1	
[4/20/23 08:14AM] Gave item to Light. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 01:35PM] Gave item to Tellur. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 01:35PM] Received item from Tellur. Name: Groudon Staff. Id: 13640, amount: 1	
[4/20/23 01:38PM] Received item from Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/20/23 01:41PM] Received item from Light. Name: $1 Scroll. Id: 10946, amount: 108	
[4/20/23 01:48PM] Received item from Light. Name: Prosperous prayer scroll. Id: 23170, amount: 1	
[4/20/23 03:03PM] Gave item to Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/20/23 03:04PM] Received item from Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/20/23 03:33PM] Gave item to Light. Name: Tarn token. Id: 10835, amount: 2042896	
[4/20/23 03:39PM] Received item from Light. Name: Demonlord Boots. Id: 14180, amount: 1	
[4/20/23 06:06PM] Gave item to Light. Name: Adamant platebody (h1). Id: 19482, amount: 1	
[4/20/23 06:06PM] Gave item to Light. Name: Deviant Wings. Id: 21024, amount: 1	
[4/20/23 06:06PM] Received item from Light. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 06:13PM] Gave item to Light. Name: Infinite healing potion (T1). Id: 23118, amount: 1	
[4/20/23 06:13PM] Received item from Light. Name: Vote scroll. Id: 23020, amount: 21	
[4/21/23 05:15AM] Gave item to Tellur. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/21/23 05:15AM] Gave item to Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/21/23 05:15AM] Received item from Tellur. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 01:11PM] Received item from Light. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 01:26PM] Received item from Tellur. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 01:26PM] Received item from Tellur. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic book. Id: 23027, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic boots. Id: 23025, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic body. Id: 23022, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic legs. Id: 23023, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic gloves. Id: 23024, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic staff. Id: 23026, amount: 1	
[4/21/23 01:31PM] Gave item to Tellur. Name: Mystic helm. Id: 23021, amount: 1	
[4/21/23 02:36PM] Received item from Tellur. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/21/23 04:37PM] Gave item to Tellur. Name: Malvek Katana. Id: 14018, amount: 1	
[4/21/23 04:37PM] Gave item to Tellur. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 04:37PM] Gave item to Tellur. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:56AM] Received item from Tellur. Name: Tyrant Body. Id: 14192, amount: 1	
[4/22/23 07:27AM] Gave item to Tellur. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/22/23 07:27AM] Received item from Tellur. Name: Lucifer's wings. Id: 22105, amount: 1	
[4/22/23 07:38AM] Received item from Light. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 07:38AM] Received item from Light. Name: Fazula Gloves. Id: 4070, amount: 1	
[4/22/23 07:38AM] Received item from Light. Name: Lili Aura. Id: 22142, amount: 1	
[4/22/23 07:38AM] Received item from Light. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/22/23 07:38AM] Received item from Light. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 07:39AM] Gave item to Light. Name: Executive Cape. Id: 9939, amount: 1	
[4/22/23 07:39AM] Gave item to Light. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 07:39AM] Gave item to Light. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 07:39AM] Gave item to Light. Name: Lili Aura. Id: 22142, amount: 1	
[4/22/23 07:42AM] Gave item to Tellur. Name: Rogue Gloves. Id: 22123, amount: 1	
[4/22/23 07:42AM] Received item from Tellur. Name: Agumon Body. Id: 22153, amount: 1	
[4/22/23 09:11AM] Received item from Tellur. Name: White Wings. Id: 22166, amount: 1	
[4/22/23 07:51PM] Received item from Tellur. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/22/23 07:51PM] Received item from Tellur. Name: Griffin's statuette. Id: 15588, amount: 1	
[4/22/23 07:51PM] Received item from Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/22/23 07:51PM] Received item from Tellur. Name: Scylla Gloves. Id: 14367, amount: 1	
[4/22/23 07:51PM] Received item from Tellur. Name: Evil Boots. Id: 14329, amount: 1	
[4/22/23 07:52PM] Received item from Tellur. Name: Groudon Helm. Id: 21934, amount: 1	
[4/22/23 07:52PM] Received item from Tellur. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Evil Boots. Id: 14329, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Groudon Helm. Id: 21934, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Griffin's statuette. Id: 15588, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Fighter Body. Id: 14311, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/22/23 09:29PM] Gave item to Tellur. Name: Scylla Gloves. Id: 14367, amount: 1	
[4/22/23 09:39PM] Gave item to Tellur. Name: Tarn token. Id: 10835, amount: 7181438	
[4/22/23 09:53PM] Received item from Tellur. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 10:57PM] Gave item to Tellur. Name: Tarn token. Id: 10835, amount: 942812	
[4/22/23 10:59PM] Received item from Tellur. Name: Tarn token. Id: 10835, amount: 40082864	
[4/22/23 11:02PM] Gave item to Tellur. Name: Tarn token. Id: 10835, amount: 10000	
[4/23/23 07:50AM] Received item from Light. Name: Tarn token. Id: 10835, amount: 2200000	
[4/23/23 07:50AM] Received item from Light. Name: Tarn token. Id: 10835, amount: 300000	
[4/23/23 07:51AM] Gave item to Light. Name: Varth Bow. Id: 22148, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Fazula Gloves. Id: 4070, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Agumon Body. Id: 22153, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Owner's cape. Id: 7995, amount: 1	
[4/23/23 07:53AM] Gave item to Light. Name: Lili Aura. Id: 22142, amount: 1	
[4/23/23 07:53AM] Received item from Light. Name: Groudon Shield. Id: 13964, amount: 1	
[4/23/23 07:53AM] Received item from Light. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 07:53AM] Received item from Light. Name: Lili Aura. Id: 22142, amount: 1	
[4/23/23 07:53AM] Received item from Light. Name: Executive Cape. Id: 9939, amount: 1	
[4/23/23 07:54AM] Received item from Light. Name: Agumon Body. Id: 22153, amount: 1	
[4/23/23 07:56AM] Gave item to Arab. Name: Nite Hammer. Id: 17698, amount: 1	
[4/23/23 07:56AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 15000000	
[4/23/23 07:56AM] Received item from Arab. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 08:28AM] Gave item to Light. Name: Lava bones. Id: 2023, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Evil Boots. Id: 14329, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Scylla Legs. Id: 14371, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Scylla Gloves. Id: 14367, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Griffin's statuette. Id: 15588, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Groudon Aura. Id: 15448, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/23/23 08:40AM] Received item from Tellur. Name: Fighter Body. Id: 14311, amount: 1	
