[4/17/23 08:46PM] Received item from Sad. Name: Titan Helm. Id: 8803, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Collector necklace II. Id: 19888, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Elite Bow. Id: 8411, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Tyrant Aura. Id: 12608, amount: 1	
[4/21/23 03:19PM] Gave item to Grizzly. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:21PM] Gave item to Grizzly. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 03:23PM] Gave item to Grizzly. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Gave item to Grizzly. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Gave item to Grizzly. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:23PM] Gave item to Grizzly. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 03:37PM] Gave item to Grizzly. Name: Dragon spear (p+). Id: 13774, amount: 1	
