[4/18/23 07:47PM] Received item from Zamby96. Name: Nagi Body. Id: 21063, amount: 1	
[4/27/23 08:29AM] Received item from Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:35AM] Gave item to Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:35AM] Received item from Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:38AM] Gave item to Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:38AM] Received item from Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:41AM] Gave item to Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:41AM] Received item from Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:42AM] Gave item to Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:42AM] Received item from Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:46AM] Gave item to Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:46AM] Received item from Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:46AM] Gave item to Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 08:46AM] Received item from Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:47AM] Gave item to Washi. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 08:47AM] Received item from Washi. Name: Gold Gloves. Id: 11181, amount: 1	
[4/27/23 09:23AM] Gave item to Just Kirbs. Name: Aura (T6). Id: 23049, amount: 1	
[4/27/23 09:23AM] Received item from Just Kirbs. Name: Tarn token. Id: 10835, amount: 4000170	
[4/27/23 09:32AM] Gave item to Rhiannon. Name: Tarn token. Id: 10835, amount: 400000	
[4/27/23 09:32AM] Received item from Rhiannon. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 11:03AM] Gave item to Rhiannon. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 11:03AM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 450840	
[4/27/23 11:13AM] Gave item to Muscularity. Name: Aura (T6). Id: 23049, amount: 1	
[4/27/23 11:13AM] Received item from Muscularity. Name: Tarn token. Id: 10835, amount: 3000000	
[4/27/23 11:23AM] Gave item to Tera Wrist. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 11:23AM] Received item from Tera Wrist. Name: Tarn token. Id: 10835, amount: 15000000	
[4/27/23 12:17PM] Gave item to Kinda Savage. Name: Fazula Staff. Id: 4071, amount: 1	
[4/27/23 12:17PM] Received item from Kinda Savage. Name: Executive Bow. Id: 5012, amount: 1	
[4/27/23 12:20PM] Gave item to Kinda Savage. Name: Executive Bow. Id: 5012, amount: 1	
[4/27/23 12:20PM] Received item from Kinda Savage. Name: Fazula Staff. Id: 4071, amount: 1	
[4/27/23 02:36PM] Gave item to Oblivion. Name: Tarn token. Id: 10835, amount: 45000000	
[4/27/23 02:36PM] Received item from Oblivion. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/27/23 04:15PM] Received item from Kabal. Name: Agumon Bow. Id: 22155, amount: 1	
[4/27/23 06:23PM] Received item from Loonasee. Name: Tarn token. Id: 10835, amount: 13000000	
[4/27/23 06:26PM] Received item from Loonasee. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 06:48PM] Gave item to Oxvici. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 06:48PM] Received item from Oxvici. Name: Tarn token. Id: 10835, amount: 20000000	
[4/27/23 07:02PM] Gave item to Loonasee. Name: Demon Bow. Id: 22134, amount: 1	
[4/27/23 07:02PM] Received item from Loonasee. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 07:14PM] Gave item to Weed. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 07:14PM] Received item from Weed. Name: Tarn token. Id: 10835, amount: 4043006	
[4/27/23 07:29PM] Gave item to Inherited. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 07:29PM] Gave item to Inherited. Name: Rogue Legs. Id: 22125, amount: 1	
[4/27/23 07:29PM] Gave item to Inherited. Name: Godly Cape. Id: 1485, amount: 1	
[4/27/23 07:29PM] Gave item to Inherited. Name: Rogue Aura. Id: 12610, amount: 1	
[4/27/23 07:29PM] Gave item to Inherited. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 07:30PM] Received item from Loonasee. Name: Black Goku Head. Id: 14440, amount: 1	
[4/27/23 07:32PM] Gave item to N O R O. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 07:32PM] Received item from N O R O. Name: Tarn token. Id: 10835, amount: 850000	
