[4/15/23 04:56PM] Received item from Like My Peep. Name: Lava bones. Id: 2023, amount: 1000	
[4/17/23 12:01PM] Received item from L I T S. Name: Tarn token. Id: 10835, amount: 200000	
[4/17/23 12:01PM] Received item from L I T S. Name: Vote scroll. Id: 23020, amount: 5	
[4/17/23 12:02PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 135000	
[4/17/23 12:02PM] Received item from Inherited. Name: Vote scroll. Id: 23020, amount: 9	
[4/17/23 12:03PM] Gave item to H3ntai. Name: Vote scroll. Id: 23020, amount: 26	
[4/17/23 12:03PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 20401834	
[4/17/23 12:03PM] Received item from H3ntai. Name: Tarn token. Id: 10835, amount: 15839	
[4/17/23 12:03PM] Received item from H3ntai. Name: PvM Casket. Id: 2736, amount: 10	
[4/17/23 12:04PM] Received item from H3ntai. Name: Cursed Box. Id: 15003, amount: 1	
[4/17/23 12:04PM] Received item from H3ntai. Name: $25 Bond. Id: 23058, amount: 1	
[4/17/23 12:04PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 19000000	
[4/17/23 12:18PM] Gave item to H3ntai. Name: Collector necklace. Id: 19886, amount: 1	
[4/17/23 12:23PM] Gave item to H3ntai. Name: Vote scroll. Id: 23020, amount: 17	
[4/17/23 12:23PM] Received item from H3ntai. Name: Tarn token. Id: 10835, amount: 30336	
[4/17/23 12:24PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 50000	
[4/17/23 12:24PM] Received item from Inherited. Name: Vote scroll. Id: 23020, amount: 4	
[4/17/23 12:24PM] Gave item to H3ntai. Name: Vote scroll. Id: 23020, amount: 4	
[4/17/23 12:25PM] Received item from H3ntai. Name: Gracious Box. Id: 15002, amount: 1	
[4/17/23 12:25PM] Received item from H3ntai. Name: $25 Bond. Id: 23058, amount: 2	
[4/17/23 12:25PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 15000843	
[4/17/23 12:34PM] Gave item to Inherited. Name: Blood Vitur. Id: 8136, amount: 1	
[4/17/23 12:34PM] Received item from Inherited. Name: $10 Bond. Id: 23057, amount: 2	
[4/17/23 12:35PM] Received item from Inherited. Name: Doom Aura. Id: 12614, amount: 1	
[4/17/23 12:37PM] Gave item to Shockr. Name: Tarn token. Id: 10835, amount: 500000	
[4/17/23 12:37PM] Gave item to Shockr. Name: Doom Aura. Id: 12614, amount: 1	
[4/17/23 12:37PM] Gave item to Shockr. Name: Collector necklace. Id: 19886, amount: 1	
[4/17/23 12:37PM] Received item from Shockr. Name: $25 Bond. Id: 23058, amount: 1	
[4/17/23 12:39PM] Received item from H3ntai. Name: Cursed Box. Id: 15003, amount: 1	
[4/17/23 12:39PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 5924297	
[4/17/23 12:40PM] Gave item to H3ntai. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 01:49PM] Gave item to Rhiannon. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/17/23 01:49PM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 100000	
[4/17/23 03:05PM] Received item from Like My Peep. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/17/23 03:23PM] Received item from H3ntai. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 03:23PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 23805514	
[4/17/23 04:28PM] Gave item to Nicolly. Name: Tarn token. Id: 10835, amount: 130230	
[4/17/23 04:28PM] Gave item to Nicolly. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 04:28PM] Received item from Nicolly. Name: Vote scroll. Id: 23020, amount: 10	
[4/17/23 04:29PM] Gave item to Nicolly. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/17/23 04:29PM] Gave item to Nicolly. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 04:29PM] Gave item to Nicolly. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 04:43PM] Gave item to Mastercroz. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 04:43PM] Received item from Mastercroz. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 04:43PM] Gave item to Matt0804. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 04:43PM] Received item from Matt0804. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 05:43PM] Received item from H3ntai. Name: Coin. Id: 995, amount: 6503754	
[4/17/23 05:43PM] Received item from H3ntai. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/17/23 05:43PM] Received item from H3ntai. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/17/23 05:47PM] Received item from H3ntai. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:47PM] Received item from H3ntai. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:47PM] Received item from H3ntai. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:47PM] Received item from H3ntai. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:47PM] Received item from H3ntai. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/17/23 05:50PM] Gave item to Like My Peep. Name: AFK ticket. Id: 5020, amount: 341310	
[4/17/23 05:50PM] Received item from Like My Peep. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 05:50PM] Received item from Like My Peep. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 06:01PM] Gave item to Madara. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 06:01PM] Gave item to Madara. Name: Emerald Body. Id: 11002, amount: 1	
[4/17/23 06:01PM] Gave item to Madara. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 06:01PM] Received item from Madara. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 06:26PM] Gave item to Death. Name: Tarn token. Id: 10835, amount: 75000	
[4/17/23 06:26PM] Received item from Death. Name: Vote scroll. Id: 23020, amount: 5	
[4/17/23 06:32PM] Received item from Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 07:23PM] Gave item to Amura. Name: Executive Legs. Id: 4686, amount: 1	
[4/17/23 07:23PM] Received item from Amura. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 07:23PM] Gave item to Winter. Name: Executive Legs. Id: 4686, amount: 1	
[4/17/23 07:23PM] Received item from Winter. Name: Tarn token. Id: 10835, amount: 150000	
[4/17/23 07:24PM] Gave item to Razvy. Name: Executive Legs. Id: 4686, amount: 1	
[4/17/23 07:24PM] Received item from Razvy. Name: Tarn token. Id: 10835, amount: 90768	
[4/17/23 07:29PM] Gave item to Zaryte. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/17/23 07:50PM] Gave item to Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 05:56AM] Gave item to Payne. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 05:58AM] Gave item to Partyskiller. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 05:58AM] Gave item to Partyskiller. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 05:58AM] Gave item to Partyskiller. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 05:58AM] Gave item to Partyskiller. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 05:59AM] Gave item to Bokito. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 05:59AM] Gave item to Bokito. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 05:59AM] Gave item to Bokito. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 05:59AM] Gave item to Bokito. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 05:59AM] Gave item to Bokito. Name: Lava bones. Id: 2023, amount: 5000	
[4/18/23 06:00AM] Gave item to A Fatality. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 06:02AM] Gave item to Moist. Name: Nite Hammer. Id: 17698, amount: 1	
[4/18/23 06:03AM] Received item from Moist. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 06:03AM] Gave item to Rhiannon. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:03AM] Received item from Rhiannon. Name: $10 Bond. Id: 23057, amount: 14	
[4/18/23 06:03AM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 1500000	
[4/18/23 06:58AM] Gave item to Nobledefeat. Name: Obsidian Crossbow Off-Hand. Id: 23067, amount: 1	
[4/18/23 06:58AM] Gave item to Nobledefeat. Name: Obsidian Helm. Id: 23061, amount: 1	
[4/18/23 06:58AM] Gave item to Nobledefeat. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/18/23 06:58AM] Received item from Nobledefeat. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 06:58AM] Received item from Nobledefeat. Name: Vote scroll. Id: 23020, amount: 6	
[4/18/23 06:58AM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 22	
[4/18/23 07:15AM] Gave item to Nobledefeat. Name: Obsidian Legs. Id: 23063, amount: 1	
[4/18/23 07:38AM] Gave item to Rokas. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 07:38AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 08:13AM] Gave item to Alakazam. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 08:13AM] Received item from Alakazam. Name: Tarn token. Id: 10835, amount: 250559	
[4/18/23 08:14AM] Gave item to Kebab. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 08:14AM] Received item from Kebab. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 08:19AM] Gave item to Mr Code0. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 08:19AM] Gave item to Mr Code0. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 08:19AM] Gave item to Mr Code0. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 08:44AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 150000	
[4/18/23 08:44AM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 08:46AM] Gave item to Nobledefeat. Name: Blood Body. Id: 8814, amount: 1	
[4/18/23 08:46AM] Gave item to Nobledefeat. Name: Onyx Legs. Id: 20095, amount: 1	
[4/18/23 08:50AM] Gave item to Kebab. Name: Lili Body. Id: 22137, amount: 1	
[4/18/23 08:55AM] Gave item to Erikenzo. Name: Owner's cape. Id: 7995, amount: 1	
[4/18/23 09:28AM] Gave item to Immortal. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 09:28AM] Received item from Immortal. Name: Tarn token. Id: 10835, amount: 1633733	
[4/18/23 09:45AM] Gave item to Zshana. Name: Tyrant Body. Id: 14192, amount: 1	
[4/18/23 09:45AM] Gave item to Zshana. Name: Tyrant Body. Id: 14192, amount: 1	
[4/18/23 09:45AM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 2000000	
[4/18/23 09:53AM] Gave item to Nobledefeat. Name: Lili Staff. Id: 22143, amount: 1	
[4/18/23 10:08AM] Gave item to Isyutaru. Name: Tarn token. Id: 10835, amount: 100000	
[4/18/23 10:08AM] Received item from Isyutaru. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:09AM] Gave item to Jj Fly. Name: Tarn token. Id: 10835, amount: 801230	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Received item from Jj Fly. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/18/23 10:09AM] Gave item to 2147m. Name: Tarn token. Id: 10835, amount: 200000	
[4/18/23 10:09AM] Received item from 2147m. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:09AM] Received item from 2147m. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:10AM] Gave item to Smartass. Name: Tarn token. Id: 10835, amount: 200000	
[4/18/23 10:10AM] Received item from Smartass. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:10AM] Received item from Smartass. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/18/23 10:10AM] Gave item to Joseph. Name: Lava bones. Id: 2023, amount: 1442	
[4/18/23 10:10AM] Received item from Joseph. Name: Fury shark. Id: 17817, amount: 1	
[4/18/23 10:23AM] Gave item to Alakazam. Name: Tarn token. Id: 10835, amount: 1000000	
[4/18/23 10:23AM] Gave item to Alakazam. Name: Executive Helm. Id: 4684, amount: 1	
[4/18/23 10:23AM] Gave item to Alakazam. Name: Onyx Legs. Id: 20095, amount: 1	
[4/18/23 10:23AM] Gave item to Alakazam. Name: Blood Body. Id: 8814, amount: 1	
[4/18/23 10:23AM] Gave item to Alakazam. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/18/23 10:23AM] Received item from Alakazam. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 10:43AM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 2	
[4/18/23 11:18AM] Gave item to Author. Name: Anchor (Special). Id: 10887, amount: 1	
[4/18/23 11:30AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 228757	
[4/18/23 12:17PM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 336108	
[4/18/23 12:17PM] Received item from Nobledefeat. Name: Vote scroll. Id: 23020, amount: 6	
[4/18/23 12:17PM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 12:19PM] Gave item to Asquad. Name: Tarn token. Id: 10835, amount: 490000	
[4/18/23 12:19PM] Received item from Asquad. Name: $1 Scroll. Id: 10946, amount: 14	
[4/18/23 12:32PM] Gave item to Inherited. Name: Lili Body. Id: 22137, amount: 1	
[4/18/23 12:32PM] Gave item to Inherited. Name: Adamant platebody (h4). Id: 19491, amount: 1	
[4/18/23 12:32PM] Gave item to Inherited. Name: Malvek Legs. Id: 19158, amount: 1	
[4/18/23 12:32PM] Received item from Inherited. Name: Tarn token. Id: 10835, amount: 309063	
[4/18/23 12:43PM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 2	
[4/18/23 12:48PM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 500059	
[4/18/23 12:48PM] Received item from Kinda Savage. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:50PM] Gave item to Zamby96. Name: Virtuos Helm. Id: 14202, amount: 1	
[4/18/23 12:50PM] Gave item to Im A Potato. Name: White Wings. Id: 22166, amount: 1	
[4/18/23 12:50PM] Gave item to Kinda Savage. Name: White Helm. Id: 22163, amount: 1	
[4/18/23 12:56PM] Gave item to Professor. Name: Tarn token. Id: 10835, amount: 500973	
[4/18/23 12:56PM] Received item from Professor. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:57PM] Gave item to Professor. Name: Tarn token. Id: 10835, amount: 100000	
[4/18/23 12:57PM] Gave item to Professor. Name: Lava bones. Id: 2023, amount: 1340	
[4/18/23 12:57PM] Received item from Professor. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 01:16PM] Gave item to Akuna. Name: Demonlord Helm. Id: 14184, amount: 1	
[4/18/23 01:16PM] Gave item to Akuna. Name: Lava bones. Id: 2023, amount: 1	
