[4/15/23 04:23AM] Gave item to Ronnie V2. Name: Tarn token. Id: 10835, amount: 1500	
[4/17/23 09:56AM] Gave item to Alex. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/17/23 09:56AM] Gave item to Alex. Name: Agumon Bow. Id: 22155, amount: 1	
[4/17/23 09:56AM] Gave item to Alex. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/17/23 09:56AM] Gave item to Alex. Name: Obsidian Aura. Id: 12612, amount: 1	
[4/17/23 09:56AM] Gave item to Alex. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/17/23 09:56AM] Gave item to Alex. Name: $10 Bond. Id: 23057, amount: 1000797923	
[4/17/23 10:52AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 01:58PM] Received item from Marble. Name: PvM Casket. Id: 2736, amount: 10	
[4/17/23 02:08PM] Gave item to Boterkoek. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 02:08PM] Received item from Boterkoek. Name: Tarn token. Id: 10835, amount: 100000	
[4/17/23 02:36PM] Received item from Netflix. Name: Agumon Body. Id: 22153, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Agumon Legs. Id: 22154, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Agumon Boots. Id: 22158, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: $10 Bond. Id: 23057, amount: 29999314	
[4/17/23 02:36PM] Received item from Netflix. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/17/23 02:36PM] Received item from Netflix. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/17/23 02:41PM] Gave item to Jroc. Name: Tarn token. Id: 10835, amount: 1000000	
[4/17/23 02:41PM] Received item from Jroc. Name: Groudon Boots. Id: 3107, amount: 1	
[4/17/23 03:28PM] Gave item to Boterkoek. Name: Unknown Cape. Id: 21045, amount: 1	
[4/17/23 03:28PM] Received item from Boterkoek. Name: Tarn token. Id: 10835, amount: 300000	
[4/17/23 03:47PM] Gave item to Heropt. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 03:47PM] Received item from Heropt. Name: Tarn token. Id: 10835, amount: 200000	
[4/17/23 04:08PM] Gave item to Happy. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/17/23 04:08PM] Received item from Happy. Name: Tarn token. Id: 10835, amount: 200000	
[4/17/23 05:36PM] Gave item to X. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/17/23 05:36PM] Received item from X. Name: Tarn token. Id: 10835, amount: 200000	
[4/17/23 05:42PM] Gave item to Author. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 07:40PM] Gave item to Slayerfly. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 07:40PM] Gave item to Slayerfly. Name: Tarn token. Id: 10835, amount: 2000000	
[4/17/23 07:40PM] Received item from Slayerfly. Name: Saiyan God Gloves. Id: 22129, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Agumon Boots. Id: 22158, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Agumon Legs. Id: 22154, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Agumon Body. Id: 22153, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: $10 Bond. Id: 23057, amount: 29999314	
[4/17/23 08:21PM] Gave item to Alex. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/17/23 08:21PM] Gave item to Alex. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/17/23 10:56PM] Gave item to Supernum. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/17/23 10:56PM] Gave item to Supernum. Name: Lili Helm. Id: 22136, amount: 1	
[4/17/23 10:56PM] Received item from Supernum. Name: Tarn token. Id: 10835, amount: 1500000	
[4/17/23 10:59PM] Gave item to Suh. Name: Tarn token. Id: 10835, amount: 1800000	
[4/17/23 10:59PM] Received item from Suh. Name: Gladiator Body. Id: 15006, amount: 1	
[4/18/23 12:03AM] Gave item to Yaekee11. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 12:03AM] Gave item to Yaekee11. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Aura. Id: 22160, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Body. Id: 22153, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Boots. Id: 22158, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Agumon Legs. Id: 22154, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/18/23 12:16AM] Received item from Bourgondier. Name: $10 Bond. Id: 23057, amount: 68999778	
[4/18/23 12:28AM] Gave item to Frog. Name: Tarn token. Id: 10835, amount: 150000	
[4/18/23 12:28AM] Received item from Frog. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 12:28AM] Received item from Frog. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 12:28AM] Received item from Frog. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 12:28AM] Gave item to Razvy. Name: Tarn token. Id: 10835, amount: 50000	
[4/18/23 12:28AM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 12:40AM] Gave item to Razvy. Name: Demonlord Gloves. Id: 14182, amount: 1	
[4/18/23 12:40AM] Gave item to Razvy. Name: Malvek Body. Id: 19159, amount: 1	
[4/18/23 12:40AM] Received item from Razvy. Name: Tarn token. Id: 10835, amount: 129194	
[4/18/23 12:40AM] Received item from Razvy. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 12:40AM] Received item from Razvy. Name: $1 Scroll. Id: 10946, amount: 1	
[4/18/23 12:49AM] Gave item to Razvy. Name: Onyx Helm. Id: 20427, amount: 1	
[4/18/23 12:49AM] Gave item to Razvy. Name: Blood Vitur. Id: 8136, amount: 1	
[4/18/23 12:49AM] Received item from Razvy. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 12:49AM] Received item from Razvy. Name: $1 Scroll. Id: 10946, amount: 1	
[4/18/23 12:50AM] Gave item to Razvy. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/18/23 12:50AM] Received item from Razvy. Name: Tarn token. Id: 10835, amount: 10657	
[4/18/23 12:55AM] Gave item to Tao. Name: Groudon Staff. Id: 13640, amount: 1	
[4/18/23 12:55AM] Gave item to Tao. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/18/23 12:55AM] Received item from Tao. Name: $10 Bond. Id: 23057, amount: 3	
[4/18/23 12:55AM] Received item from Tao. Name: $1 Scroll. Id: 10946, amount: 6	
[4/18/23 12:55AM] Received item from Tao. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 12:57AM] Gave item to Scary Terry. Name: Demonlord Legs. Id: 14186, amount: 1	
[4/18/23 12:57AM] Received item from Scary Terry. Name: $1 Scroll. Id: 10946, amount: 10	
[4/18/23 01:03AM] Gave item to Beastthao. Name: Demonlord Gloves. Id: 14182, amount: 1	
[4/18/23 01:03AM] Gave item to Beastthao. Name: Demonlord Legs. Id: 14186, amount: 1	
[4/18/23 01:03AM] Received item from Beastthao. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 01:03AM] Received item from Beastthao. Name: $1 Scroll. Id: 10946, amount: 6	
[4/18/23 01:08AM] Gave item to Time. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 02:14AM] Gave item to Suh. Name: Tarn token. Id: 10835, amount: 4500000	
[4/18/23 02:14AM] Received item from Suh. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/18/23 02:50AM] Gave item to Kensas. Name: Tarn token. Id: 10835, amount: 3360000	
[4/18/23 02:50AM] Received item from Kensas. Name: $1 Scroll. Id: 10946, amount: 12	
[4/18/23 02:50AM] Received item from Kensas. Name: $10 Bond. Id: 23057, amount: 10	
[4/18/23 02:59AM] Gave item to Kensas. Name: Executive Boots. Id: 8274, amount: 1	
[4/18/23 02:59AM] Received item from Kensas. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 03:20AM] Gave item to Professor. Name: White Gloves. Id: 22162, amount: 1	
[4/18/23 03:20AM] Received item from Professor. Name: $1 Scroll. Id: 10946, amount: 15	
[4/18/23 03:20AM] Received item from Professor. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 03:20AM] Received item from Professor. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 03:23AM] Gave item to Professor. Name: Demonlord Legs. Id: 14186, amount: 1	
[4/18/23 03:23AM] Gave item to Professor. Name: Groudon Body. Id: 19918, amount: 1	
[4/18/23 03:23AM] Received item from Professor. Name: $1 Scroll. Id: 10946, amount: 24	
[4/18/23 03:25AM] Gave item to Ainokea. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 03:26AM] Gave item to Professor. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 03:26AM] Received item from Professor. Name: Vote scroll. Id: 23020, amount: 8	
[4/18/23 04:07AM] Received item from Kensas. Name: $10 Bond. Id: 23057, amount: 19999935	
[4/18/23 04:47AM] Gave item to Payne. Name: Tarn token. Id: 10835, amount: 90000	
[4/18/23 04:47AM] Received item from Payne. Name: $1 Scroll. Id: 10946, amount: 3	
[4/18/23 04:47AM] Gave item to Payne. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 04:55AM] Gave item to Matt0804. Name: $10 Bond. Id: 23057, amount: 10	
[4/18/23 04:58AM] Gave item to Matt0804. Name: Tarn token. Id: 10835, amount: 3360000	
[4/18/23 04:58AM] Received item from Matt0804. Name: $10 Bond. Id: 23057, amount: 11	
[4/18/23 04:58AM] Received item from Matt0804. Name: $1 Scroll. Id: 10946, amount: 2	
[4/18/23 05:02AM] Gave item to Rhiannon. Name: $10 Bond. Id: 23057, amount: 14	
[4/18/23 05:08AM] Gave item to Rhiannon. Name: Lili Helm. Id: 22136, amount: 1	
[4/18/23 05:08AM] Gave item to Rhiannon. Name: Evil Body. Id: 14327, amount: 1	
[4/18/23 05:08AM] Received item from Rhiannon. Name: $10 Bond. Id: 23057, amount: 10	
[4/18/23 05:08AM] Received item from Rhiannon. Name: $1 Scroll. Id: 10946, amount: 6	
[4/18/23 05:32AM] Gave item to Professor. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Legs. Id: 22154, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Boots. Id: 22158, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Body. Id: 22153, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/18/23 05:57AM] Gave item to Alex. Name: Agumon Aura. Id: 22160, amount: 1	
[4/18/23 06:02AM] Gave item to Rhiannon. Name: $10 Bond. Id: 23057, amount: 14	
[4/18/23 09:22AM] Gave item to Shaxx. Name: Miner chestplate (adamant). Id: 20585, amount: 1	
[4/18/23 09:22AM] Received item from Shaxx. Name: Tarn token. Id: 10835, amount: 250000	
[4/18/23 09:22AM] Received item from Shaxx. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/18/23 01:35PM] Gave item to Razvy. Name: Tarn token. Id: 10835, amount: 180000	
[4/18/23 01:35PM] Received item from Razvy. Name: $1 Scroll. Id: 10946, amount: 6	
[4/18/23 01:37PM] Gave item to Razvy. Name: Tarn token. Id: 10835, amount: 240000	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:37PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 01:44PM] Gave item to Rasengan. Name: Tarn token. Id: 10835, amount: 60000	
[4/18/23 01:44PM] Received item from Rasengan. Name: $1 Scroll. Id: 10946, amount: 2	
[4/18/23 01:55PM] Gave item to Rhiannon. Name: Tarn token. Id: 10835, amount: 2500000	
[4/18/23 01:55PM] Received item from Rhiannon. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/18/23 03:54PM] Gave item to Ruthie. Name: Evil Scythe. Id: 22133, amount: 1	
[4/18/23 03:54PM] Received item from Ruthie. Name: Tarn token. Id: 10835, amount: 1000251	
[4/18/23 04:14PM] Gave item to Suh. Name: Tarn token. Id: 10835, amount: 7000000	
[4/18/23 04:14PM] Received item from Suh. Name: Fazula Staff. Id: 4071, amount: 1	
[4/18/23 04:26PM] Gave item to Ruthie. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/18/23 04:26PM] Received item from Ruthie. Name: Tarn token. Id: 10835, amount: 100083	
[4/18/23 04:45PM] Gave item to Johnnyapple. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 05:50PM] Gave item to Milner. Name: $10 Bond. Id: 23057, amount: 2	
[4/18/23 05:56PM] Gave item to Trevlf. Name: Charybde Body. Id: 8829, amount: 1	
[4/18/23 05:56PM] Gave item to Trevlf. Name: Gladiator Cape. Id: 15100, amount: 1	
[4/18/23 05:56PM] Received item from Trevlf. Name: $25 Bond. Id: 23058, amount: 2	
[4/18/23 06:53PM] Gave item to Suh. Name: Tarn token. Id: 10835, amount: 3000000	
[4/19/23 03:57PM] Gave item to Suh. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/19/23 03:57PM] Received item from Suh. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/19/23 03:57PM] Received item from Suh. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 03:57PM] Received item from Suh. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 04:03PM] Gave item to Razvy. Name: Saiyan God Gloves. Id: 22129, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 04:03PM] Received item from Razvy. Name: $1 Scroll. Id: 10946, amount: 23	
[4/19/23 04:03PM] Received item from Razvy. Name: $10 Bond. Id: 23057, amount: 2	
[4/19/23 04:03PM] Received item from Razvy. Name: $25 Bond. Id: 23058, amount: 2	
[4/19/23 04:04PM] Gave item to Razvy. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 05:12PM] Gave item to Rasengan. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 05:12PM] Received item from Rasengan. Name: Solar Hood. Id: 15645, amount: 1	
[4/19/23 07:01PM] Gave item to Suh. Name: Emerald Body. Id: 11002, amount: 1	
[4/20/23 12:03AM] Gave item to Suh. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/20/23 12:03AM] Received item from Suh. Name: Vote scroll. Id: 23020, amount: 50	
[4/20/23 01:19AM] Gave item to Mini. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 01:19AM] Gave item to Mini. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/20/23 01:19AM] Gave item to Mini. Name: Tarn token. Id: 10835, amount: 5000000	
[4/20/23 01:19AM] Gave item to Mini. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 01:19AM] Gave item to Mini. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/20/23 01:19AM] Gave item to Mini. Name: Collector necklace II. Id: 19888, amount: 1	
[4/20/23 01:19AM] Gave item to Mini. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 01:19AM] Received item from Mini. Name: Owner's Legs. Id: 22234, amount: 1	
[4/23/23 12:19AM] Received item from Marble. Name: $1 Scroll. Id: 10946, amount: 85	
[4/23/23 12:19AM] Received item from Marble. Name: Green h'ween mask. Id: 1053, amount: 1	
[4/23/23 12:19AM] Received item from Marble. Name: Santa hat. Id: 1050, amount: 1	
[4/23/23 12:19AM] Received item from Marble. Name: Santa hat. Id: 1050, amount: 1	
[4/23/23 12:19AM] Received item from Marble. Name: Green h'ween mask. Id: 1053, amount: 1	
[4/23/23 12:19AM] Received item from Marble. Name: Yellow partyhat. Id: 1040, amount: 1	
[4/23/23 12:21AM] Received item from Marble. Name: Tarn token. Id: 10835, amount: 21006720	
[4/26/23 11:33PM] Gave item to N O R O. Name: Vote scroll. Id: 23020, amount: 3	
[4/27/23 05:57AM] Gave item to Marble. Name: Yasuda Body. Id: 4077, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Super Buu Ward. Id: 15832, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Fazula Staff. Id: 4071, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Perfect Cell Helm. Id: 9481, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Fighter Boots. Id: 14317, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Owner's Legs. Id: 22234, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: $1 Scroll. Id: 10946, amount: 219	
[4/27/23 05:57AM] Gave item to Marble. Name: Vote scroll. Id: 23020, amount: 45	
[4/27/23 05:57AM] Gave item to Marble. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/27/23 05:57AM] Gave item to Marble. Name: Tarn token. Id: 10835, amount: 29594112	
