[4/15/23 05:02AM] Received item from Grim. Name: Vote scroll. Id: 23020, amount: 3	
[4/17/23 06:37PM] Gave item to Cameron. Name: Cleric Teddybear. Id: 19800, amount: 1	
[4/17/23 06:46PM] Received item from Cameron. Name: Forsaken Sword. Id: 14915, amount: 1	
[4/17/23 06:46PM] Received item from Cameron. Name: Cleric Teddybear. Id: 19800, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Agumon Boots. Id: 22158, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Agumon Legs. Id: 22154, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Agumon Body. Id: 22153, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: $10 Bond. Id: 23057, amount: 29999314	
[4/17/23 08:21PM] Received item from Ao. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/17/23 08:21PM] Received item from Ao. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/17/23 08:38PM] Received item from Don Chapo. Name: $25 Bond. Id: 23058, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Legs. Id: 22154, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Boots. Id: 22158, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Body. Id: 22153, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/18/23 05:57AM] Received item from Ao. Name: Agumon Aura. Id: 22160, amount: 1	
[4/19/23 08:52AM] Gave item to Gekyume. Name: Executive Set. Id: 11946, amount: 1	
[4/19/23 08:52AM] Gave item to Gekyume. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Nite Hammer. Id: 17698, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Nite Hammer Off-Hand. Id: 17700, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Lili Set. Id: 11944, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Obsidian Aura. Id: 12612, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Doom Aura. Id: 12614, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Doom Aura. Id: 12614, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: Miner gauntlets (iron). Id: 20587, amount: 1	
[4/19/23 08:57AM] Gave item to Tuggy. Name: $250 Bond. Id: 23060, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Helmet. Id: 22152, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Collector necklace II. Id: 19888, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Body. Id: 22153, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Legs. Id: 22154, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Bow. Id: 22155, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/19/23 09:57AM] Received item from Bryce. Name: Agumon Boots. Id: 22158, amount: 1	
[4/19/23 10:08AM] Gave item to Bryce. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 10:23AM] Gave item to Asoich. Name: Tarn token. Id: 10835, amount: 126000	
[4/19/23 10:23AM] Gave item to Asoich. Name: Coin. Id: 995, amount: 21000000	
[4/19/23 10:23AM] Gave item to Asoich. Name: Lava bones. Id: 2023, amount: 9000	
[4/19/23 10:23AM] Gave item to Asoich. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 10:23AM] Gave item to Asoich. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 10:23AM] Gave item to Asoich. Name: Rogue Sword. Id: 22127, amount: 1	
[4/19/23 10:23AM] Gave item to Asoich. Name: $1 Scroll. Id: 10946, amount: 16	
[4/19/23 10:23AM] Gave item to Asoich. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/19/23 10:23AM] Gave item to Asoich. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:15AM] Gave item to Entropy. Name: Lucifer body. Id: 22101, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Lucifer legs. Id: 22102, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Blood Boots. Id: 17283, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Lili Staff. Id: 22143, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Gladiator Helm. Id: 15005, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 8000000	
[4/19/23 11:15AM] Gave item to Entropy. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Graceful Body. Id: 18600, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Graceful Boots. Id: 18603, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Owner's Shield. Id: 22240, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Abyssal whip. Id: 4151, amount: 1	
[4/19/23 11:15AM] Gave item to Entropy. Name: Slayer casket. Id: 2734, amount: 1	
[4/19/23 11:15AM] Received item from Entropy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 11:15AM] Received item from Entropy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 11:15AM] Received item from Entropy. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Owner's cape. Id: 7995, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/19/23 12:50PM] Gave item to Immortal. Name: $250 Bond. Id: 23060, amount: 1	
[4/19/23 12:51PM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 3000000	
[4/19/23 01:15PM] Gave item to Swamping87. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 01:15PM] Gave item to Swamping87. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 01:15PM] Gave item to Swamping87. Name: $100 Bond. Id: 23059, amount: 1	
[4/19/23 06:20PM] Gave item to Cameron. Name: Slayer ticket. Id: 5023, amount: 8500	
[4/19/23 06:20PM] Gave item to Cameron. Name: Tarn token. Id: 10835, amount: 450000	
[4/19/23 06:20PM] Gave item to Cameron. Name: Upgrade Token. Id: 20503, amount: 8	
[4/19/23 06:20PM] Gave item to Cameron. Name: $1 Scroll. Id: 10946, amount: 22	
[4/19/23 06:23PM] Gave item to Cameron. Name: Astral token. Id: 20435, amount: 1	
[4/19/23 06:56PM] Gave item to Like My Peep. Name: Owner's Staff. Id: 22230, amount: 1	
[4/19/23 06:56PM] Gave item to Like My Peep. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/19/23 06:56PM] Gave item to Like My Peep. Name: Owner's Aura. Id: 22238, amount: 1	
[4/19/23 06:56PM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 60000000	
[4/19/23 06:56PM] Gave item to Like My Peep. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Owner's Sword. Id: 22229, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Gave item to Zshana. Name: Fazula Head. Id: 4066, amount: 1	
[4/21/23 11:41AM] Gave item to Bookie. Name: Executive Bow. Id: 5012, amount: 1	
[4/21/23 10:27PM] Gave item to Nobledefeat. Name: Astral token. Id: 20435, amount: 1	
[4/21/23 10:27PM] Gave item to Nobledefeat. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 09:04AM] Gave item to Zaryte. Name: Elite Staff. Id: 8412, amount: 1	
[4/22/23 09:04AM] Gave item to Zaryte. Name: Elite Staff. Id: 8412, amount: 1	
[4/22/23 09:04AM] Gave item to Zaryte. Name: Super Buu Ward. Id: 15832, amount: 1	
[4/22/23 09:04AM] Gave item to Zaryte. Name: Elite Bow. Id: 8411, amount: 1	
[4/22/23 09:04AM] Gave item to Zaryte. Name: $25 Bond. Id: 23058, amount: 3	
[4/22/23 09:04AM] Gave item to Zaryte. Name: $10 Bond. Id: 23057, amount: 3	
[4/23/23 03:42AM] Gave item to Xtc. Name: Perfect Cell Rifle. Id: 7543, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22214, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22215, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22216, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22217, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22218, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22219, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22220, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22221, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22223, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22224, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22225, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22226, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22227, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: None. Id: 22228, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 10:56AM] Gave item to Fewb. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/23/23 11:04AM] Received item from Bulba. Name: Metal rectangle. Id: 15252, amount: 1	
[4/23/23 11:04AM] Received item from Bulba. Name: Metal rectangle. Id: 15252, amount: 1	
[4/23/23 11:04AM] Received item from Bulba. Name: Metal rectangle. Id: 15252, amount: 1	
[4/23/23 11:04AM] Received item from Bulba. Name: Metal rectangle. Id: 15252, amount: 1	
[4/23/23 11:04AM] Received item from Bulba. Name: Metal rectangle. Id: 15252, amount: 1	
