[4/16/23 05:18PM] Gave item to Johnnyapple. Name: Tarn token. Id: 10835, amount: 55010	
[4/18/23 02:11PM] Gave item to Grass. Name: $10 Bond. Id: 23057, amount: 200	
[4/18/23 02:14PM] Received item from Grass. Name: Collectors Aura I. Id: 15450, amount: 1	
[4/18/23 02:14PM] Received item from Grass. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/18/23 02:14PM] Received item from Grass. Name: Collector ring. Id: 4446, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Collector Attachment. Id: 9084, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:18PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:19PM] Received item from Grass. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/18/23 02:26PM] Received item from Grass. Name: Tarn token. Id: 10835, amount: 1900000	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:48PM] Received item from Grass. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:04AM] Gave item to Bourgondier. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 05:05AM] Gave item to Bourgondier. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 06:40AM] Gave item to Bourgondier. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 06:42AM] Received item from Bourgondier. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 06:44AM] Gave item to Bourgondier. Name: Agumon Body. Id: 22153, amount: 1	
[4/22/23 06:44AM] Received item from Bourgondier. Name: Agumon Body. Id: 22153, amount: 1	
[4/22/23 07:00AM] Received item from Winalldays. Name: Majestic Box. Id: 15004, amount: 1	
[4/22/23 10:49AM] Gave item to Bourgondier. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 12:02PM] Received item from Bourgondier. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/22/23 12:06PM] Gave item to Bourgondier. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/22/23 01:44PM] Gave item to Duke. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/22/23 01:44PM] Received item from Duke. Name: Tarn token. Id: 10835, amount: 1466327	
[4/22/23 01:44PM] Received item from Duke. Name: $1 Scroll. Id: 10946, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Tarn token. Id: 10835, amount: 18410742	
[4/22/23 02:31PM] Gave item to Bulba. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Aura (T6). Id: 23049, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 02:31PM] Gave item to Bulba. Name: Anchor (Special). Id: 10887, amount: 1	
[4/22/23 02:31PM] Received item from Bulba. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 02:45PM] Received item from Bourgondier. Name: Fazula Legs. Id: 4068, amount: 1	
[4/22/23 02:45PM] Received item from Bourgondier. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 05:28PM] Gave item to Peanut. Name: Vote scroll. Id: 23020, amount: 100	
[4/22/23 05:29PM] Received item from Peanut. Name: Coin. Id: 995, amount: 50000000	
[4/22/23 05:29PM] Received item from Peanut. Name: $25 Bond. Id: 23058, amount: 6	
[4/22/23 05:29PM] Received item from Peanut. Name: $10 Bond. Id: 23057, amount: 1	
[4/22/23 05:29PM] Received item from Peanut. Name: Malvek Body. Id: 19159, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 05:57PM] Received item from Peanut. Name: Transfer Crystal. Id: 8788, amount: 1	
