[4/20/23 10:41AM] Gave item to Norman. Name: Agumon Bow. Id: 22155, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 02:56PM] Received item from Norman. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Nite Wings. Id: 17606, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Collector necklace II. Id: 19888, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 03:07PM] Gave item to Norman. Name: Collectors Aura I. Id: 15450, amount: 1	
