[4/15/23 04:54PM] Received item from Like My Peep. Name: Lava bones. Id: 2023, amount: 1000	
[4/18/23 04:51PM] Gave item to Nobledefeat. Name: Evil Scythe. Id: 22133, amount: 1	
[4/18/23 06:23PM] Gave item to Madara. Name: Malvek Legs. Id: 19158, amount: 1	
[4/18/23 06:23PM] Received item from Madara. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Forsaken Legs. Id: 14912, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Antique Helm. Id: 8816, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Godly Bow. Id: 21018, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Solar Hood. Id: 15645, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Tormented Cape. Id: 21039, amount: 1	
[4/18/23 09:27PM] Gave item to Eternal. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 08:06AM] Gave item to Gekyume. Name: Tarn token. Id: 10835, amount: 400000	
[4/19/23 08:06AM] Received item from Gekyume. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 09:03AM] Gave item to Hc Pvm. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/19/23 09:03AM] Received item from Hc Pvm. Name: Tarn token. Id: 10835, amount: 250324	
[4/19/23 10:58AM] Gave item to Jeff. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 10:58AM] Gave item to Jeff. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 10:58AM] Gave item to Jeff. Name: Tarn token. Id: 10835, amount: 2000000	
[4/19/23 10:58AM] Received item from Jeff. Name: $25 Bond. Id: 23058, amount: 2	
[4/19/23 11:03AM] Gave item to L I T S. Name: Solar Hood. Id: 15645, amount: 1	
[4/19/23 11:03AM] Received item from L I T S. Name: Tarn token. Id: 10835, amount: 216356	
[4/19/23 11:21AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 1000000	
[4/19/23 11:21AM] Received item from Arab. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 11:37AM] Gave item to Niels. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 11:37AM] Gave item to Niels. Name: Elite Staff. Id: 8412, amount: 1	
[4/19/23 11:37AM] Received item from Niels. Name: Owner's Aura. Id: 22238, amount: 1	
[4/19/23 03:48PM] Gave item to Mana. Name: Aura (T6). Id: 23049, amount: 1	
[4/19/23 03:48PM] Received item from Mana. Name: Tarn token. Id: 10835, amount: 250000	
[4/19/23 05:02PM] Gave item to Rasengan. Name: Solar Hood. Id: 15645, amount: 1	
[4/19/23 05:02PM] Received item from Rasengan. Name: Tarn token. Id: 10835, amount: 200200	
[4/19/23 05:09PM] Gave item to Rasengan. Name: Emerald Body. Id: 11002, amount: 1	
[4/19/23 05:09PM] Gave item to Rasengan. Name: Solar Hood. Id: 15645, amount: 1	
[4/19/23 05:09PM] Received item from Rasengan. Name: Tarn token. Id: 10835, amount: 176362	
[4/19/23 05:32PM] Gave item to Mana. Name: Emerald Body. Id: 11002, amount: 1	
[4/19/23 05:32PM] Gave item to Mana. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 07:28PM] Gave item to Just Kirbs. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 10:28PM] Gave item to Carver319. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/20/23 02:56PM] Gave item to Jdrope. Name: Tarn token. Id: 10835, amount: 500000	
[4/20/23 02:56PM] Received item from Jdrope. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 05:13PM] Gave item to Death. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/20/23 05:13PM] Gave item to Death. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/20/23 05:13PM] Received item from Death. Name: Tarn token. Id: 10835, amount: 150000	
[4/20/23 05:19PM] Gave item to Krafty. Name: Elite Bow. Id: 8411, amount: 1	
[4/20/23 05:19PM] Received item from Krafty. Name: Owner's Wings. Id: 22237, amount: 1	
[4/21/23 02:20PM] Gave item to Vetbrazil. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 02:20PM] Received item from Vetbrazil. Name: Tarn token. Id: 10835, amount: 1000000	
[4/21/23 02:59PM] Gave item to Bandit. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 02:59PM] Received item from Bandit. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Groudon Helm. Id: 21934, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Antique Boots. Id: 8820, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Aberrant Legs. Id: 20594, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Nagi Cape. Id: 21071, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Groudon Staff. Id: 13640, amount: 1	
[4/21/23 03:11PM] Gave item to Jam. Name: Emerald Body. Id: 11002, amount: 1	
[4/21/23 08:59PM] Gave item to Classic Irl. Name: Groudon Staff. Id: 13640, amount: 1	
[4/21/23 08:59PM] Gave item to Classic Irl. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 08:59PM] Gave item to Classic Irl. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 09:04AM] Received item from Alex. Name: Elite Staff. Id: 8412, amount: 1	
[4/22/23 09:04AM] Received item from Alex. Name: Elite Staff. Id: 8412, amount: 1	
[4/22/23 09:04AM] Received item from Alex. Name: Super Buu Ward. Id: 15832, amount: 1	
[4/22/23 09:04AM] Received item from Alex. Name: Elite Bow. Id: 8411, amount: 1	
[4/22/23 09:04AM] Received item from Alex. Name: $25 Bond. Id: 23058, amount: 3	
[4/22/23 09:04AM] Received item from Alex. Name: $10 Bond. Id: 23057, amount: 3	
[4/22/23 09:07PM] Gave item to Lungs. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 09:07PM] Gave item to Lungs. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 09:07PM] Gave item to Lungs. Name: Groudon Legs. Id: 19913, amount: 1	
[4/22/23 09:07PM] Gave item to Lungs. Name: Groudon Body. Id: 19918, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 10:26PM] Gave item to Profeta. Name: Lava bones. Id: 2023, amount: 717	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Groudon Aura. Id: 15448, amount: 1	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Groudon Staff. Id: 13640, amount: 1	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Groudon Shield. Id: 13964, amount: 1	
[4/22/23 10:34PM] Gave item to Shinigami. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Solar Staff. Id: 22135, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Groudon Body. Id: 19918, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/23/23 08:21AM] Gave item to Lugia. Name: $25 Bond. Id: 23058, amount: 2	
[4/23/23 08:23AM] Gave item to Lugia. Name: Solar Hood. Id: 15645, amount: 1	
[4/23/23 08:23AM] Gave item to Lugia. Name: Collector ring. Id: 4446, amount: 1	
[4/23/23 08:23AM] Gave item to Lugia. Name: Groudon Helm. Id: 21934, amount: 1	
[4/23/23 08:23AM] Gave item to Lugia. Name: Byakuya Pet. Id: 13775, amount: 1	
[4/23/23 08:23AM] Gave item to Lugia. Name: Lava bones. Id: 2023, amount: 6975	
[4/26/23 07:35PM] Gave item to Domino. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/26/23 07:35PM] Gave item to Domino. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/26/23 07:35PM] Received item from Domino. Name: Gladiator Body. Id: 15006, amount: 1	
[4/26/23 07:39PM] Gave item to Domino. Name: Groudon Helm. Id: 21934, amount: 1	
[4/26/23 07:39PM] Gave item to Domino. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/26/23 07:39PM] Gave item to Domino. Name: Ezkel-Nojad Pet. Id: 20590, amount: 1	
[4/26/23 07:43PM] Gave item to Domino. Name: Elite Staff. Id: 8412, amount: 1	
[4/26/23 09:12PM] Gave item to Weed. Name: Tarn token. Id: 10835, amount: 30000000	
[4/26/23 09:12PM] Received item from Weed. Name: Lili Aura. Id: 22142, amount: 1	
[4/27/23 06:35PM] Gave item to G Money. Name: Demon Bow. Id: 22134, amount: 1	
[4/27/23 06:48PM] Gave item to Xenon. Name: Tarn token. Id: 10835, amount: 25567764	
[4/27/23 06:48PM] Received item from Xenon. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 07:29PM] Gave item to Sletje. Name: Tarn token. Id: 10835, amount: 6200000	
[4/27/23 07:29PM] Received item from Sletje. Name: Owner cape goodiebag. Id: 3578, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Groudon Pet. Id: 19490, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Nagi Ring. Id: 21069, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 07:48PM] Gave item to Gangsta. Name: Groudon Aura. Id: 15448, amount: 1	
[4/27/23 07:52PM] Gave item to G Money. Name: Groudon Staff. Id: 13640, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Pet. Id: 19490, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Legs. Id: 19913, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Body. Id: 19918, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Boots. Id: 3107, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Staff. Id: 13640, amount: 1	
[4/27/23 08:42PM] Gave item to Pop Rockz. Name: Groudon Aura. Id: 15448, amount: 1	
[4/27/23 09:15PM] Gave item to Pop Rockz. Name: Tarn token. Id: 10835, amount: 4250000	
[4/27/23 09:15PM] Received item from Pop Rockz. Name: $25 Bond. Id: 23058, amount: 1	
