[4/16/23 10:57AM] Received item from Like My Peep. Name: Collector necklace. Id: 19886, amount: 1	
[4/18/23 06:02AM] Received item from Ao. Name: $10 Bond. Id: 23057, amount: 14	
[4/18/23 06:03AM] Gave item to Onlyfans. Name: $10 Bond. Id: 23057, amount: 14	
[4/18/23 06:03AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 1500000	
[4/18/23 06:03AM] Received item from Onlyfans. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:47AM] Gave item to Smartass. Name: Tarn token. Id: 10835, amount: 500872	
[4/18/23 06:47AM] Received item from Smartass. Name: $1 Scroll. Id: 10946, amount: 20	
[4/18/23 07:52AM] Gave item to Alakazam. Name: Tarn token. Id: 10835, amount: 300544	
[4/18/23 07:52AM] Received item from Alakazam. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 08:51AM] Gave item to Like My Peep. Name: $10 Bond. Id: 23057, amount: 1	
[4/18/23 08:51AM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 93890	
[4/18/23 08:51AM] Received item from Like My Peep. Name: Agumon Bow. Id: 22155, amount: 1	
[4/18/23 08:51AM] Received item from Like My Peep. Name: Agumon Gloves. Id: 22159, amount: 1	
[4/18/23 08:51AM] Received item from Like My Peep. Name: Fighter Boots. Id: 14317, amount: 1	
[4/18/23 08:51AM] Received item from Like My Peep. Name: Agumon Aura. Id: 22160, amount: 1	
[4/18/23 09:17AM] Gave item to Jj Fly. Name: Tarn token. Id: 10835, amount: 800000	
[4/18/23 09:17AM] Received item from Jj Fly. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 09:17AM] Received item from Jj Fly. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 09:37AM] Gave item to 21a. Name: Onyx Legs. Id: 20095, amount: 1	
[4/18/23 09:37AM] Gave item to 21a. Name: Groudon Aura. Id: 15448, amount: 1	
[4/18/23 09:37AM] Received item from 21a. Name: Marksman prayer scroll. Id: 23168, amount: 1	
[4/18/23 10:22AM] Gave item to Author. Name: Lava bones. Id: 2023, amount: 4105	
[4/18/23 10:22AM] Gave item to Author. Name: Aberrant Amulet. Id: 19892, amount: 1	
[4/18/23 10:22AM] Gave item to Author. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 10:22AM] Gave item to Author. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/18/23 10:22AM] Gave item to Author. Name: Zinq legs. Id: 23052, amount: 1	
[4/18/23 10:34AM] Gave item to Isyutaru. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/18/23 12:19PM] Gave item to Entropy. Name: Lucifer body. Id: 22101, amount: 1	
[4/18/23 12:19PM] Gave item to Entropy. Name: Lucifer legs. Id: 22102, amount: 1	
[4/18/23 12:19PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 1100000	
[4/18/23 12:21PM] Gave item to Slayerfly. Name: Tarn token. Id: 10835, amount: 700000	
[4/18/23 12:21PM] Gave item to Slayerfly. Name: Groudon Aura. Id: 15448, amount: 1	
[4/18/23 12:21PM] Gave item to Slayerfly. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 12:21PM] Gave item to Slayerfly. Name: Vote scroll. Id: 23020, amount: 6	
[4/18/23 12:21PM] Received item from Slayerfly. Name: White Wings. Id: 22166, amount: 1	
[4/18/23 12:37PM] Gave item to Im A Potato. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/18/23 12:37PM] Gave item to Im A Potato. Name: Champion Gloves. Id: 12994, amount: 1	
[4/18/23 12:37PM] Gave item to Im A Potato. Name: Lucifer legs. Id: 22102, amount: 1	
[4/18/23 12:37PM] Received item from Im A Potato. Name: Vote scroll. Id: 23020, amount: 5	
[4/18/23 12:37PM] Received item from Im A Potato. Name: Tarn token. Id: 10835, amount: 375000	
[4/18/23 01:31PM] Gave item to Rasengan. Name: Tarn token. Id: 10835, amount: 150000	
[4/18/23 01:31PM] Received item from Rasengan. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 01:32PM] Gave item to Rasengan. Name: Tarn token. Id: 10835, amount: 90000	
[4/18/23 01:32PM] Received item from Rasengan. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 01:34PM] Gave item to Tellur. Name: Tarn token. Id: 10835, amount: 105000	
[4/18/23 01:34PM] Received item from Tellur. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 01:40PM] Gave item to Im A Potato. Name: Tarn token. Id: 10835, amount: 550000	
[4/18/23 01:40PM] Received item from Im A Potato. Name: $1 Scroll. Id: 10946, amount: 6	
[4/18/23 01:40PM] Received item from Im A Potato. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 01:55PM] Gave item to Ao. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/18/23 01:55PM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 2500000	
[4/18/23 02:10PM] Gave item to Like My Peep. Name: $25 Bond. Id: 23058, amount: 1	
[4/23/23 05:41AM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 3620199	
[4/23/23 05:41AM] Gave item to Like My Peep. Name: Vote scroll. Id: 23020, amount: 9	
[4/23/23 05:41AM] Received item from Like My Peep. Name: Fazula Legs. Id: 4068, amount: 1	
[4/23/23 05:41AM] Received item from Like My Peep. Name: Fazula Body. Id: 4067, amount: 1	
[4/23/23 05:41AM] Received item from Like My Peep. Name: Lili Staff. Id: 22143, amount: 1	
[4/23/23 07:37AM] Gave item to Plat. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/23/23 07:38AM] Gave item to Tao. Name: Lili Staff. Id: 22143, amount: 1	
[4/23/23 07:38AM] Received item from Tao. Name: Gold Helm. Id: 11183, amount: 1	
[4/23/23 07:38AM] Received item from Tao. Name: Tarn token. Id: 10835, amount: 6000000	
[4/23/23 08:26AM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 8000748	
[4/23/23 08:26AM] Received item from Inherited. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 10:16AM] Received item from Princespeach. Name: $25 Bond. Id: 23058, amount: 1	
[4/23/23 11:38AM] Gave item to Im A Potato. Name: Tarn token. Id: 10835, amount: 1614869	
[4/23/23 11:38AM] Received item from Im A Potato. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 11:42AM] Gave item to 2147m. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/23/23 11:54AM] Received item from Tao. Name: Tarn token. Id: 10835, amount: 7500000	
[4/23/23 12:07PM] Gave item to Im A Potato. Name: Tarn token. Id: 10835, amount: 3500000	
[4/26/23 07:44AM] Gave item to Suh. Name: Godly Helm. Id: 14050, amount: 1	
[4/26/23 08:23AM] Gave item to Partyskiller. Name: Tarn token. Id: 10835, amount: 4085510	
[4/26/23 08:23AM] Gave item to Partyskiller. Name: Vote scroll. Id: 23020, amount: 10	
[4/26/23 08:23AM] Received item from Partyskiller. Name: Sovereignty prayer scroll. Id: 23169, amount: 1	
[4/26/23 09:32AM] Received item from Roger. Name: Soldier Sword. Id: 23079, amount: 1	
[4/26/23 09:33AM] Gave item to Roger. Name: Soldier Sword. Id: 23079, amount: 1	
[4/26/23 10:03AM] Gave item to Daniel. Name: Lava bones. Id: 2023, amount: 6413	
[4/26/23 10:03AM] Gave item to Daniel. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/26/23 10:03AM] Gave item to Daniel. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/26/23 10:03AM] Gave item to Daniel. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 10:03AM] Gave item to Daniel. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 10:03AM] Gave item to Daniel. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 12:52PM] Gave item to Gekyume. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 12:52PM] Received item from Gekyume. Name: Tarn token. Id: 10835, amount: 22000000	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 12:55PM] Gave item to Smoothie. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/26/23 02:04PM] Gave item to Chill. Name: Fighter Body. Id: 14311, amount: 1	
[4/26/23 02:04PM] Gave item to Chill. Name: Coin. Id: 995, amount: 775686454	
[4/26/23 02:05PM] Gave item to Chill. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 02:05PM] Received item from Chill. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 02:48PM] Gave item to Professor. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 02:48PM] Received item from Professor. Name: $1 Scroll. Id: 10946, amount: 68	
[4/26/23 02:48PM] Received item from Professor. Name: $25 Bond. Id: 23058, amount: 1	
[4/26/23 02:48PM] Received item from Professor. Name: Super Buu Ward. Id: 15832, amount: 1	
[4/26/23 02:53PM] Gave item to Xouven. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 02:53PM] Gave item to Xouven. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 02:53PM] Gave item to Xouven. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 02:53PM] Gave item to Xouven. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/26/23 02:53PM] Gave item to Xouven. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/26/23 02:53PM] Received item from Xouven. Name: Tarn token. Id: 10835, amount: 1100747	
[4/26/23 03:20PM] Gave item to Afkbrazil. Name: Tarn token. Id: 10835, amount: 2300128	
[4/26/23 03:20PM] Received item from Afkbrazil. Name: AFK ticket. Id: 5020, amount: 2220930	
[4/26/23 03:21PM] Gave item to Geidi Primes. Name: AFK ticket. Id: 5020, amount: 2220930	
[4/26/23 03:29PM] Gave item to Kinda Savage. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 03:29PM] Received item from Kinda Savage. Name: Tarn token. Id: 10835, amount: 5080519	
[4/26/23 03:29PM] Received item from Kinda Savage. Name: Vote scroll. Id: 23020, amount: 10	
[4/26/23 03:32PM] Gave item to Just Kirbs. Name: Vote scroll. Id: 23020, amount: 1	
[4/26/23 03:32PM] Received item from Just Kirbs. Name: AFK ticket. Id: 5020, amount: 223460	
[4/26/23 11:26PM] Gave item to Velo. Name: Coin. Id: 995, amount: 400216631	
[4/26/23 11:26PM] Received item from Velo. Name: AFK ticket. Id: 5020, amount: 306320	
[4/26/23 11:34PM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 7500441	
[4/26/23 11:34PM] Received item from Entropy. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/27/23 12:12AM] Gave item to Entropy Afk. Name: Tarn token. Id: 10835, amount: 1184213	
[4/27/23 12:12AM] Received item from Entropy Afk. Name: AFK ticket. Id: 5020, amount: 1184149	
[4/27/23 12:14AM] Gave item to K8afk. Name: Tarn token. Id: 10835, amount: 1111000	
[4/27/23 12:14AM] Received item from K8afk. Name: AFK ticket. Id: 5020, amount: 413270	
[4/27/23 12:14AM] Gave item to Geidi Primes. Name: AFK ticket. Id: 5020, amount: 2127199	
[4/27/23 12:37AM] Gave item to Smoothie. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/27/23 06:30AM] Gave item to Raiks67. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 06:30AM] Gave item to Raiks67. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 06:30AM] Gave item to Raiks67. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 06:30AM] Gave item to Raiks67. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 06:30AM] Gave item to Raiks67. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/27/23 06:37AM] Gave item to Arab. Name: Owner's Gloves. Id: 22236, amount: 1	
[4/27/23 06:37AM] Received item from Arab. Name: Owner's Wings. Id: 22237, amount: 1	
[4/27/23 06:37AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 25005577	
[4/27/23 06:38AM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 7000196	
[4/27/23 06:38AM] Received item from Entropy. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/27/23 06:50AM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 6000000	
[4/27/23 06:50AM] Gave item to Entropy. Name: Vote scroll. Id: 23020, amount: 1	
[4/27/23 06:50AM] Received item from Entropy. Name: Fazula Book. Id: 4072, amount: 1	
[4/27/23 06:50AM] Received item from Entropy. Name: Vote scroll. Id: 23020, amount: 1	
[4/27/23 08:01AM] Received item from Walkchaos. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 08:02AM] Gave item to Its Personal. Name: Collector necklace. Id: 19886, amount: 1	
[4/27/23 09:16AM] Gave item to Bread. Name: Tarn token. Id: 10835, amount: 11278901	
[4/27/23 09:16AM] Received item from Bread. Name: $25 Bond. Id: 23058, amount: 2	
[4/27/23 09:16AM] Received item from Bread. Name: $1 Scroll. Id: 10946, amount: 34	
[4/27/23 09:17AM] Gave item to U53th3forc3. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 09:17AM] Received item from U53th3forc3. Name: $25 Bond. Id: 23058, amount: 3	
[4/27/23 09:18AM] Gave item to Bread. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 09:18AM] Received item from Bread. Name: Tarn token. Id: 10835, amount: 11332824	
[4/27/23 09:18AM] Gave item to Bread. Name: Coin. Id: 995, amount: 69109803	
[4/27/23 09:21AM] Gave item to Bread. Name: Godly Body. Id: 14051, amount: 1	
[4/27/23 09:21AM] Gave item to Bread. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/27/23 09:21AM] Gave item to Bread. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 09:21AM] Gave item to Bread. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 09:32AM] Gave item to Reptile25. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 09:32AM] Received item from Reptile25. Name: Tarn token. Id: 10835, amount: 15000000	
[4/27/23 09:32AM] Gave item to Dwightshrute. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 09:32AM] Received item from Dwightshrute. Name: Tarn token. Id: 10835, amount: 400000	
[4/27/23 10:37AM] Gave item to Bulba. Name: Fazula Staff. Id: 4071, amount: 1	
[4/27/23 10:37AM] Gave item to Bulba. Name: Tarn token. Id: 10835, amount: 20325568	
[4/27/23 10:37AM] Received item from Bulba. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/27/23 10:50AM] Received item from Bulba. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/27/23 10:56AM] Received item from Suh. Name: Groudon Legs. Id: 19913, amount: 1	
[4/27/23 10:59AM] Gave item to Onlybobs. Name: Tarn token. Id: 10835, amount: 10980000	
[4/27/23 10:59AM] Received item from Onlybobs. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/27/23 11:03AM] Gave item to Dwightshrute. Name: Tarn token. Id: 10835, amount: 450840	
[4/27/23 11:03AM] Received item from Dwightshrute. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 12:55PM] Received item from Professor. Name: Tarn token. Id: 10835, amount: 5000052	
