[4/19/23 05:47PM] Received item from Just Kirbs. Name: Zinq sword. Id: 23055, amount: 1	
[4/19/23 08:09PM] Received item from Moist. Name: Tarn token. Id: 10835, amount: 500000	
[4/19/23 10:18PM] Received item from Suh. Name: Emerald Coif. Id: 11001, amount: 1	
[4/19/23 10:18PM] Received item from Suh. Name: Emerald Body. Id: 11002, amount: 1	
[4/19/23 10:18PM] Received item from Suh. Name: Rogue Legs. Id: 22125, amount: 1	
[4/20/23 12:15AM] Received item from Immortal. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:27AM] Gave item to Immortal. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 12:27AM] Gave item to Immortal. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 12:27AM] Gave item to Immortal. Name: Antique Gloves. Id: 8819, amount: 1	
[4/20/23 12:27AM] Gave item to Immortal. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/20/23 12:27AM] Received item from Immortal. Name: Coin. Id: 995, amount: 166375170	
[4/20/23 12:33AM] Gave item to Immortal. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/20/23 12:33AM] Received item from Immortal. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/20/23 12:36AM] Gave item to Immortal. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/20/23 12:36AM] Gave item to Immortal. Name: Emerald Body. Id: 11002, amount: 1	
[4/20/23 12:36AM] Received item from Immortal. Name: Tarn token. Id: 10835, amount: 500000	
[4/20/23 03:27AM] Received item from Kinda Savage. Name: Rogue Helm. Id: 22126, amount: 1	
[4/20/23 03:30AM] Gave item to Immortal. Name: Anchor (Special). Id: 10887, amount: 1	
[4/20/23 03:30AM] Received item from Immortal. Name: Anchor (Special). Id: 10887, amount: 1	
[4/20/23 09:29AM] Gave item to Afk Soup. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/20/23 09:38AM] Gave item to Asaitokj. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 10:32AM] Gave item to Afk Soup. Name: Collector necklace. Id: 19886, amount: 1	
[4/20/23 10:57AM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 18	
[4/20/23 10:57AM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 01:39PM] Gave item to Afk Soup. Name: Vote scroll. Id: 23020, amount: 4	
[4/20/23 01:39PM] Received item from Afk Soup. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 01:39PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 11	
[4/20/23 05:27PM] Gave item to Afk Soup. Name: Vote scroll. Id: 23020, amount: 9	
[4/20/23 05:27PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 14	
[4/20/23 05:33PM] Received item from Onlyfans. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:45PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 7	
[4/20/23 09:35PM] Gave item to Afk Soup. Name: Aura (T6). Id: 23049, amount: 1	
[4/20/23 09:35PM] Gave item to Afk Soup. Name: Blurite Katana. Id: 14484, amount: 1	
[4/21/23 01:07AM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 15	
[4/21/23 01:39AM] Gave item to Afk Soup. Name: Vote scroll. Id: 23020, amount: 8	
[4/21/23 01:41AM] Gave item to Afk Soup. Name: Vote scroll. Id: 23020, amount: 8	
[4/21/23 01:42AM] Received item from Afk Soup. Name: Malvek Katana. Id: 14018, amount: 1	
[4/21/23 01:42AM] Received item from Afk Soup. Name: $25 Bond. Id: 23058, amount: 1	
[4/21/23 02:42AM] Received item from Translucent. Name: $1 Scroll. Id: 10946, amount: 8	
[4/21/23 02:42AM] Received item from Translucent. Name: Vote scroll. Id: 23020, amount: 2	
[4/21/23 02:43AM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 8	
[4/21/23 02:43AM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 2	
[4/21/23 04:23AM] Received item from Translucent. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 04:23AM] Received item from Translucent. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 04:24AM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 04:24AM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 11:25AM] Gave item to Dream. Name: Miner chestplate (mithril). Id: 20584, amount: 1	
[4/21/23 11:30AM] Received item from Onlyfans. Name: Miner chestplate (adamant). Id: 20585, amount: 1	
[4/21/23 11:30AM] Received item from Dream. Name: Miner chestplate (mithril). Id: 20584, amount: 1	
[4/21/23 11:42AM] Gave item to Dwightshrute. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 11:42AM] Received item from Dwightshrute. Name: Tarn token. Id: 10835, amount: 700000	
[4/21/23 11:43AM] Gave item to Dwightshrute. Name: Miner chestplate (mithril). Id: 20584, amount: 1	
[4/21/23 12:16PM] Received item from Translucent. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 12:16PM] Received item from Translucent. Name: $1 Scroll. Id: 10946, amount: 20	
[4/21/23 12:37PM] Received item from Afk Soup. Name: Gracious Box. Id: 15002, amount: 1	
[4/21/23 12:37PM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 9	
[4/21/23 12:37PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 22	
[4/21/23 01:15PM] Gave item to Translucent. Name: Vote scroll. Id: 23020, amount: 40	
[4/21/23 01:16PM] Received item from Translucent. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 01:16PM] Received item from Translucent. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 01:16PM] Received item from Translucent. Name: $25 Bond. Id: 23058, amount: 1	
[4/21/23 02:07PM] Received item from L I T S. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Doom Aura. Id: 12614, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Adamant platebody (h2). Id: 19485, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Onyx Helm. Id: 20427, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 06:31PM] Gave item to Dusty Nuggz. Name: Vote scroll. Id: 23020, amount: 5	
[4/21/23 06:41PM] Received item from Translucent. Name: $1 Scroll. Id: 10946, amount: 24	
[4/21/23 06:41PM] Received item from Translucent. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 06:41PM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 18	
[4/21/23 06:41PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 23	
[4/21/23 06:53PM] Gave item to Slussy. Name: Lust Staff. Id: 8809, amount: 1	
[4/21/23 06:54PM] Gave item to Slussy. Name: Coin. Id: 995, amount: 55260009	
[4/21/23 07:10PM] Gave item to Slussy. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 07:10PM] Gave item to Slussy. Name: Miner chestplate (mithril). Id: 20584, amount: 1	
[4/21/23 08:23PM] Gave item to Immortal. Name: $1 Scroll. Id: 10946, amount: 59	
[4/21/23 08:23PM] Received item from Immortal. Name: Tarn token. Id: 10835, amount: 3000000	
[4/21/23 09:11PM] Gave item to Translucent. Name: Vote scroll. Id: 23020, amount: 44	
[4/21/23 09:11PM] Received item from Translucent. Name: $1 Scroll. Id: 10946, amount: 11	
[4/21/23 09:12PM] Received item from Translucent. Name: Gracious Box. Id: 15002, amount: 1	
[4/21/23 09:12PM] Received item from Translucent. Name: $25 Bond. Id: 23058, amount: 2	
[4/21/23 09:48PM] Gave item to 4bit. Name: Onyx Helm. Id: 20427, amount: 1	
[4/21/23 09:48PM] Gave item to 4bit. Name: Adamant platebody (h2). Id: 19485, amount: 1	
[4/21/23 09:48PM] Gave item to 4bit. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 09:48PM] Gave item to 4bit. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 10:07PM] Gave item to Liqo. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 10:07PM] Gave item to Xcrystalx. Name: Aura (T6). Id: 23049, amount: 1	
[4/22/23 03:56AM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 46	
[4/22/23 03:56AM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 21	
[4/22/23 03:56AM] Received item from Afk Soup. Name: $10 Bond. Id: 23057, amount: 1	
[4/22/23 03:56AM] Received item from Afk Soup. Name: Coin. Id: 995, amount: 63743307	
[4/22/23 08:41PM] Gave item to Timoteo. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/23/23 05:31AM] Gave item to Xtc. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/23/23 05:31AM] Received item from Xtc. Name: Tarn token. Id: 10835, amount: 15000000	
[4/23/23 05:31AM] Received item from Xtc. Name: Perfect Cell Rifle. Id: 7543, amount: 1	
[4/23/23 05:31AM] Received item from Xtc. Name: $1 Scroll. Id: 10946, amount: 90	
[4/23/23 05:31AM] Received item from Xtc. Name: Vial. Id: 229, amount: 1	
[4/27/23 03:14PM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 15	
[4/27/23 05:45PM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 60000000	
[4/27/23 06:09PM] Gave item to Washi. Name: Tarn token. Id: 10835, amount: 40000000	
[4/27/23 06:09PM] Received item from Washi. Name: Owner's cape. Id: 7995, amount: 1	
[4/27/23 06:13PM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 100000000	
[4/27/23 06:20PM] Gave item to Grimwhore. Name: Agumon Bow. Id: 22155, amount: 1	
[4/27/23 06:23PM] Gave item to Dwightshrute. Name: Tarn token. Id: 10835, amount: 13000000	
[4/27/23 06:25PM] Gave item to Eternal. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 06:26PM] Gave item to Dwightshrute. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 06:48PM] Gave item to Sletje. Name: Black Goku Head. Id: 14440, amount: 1	
[4/27/23 06:57PM] Received item from Afk Soup. Name: $1 Scroll. Id: 10946, amount: 101	
[4/27/23 06:57PM] Received item from Afk Soup. Name: Vote scroll. Id: 23020, amount: 24	
[4/27/23 07:02PM] Gave item to Dwightshrute. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 07:02PM] Received item from Dwightshrute. Name: Demon Bow. Id: 22134, amount: 1	
[4/27/23 07:02PM] Gave item to Bubbles. Name: Demon Bow. Id: 22134, amount: 1	
[4/27/23 07:27PM] Gave item to Immortal. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/27/23 07:30PM] Gave item to Dwightshrute. Name: Black Goku Head. Id: 14440, amount: 1	
[4/27/23 07:50PM] Gave item to Sletje. Name: Tarn token. Id: 10835, amount: 13000000	
[4/27/23 07:50PM] Gave item to Sletje. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/27/23 07:50PM] Received item from Sletje. Name: $25 Bond. Id: 23058, amount: 1	
[4/27/23 09:29PM] Gave item to Its Personal. Name: Black Goku Body. Id: 14446, amount: 1	
[4/27/23 09:31PM] Gave item to Its Personal. Name: Tarn token. Id: 10835, amount: 29854670	
[4/27/23 09:32PM] Gave item to Fiddle Stix. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 09:33PM] Gave item to Bread. Name: Tarn token. Id: 10835, amount: 10000000	
[4/27/23 09:33PM] Gave item to Cooch Snife. Name: Tarn token. Id: 10835, amount: 14000000	
