[4/15/23 09:07AM] Gave item to Zshana. Name: Vote scroll. Id: 23020, amount: 1	
[4/16/23 07:31PM] Gave item to Bryce. Name: Mystic gloves. Id: 23024, amount: 1	
[4/16/23 07:31PM] Gave item to Bryce. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 07:31PM] Gave item to Bryce. Name: Sacred Gloves. Id: 23137, amount: 1	
[4/16/23 10:00PM] Received item from Nicolly. Name: Vote scroll. Id: 23020, amount: 5	
[4/16/23 10:51PM] Gave item to A Fatality. Name: Vote scroll. Id: 23020, amount: 20	
[4/16/23 10:51PM] Received item from A Fatality. Name: Blood Vitur. Id: 8136, amount: 1	
[4/16/23 10:52PM] Gave item to A Fatality. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 10:52PM] Received item from A Fatality. Name: Tarn token. Id: 10835, amount: 68995	
[4/16/23 10:58PM] Gave item to Jono. Name: Rogue Sword. Id: 22127, amount: 1	
[4/16/23 11:14PM] Gave item to Nicolly. Name: Lust Staff. Id: 8809, amount: 1	
[4/16/23 11:19PM] Received item from Nicolly. Name: Lust Staff. Id: 8809, amount: 1	
[4/16/23 11:29PM] Received item from Jroc. Name: Antique Boots. Id: 8820, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Revenant Boots. Id: 18009, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Imperial Whip. Id: 18750, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Vial. Id: 229, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Imperial Staff. Id: 18629, amount: 1	
[4/17/23 12:28AM] Gave item to Asquad. Name: Lust Staff. Id: 8809, amount: 1	
[4/17/23 12:29AM] Gave item to Asquad. Name: Lava bones. Id: 2023, amount: 1251	
[4/17/23 03:10AM] Gave item to Redx12. Name: Unknown Boots. Id: 21047, amount: 1	
[4/17/23 03:21AM] Gave item to Redx12. Name: Lava bones. Id: 2023, amount: 1911	
[4/17/23 03:26AM] Gave item to Redx12. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 03:41AM] Gave item to Like My Peep. Name: Antique Gloves. Id: 8819, amount: 1	
[4/17/23 03:41AM] Received item from Like My Peep. Name: Godly Gloves. Id: 14055, amount: 1	
[4/17/23 04:35AM] Gave item to Redx12. Name: Godly Cape. Id: 1485, amount: 1	
[4/17/23 05:12AM] Received item from Jono. Name: Rogue Sword. Id: 22127, amount: 1	
[4/17/23 07:29AM] Gave item to Redx12. Name: Rogue Sword. Id: 22127, amount: 1	
[4/17/23 07:29AM] Received item from Redx12. Name: Vote scroll. Id: 23020, amount: 6	
[4/17/23 11:12AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 11:30AM] Gave item to Fpk Merk. Name: Lava bones. Id: 2023, amount: 2135	
[4/17/23 12:01PM] Gave item to Fpk Merk. Name: Godly Gloves. Id: 14055, amount: 1	
[4/17/23 12:55PM] Gave item to 2147m. Name: Blood Vitur. Id: 8136, amount: 1	
[4/17/23 12:55PM] Received item from 2147m. Name: Tarn token. Id: 10835, amount: 540000	
[4/17/23 12:55PM] Received item from 2147m. Name: Vote scroll. Id: 23020, amount: 3	
[4/17/23 11:15PM] Gave item to Okmante. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/17/23 11:15PM] Received item from Okmante. Name: Tarn token. Id: 10835, amount: 103006	
[4/17/23 11:16PM] Gave item to Payne. Name: Emerald Coif. Id: 11001, amount: 1	
[4/17/23 11:16PM] Gave item to Payne. Name: Sinful Staff. Id: 14377, amount: 1	
[4/17/23 11:16PM] Gave item to Payne. Name: Mystic helm. Id: 23021, amount: 1	
[4/17/23 11:17PM] Gave item to Payne. Name: Lava bones. Id: 2023, amount: 547	
[4/18/23 06:14AM] Gave item to Rokas. Name: Vote scroll. Id: 23020, amount: 2	
[4/18/23 06:14AM] Received item from Rokas. Name: Tarn token. Id: 10835, amount: 45000	
[4/18/23 07:29AM] Gave item to Vetarn. Name: Mystic book. Id: 23027, amount: 1	
[4/18/23 07:29AM] Gave item to Vetarn. Name: Inferno Boots. Id: 13305, amount: 1	
[4/18/23 07:29AM] Gave item to Vetarn. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 07:33AM] Gave item to Emordnys. Name: Saint Legs. Id: 21030, amount: 1	
[4/18/23 07:33AM] Gave item to Emordnys. Name: Lust Poncho. Id: 8807, amount: 1	
[4/18/23 07:33AM] Gave item to Emordnys. Name: Titan Helm. Id: 8803, amount: 1	
[4/18/23 07:38AM] Gave item to Brother. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 07:40AM] Gave item to Vetarn. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 07:40AM] Gave item to Vetarn. Name: Rogue Legs. Id: 22125, amount: 1	
[4/18/23 07:56AM] Gave item to Kinda Savage. Name: Lust Poncho. Id: 8807, amount: 1	
[4/18/23 07:56AM] Gave item to Kinda Savage. Name: Antique Bow. Id: 23144, amount: 1	
[4/18/23 08:28AM] Gave item to Isyutaru. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 08:28AM] Received item from Isyutaru. Name: Tarn token. Id: 10835, amount: 50853	
[4/18/23 03:54PM] Gave item to Ao. Name: Tarn token. Id: 10835, amount: 1000251	
[4/18/23 03:54PM] Received item from Ao. Name: Evil Scythe. Id: 22133, amount: 1	
[4/18/23 04:01PM] Gave item to Hoosierdaddy. Name: Gold Body. Id: 11184, amount: 1	
[4/18/23 04:01PM] Gave item to Hoosierdaddy. Name: Unknown Helm. Id: 21042, amount: 1	
[4/18/23 04:01PM] Gave item to Hoosierdaddy. Name: Lava bones. Id: 2023, amount: 660	
[4/18/23 04:26PM] Gave item to Ao. Name: Tarn token. Id: 10835, amount: 100083	
[4/18/23 04:26PM] Received item from Ao. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/18/23 04:34PM] Received item from Nobledefeat. Name: Cursed Box. Id: 15003, amount: 1	
[4/18/23 04:34PM] Received item from Nobledefeat. Name: Varth Teddy. Id: 22151, amount: 1	
[4/18/23 04:36PM] Gave item to Redx12. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/18/23 04:37PM] Gave item to Redx12. Name: Gold Gloves. Id: 11181, amount: 1	
[4/18/23 04:48PM] Received item from Like My Peep. Name: Lili Aura. Id: 22142, amount: 1	
[4/18/23 04:50PM] Gave item to Redx12. Name: Rogue Aura. Id: 12610, amount: 1	
[4/19/23 02:03AM] Received item from Atz. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/19/23 02:07AM] Received item from Atz. Name: Exode Sword. Id: 22072, amount: 1	
[4/19/23 06:36AM] Gave item to Redx12. Name: Executive Gloves. Id: 8273, amount: 1	
[4/19/23 09:07AM] Gave item to Redx12. Name: Evil Scythe. Id: 22133, amount: 1	
[4/19/23 11:35AM] Gave item to Redx12. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/19/23 11:35AM] Gave item to Redx12. Name: Lili Aura. Id: 22142, amount: 1	
[4/19/23 11:35AM] Gave item to Redx12. Name: Aura (T6). Id: 23049, amount: 1	
[4/19/23 12:06PM] Received item from Wr3ckedyou. Name: Progressive Box [T1]. Id: 10025, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Evil Legs. Id: 14331, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Tyrant Wings. Id: 14200, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: White Body. Id: 22165, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Soldier Sword Off-Hand. Id: 23080, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Lili Aura. Id: 22142, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Demonlord Legs. Id: 14186, amount: 1	
[4/20/23 09:25AM] Received item from Redx12. Name: Aura (T6). Id: 23049, amount: 1	
[4/20/23 09:27AM] Received item from Redx12. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/20/23 09:28AM] Received item from Redx12. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/20/23 11:00AM] Gave item to Oblivion. Name: Vote scroll. Id: 23020, amount: 10	
[4/20/23 11:00AM] Received item from Oblivion. Name: Tarn token. Id: 10835, amount: 350000	
[4/20/23 11:30AM] Gave item to Bright. Name: Collector necklace. Id: 19886, amount: 1	
[4/20/23 11:30AM] Received item from Bright. Name: Tarn token. Id: 10835, amount: 100168	
[4/20/23 02:57PM] Gave item to Aaron. Name: Varth Teddy. Id: 22151, amount: 1	
[4/20/23 02:57PM] Received item from Aaron. Name: Tarn token. Id: 10835, amount: 300000	
[4/20/23 09:23PM] Gave item to Redx12. Name: Virtuos Relic. Id: 14307, amount: 1	
[4/20/23 09:23PM] Received item from Redx12. Name: Perfect Cell Apparatus. Id: 7545, amount: 1	
[4/20/23 10:19PM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 8000458	
[4/20/23 10:19PM] Gave item to Nobledefeat. Name: Vote scroll. Id: 23020, amount: 15	
[4/20/23 10:19PM] Gave item to Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 10:19PM] Received item from Nobledefeat. Name: Elite Staff. Id: 8412, amount: 1	
[4/20/23 10:38PM] Gave item to Redx12. Name: Elite Staff. Id: 8412, amount: 1	
[4/20/23 10:38PM] Gave item to Redx12. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/20/23 10:38PM] Gave item to Redx12. Name: Lili Aura. Id: 22142, amount: 1	
[4/20/23 10:39PM] Received item from Redx12. Name: Lili Aura. Id: 22142, amount: 1	
[4/21/23 08:24AM] Received item from Redx12. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/21/23 08:24AM] Received item from Redx12. Name: Elite Staff. Id: 8412, amount: 1	
[4/21/23 02:17PM] Gave item to Dream. Name: Lava bones. Id: 2023, amount: 1200	
[4/22/23 12:18PM] Gave item to Mommy Nami. Name: Tarn token. Id: 10835, amount: 710000	
[4/22/23 12:18PM] Received item from Mommy Nami. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/22/23 02:46PM] Gave item to Entropy. Name: $25 Bond. Id: 23058, amount: 4	
[4/22/23 02:46PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 6000000	
[4/22/23 02:46PM] Gave item to Entropy. Name: $25 Bond. Id: 23058, amount: 3	
[4/22/23 02:46PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 4500000	
[4/22/23 02:56PM] Received item from Redx12. Name: Gladiator Helm. Id: 15005, amount: 1	
[4/22/23 02:56PM] Received item from Redx12. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 02:56PM] Received item from Redx12. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 02:56PM] Received item from Redx12. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/22/23 02:56PM] Received item from Redx12. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/22/23 03:28PM] Gave item to Tao. Name: Vote scroll. Id: 23020, amount: 11	
[4/22/23 03:28PM] Gave item to Tao. Name: Tarn token. Id: 10835, amount: 4737353	
[4/22/23 03:28PM] Gave item to Tao. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 03:28PM] Received item from Tao. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 04:30PM] Received item from Pjk. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 04:32PM] Gave item to Pjk. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 04:32PM] Gave item to Pjk. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 04:32PM] Gave item to Pjk. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 04:41PM] Gave item to Entropy. Name: $1 Scroll. Id: 10946, amount: 31	
[4/22/23 04:41PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 2015000	
[4/22/23 10:29PM] Gave item to Raynes 911. Name: Tarn token. Id: 10835, amount: 100000	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Unknown Gloves. Id: 21046, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Godly Legs. Id: 14052, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Gold Body. Id: 11184, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Rogue Legs. Id: 22125, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Maze Legs. Id: 5428, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Champion Gloves. Id: 12994, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Champion Gloves. Id: 12994, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Godly Body. Id: 14051, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Unknown Body. Id: 21043, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Unknown Legs. Id: 21044, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Emerald Body. Id: 11002, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Lust Staff. Id: 8809, amount: 1	
[4/22/23 10:29PM] Received item from Raynes 911. Name: Lust Visor. Id: 8806, amount: 1	
[4/22/23 11:15PM] Gave item to Sad. Name: Tarn token. Id: 10835, amount: 12628504	
[4/22/23 11:15PM] Gave item to Sad. Name: Executive Bow. Id: 5012, amount: 1	
[4/22/23 11:15PM] Gave item to Sad. Name: Elite Staff. Id: 8412, amount: 1	
[4/22/23 11:15PM] Gave item to Sad. Name: $1 Scroll. Id: 10946, amount: 22	
[4/22/23 11:15PM] Gave item to Sad. Name: Vote scroll. Id: 23020, amount: 12	
[4/22/23 11:15PM] Gave item to Sad. Name: Lili Helm. Id: 22136, amount: 1	
[4/22/23 11:15PM] Received item from Sad. Name: Elite Staff. Id: 8412, amount: 1	
[4/26/23 05:51AM] Received item from Cm Suh. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/26/23 06:11AM] Gave item to Youth Blood. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/26/23 06:11AM] Received item from Youth Blood. Name: Coin. Id: 995, amount: 15061800	
[4/26/23 06:11AM] Received item from Youth Blood. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Obsidian Crossbow. Id: 23066, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Executive Legs. Id: 4686, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Executive Boots. Id: 8274, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Collector necklace. Id: 19886, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Obsidian Crossbow Off-Hand. Id: 23067, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Zircon (Ranger). Id: 23093, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Blood Gloves. Id: 16194, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 06:13AM] Gave item to Youth Blood. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/26/23 06:14AM] Received item from Redx12. Name: Cursed Box. Id: 15003, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Emerald Body. Id: 11002, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Zircon (Wizard). Id: 23092, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/26/23 09:38AM] Gave item to Zetta. Name: Collector necklace. Id: 19886, amount: 1	
[4/26/23 09:40AM] Gave item to Zetta. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/26/23 09:40AM] Gave item to Zetta. Name: Gladiator Helm. Id: 15005, amount: 1	
[4/26/23 09:41AM] Gave item to Zetta. Name: Lava bones. Id: 2023, amount: 2131	
[4/26/23 09:46AM] Gave item to Zetta. Name: Executive Gloves. Id: 8273, amount: 1	
[4/26/23 09:46AM] Gave item to Zetta. Name: Infinite healing potion (T1). Id: 23118, amount: 1	
[4/26/23 09:46AM] Gave item to Zetta. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/26/23 09:46AM] Gave item to Zetta. Name: Obsidian Crossbow Off-Hand. Id: 23067, amount: 1	
[4/26/23 10:57PM] Gave item to Bircky1012. Name: Tarn token. Id: 10835, amount: 500000	
[4/26/23 10:57PM] Received item from Bircky1012. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/27/23 04:31AM] Gave item to Vetz. Name: Vote scroll. Id: 23020, amount: 3	
[4/27/23 04:31AM] Gave item to Vetz. Name: Tarn token. Id: 10835, amount: 11000000	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Nite Hammer. Id: 17698, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Nite Hammer Off-Hand. Id: 17700, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 04:31AM] Received item from Vetz. Name: Nite Hammer Off-Hand. Id: 17700, amount: 1	
