[4/15/23 08:14AM] Gave item to Zshana. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:13AM] Gave item to Suh. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:13AM] Gave item to Suh. Name: Slayer casket. Id: 2734, amount: 3	
[4/15/23 09:13AM] Gave item to Suh. Name: PvM Casket. Id: 2736, amount: 3	
[4/15/23 09:13AM] Gave item to Lunar. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:13AM] Gave item to Pkerino. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:14AM] Gave item to A Fatality. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:15AM] Gave item to Juggy. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:17AM] Gave item to Sinking B0at. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:33AM] Gave item to Dig Bick. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:36AM] Gave item to Coke. Name: Cursed Box. Id: 15003, amount: 1	
[4/15/23 09:36AM] Gave item to Riley Raid. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:39AM] Gave item to Gpello. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/15/23 09:40AM] Gave item to Goalz. Name: Progressive Box [T2]. Id: 10029, amount: 1	
[4/27/23 08:01AM] Gave item to Rhiannon. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 08:02AM] Gave item to Red. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:03AM] Gave item to Psymon. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:04AM] Gave item to Washi. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:10AM] Gave item to Valanor1. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:11AM] Gave item to Sletje. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:22AM] Gave item to Nektabba. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 08:52AM] Gave item to Bread. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 08:52AM] Gave item to Bread. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 09:00AM] Gave item to Lndy1991. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 09:11AM] Gave item to Psymon. Name: Majestic Box. Id: 15004, amount: 1	
[4/27/23 09:12AM] Gave item to Pac. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 09:14AM] Gave item to Ruthie. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 09:25AM] Gave item to Pac. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 09:25AM] Received item from Pac. Name: Lava bones. Id: 2023, amount: 1	
[4/27/23 09:25AM] Gave item to Rsps Dom. Name: Progressive Box [T2]. Id: 10029, amount: 2	
