[4/18/23 12:31PM] Gave item to Zshana. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/20/23 02:28AM] Received item from Neff. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/20/23 06:17AM] Gave item to Im Afk. Name: Vote scroll. Id: 23020, amount: 100	
[4/20/23 06:18AM] Received item from Im Afk. Name: $25 Bond. Id: 23058, amount: 3	
[4/20/23 06:18AM] Received item from Im Afk. Name: Cursed Box. Id: 15003, amount: 1	
[4/20/23 06:18AM] Received item from Im Afk. Name: Gracious Box. Id: 15002, amount: 1	
[4/20/23 06:18AM] Received item from Im Afk. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 06:24AM] Received item from Im Afk. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:16AM] Gave item to Im Afk2. Name: Vote scroll. Id: 23020, amount: 100	
[4/20/23 08:17AM] Received item from Im Afk2. Name: $25 Bond. Id: 23058, amount: 3	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Cursed Box. Id: 15003, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Gracious Box. Id: 15002, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:17AM] Received item from Im Afk2. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:21AM] Gave item to Im Afk6. Name: Vote scroll. Id: 23020, amount: 100	
[4/20/23 08:22AM] Received item from Im Afk6. Name: $25 Bond. Id: 23058, amount: 3	
[4/20/23 08:22AM] Received item from Im Afk6. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Cursed Box. Id: 15003, amount: 1	
[4/20/23 08:22AM] Received item from Im Afk6. Name: Gracious Box. Id: 15002, amount: 1	
[4/20/23 09:39AM] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 25000000	
[4/20/23 09:39AM] Received item from Like My Peep. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 06:11AM] Gave item to Elven. Name: Tarn token. Id: 10835, amount: 500000	
[4/21/23 06:11AM] Received item from Elven. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/21/23 08:53AM] Gave item to Testing. Name: Vote scroll. Id: 23020, amount: 100	
[4/21/23 08:53AM] Received item from Testing. Name: $25 Bond. Id: 23058, amount: 3	
[4/21/23 08:53AM] Received item from Testing. Name: Gracious Box. Id: 15002, amount: 1	
[4/21/23 08:53AM] Received item from Testing. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 08:53AM] Received item from Testing. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 08:56AM] Received item from Testing. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/21/23 09:14AM] Gave item to Kingrock. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/21/23 09:14AM] Received item from Kingrock. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 10:38AM] Gave item to Noob. Name: Vote scroll. Id: 23020, amount: 100	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: $25 Bond. Id: 23058, amount: 3	
[4/21/23 10:38AM] Received item from Noob. Name: Gracious Box. Id: 15002, amount: 1	
[4/21/23 10:38AM] Received item from Noob. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 10:39AM] Received item from Onlyfans. Name: Cursed Box. Id: 15003, amount: 1	
[4/23/23 08:29AM] Gave item to Bulba. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 08:29AM] Received item from Bulba. Name: Tarn token. Id: 10835, amount: 8000000	
[4/23/23 11:38AM] Gave item to Rhiannon. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 11:38AM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 1614869	
[4/23/23 12:07PM] Received item from Rhiannon. Name: Tarn token. Id: 10835, amount: 3500000	
[4/26/23 10:27AM] Gave item to Noob3. Name: Vote scroll. Id: 23020, amount: 100	
[4/26/23 10:28AM] Received item from Noob3. Name: $10 Bond. Id: 23057, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: $25 Bond. Id: 23058, amount: 3	
[4/26/23 10:28AM] Received item from Noob3. Name: Cursed Box. Id: 15003, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Gracious Box. Id: 15002, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:28AM] Received item from Noob3. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 10:30AM] Gave item to Noob3. Name: Crystal. Id: 2381, amount: 1	
[4/26/23 10:30AM] Gave item to Noob3. Name: Crystal. Id: 2381, amount: 1	
[4/26/23 10:30AM] Gave item to Noob3. Name: Crystal. Id: 2381, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2382, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:31AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:31AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Received item from Noob3. Name: Crystal. Id: 2383, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Tarn token. Id: 10835, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Coin. Id: 995, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: Counter Token. Id: 13650, amount: 1	
[4/26/23 10:32AM] Gave item to Noob3. Name: $1 Scroll. Id: 10946, amount: 1	
[4/26/23 10:33AM] Received item from Noob3. Name: Coin. Id: 995, amount: 1	
[4/26/23 10:33AM] Received item from Noob3. Name: Tarn token. Id: 10835, amount: 1	
[4/26/23 10:33AM] Received item from Noob3. Name: $1 Scroll. Id: 10946, amount: 1	
[4/26/23 10:33AM] Received item from Noob3. Name: Counter Token. Id: 13650, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/26/23 11:04AM] Gave item to Sky. Name: Asmodeus Pet. Id: 19484, amount: 1	
[4/26/23 11:04AM] Received item from Sky. Name: Fury shark. Id: 17817, amount: 1	
[4/26/23 11:04AM] Received item from Sky. Name: Fury shark. Id: 17817, amount: 1	
[4/26/23 11:04AM] Received item from Sky. Name: Fury shark. Id: 17817, amount: 1	
[4/26/23 11:09AM] Gave item to Daniel. Name: Solar Hood. Id: 15645, amount: 1	
[4/26/23 11:18AM] Gave item to Noob4. Name: Vote scroll. Id: 23020, amount: 101	
[4/26/23 11:18AM] Gave item to Sky. Name: Collector necklace. Id: 19886, amount: 1	
[4/26/23 11:19AM] Received item from Noob4. Name: $10 Bond. Id: 23057, amount: 1	
[4/26/23 11:19AM] Received item from Noob4. Name: $25 Bond. Id: 23058, amount: 3	
[4/26/23 11:19AM] Received item from Noob4. Name: Gracious Box. Id: 15002, amount: 1	
[4/26/23 11:19AM] Received item from Noob4. Name: Cursed Box. Id: 15003, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:20AM] Received item from Noob4. Name: Crystal. Id: 2380, amount: 1	
[4/26/23 11:38AM] Gave item to Just Kirbs. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/26/23 11:38AM] Received item from Just Kirbs. Name: $10 Bond. Id: 23057, amount: 4	
[4/26/23 01:40PM] Gave item to Xenon. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/26/23 01:40PM] Received item from Xenon. Name: Black Goku Boots. Id: 14444, amount: 1	
[4/27/23 11:27AM] Gave item to Noob4. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 11:27AM] Gave item to Noob4. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 11:27AM] Gave item to Noob4. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 11:32AM] Received item from Wr3ckedyou. Name: Infamous Box. Id: 20489, amount: 1	
[4/27/23 12:44PM] Gave item to Raiks67. Name: Solar Hood. Id: 15645, amount: 1	
[4/27/23 02:09PM] Gave item to Ceo Of Nex. Name: Demon Bow. Id: 22134, amount: 1	
[4/27/23 02:10PM] Gave item to D3mon. Name: Shinigami Head. Id: 13328, amount: 1	
