[4/16/23 10:39AM] Received item from Heropt. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Box. Id: 14488, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Tarn token. Id: 10835, amount: 613	
[4/16/23 10:41AM] Gave item to Heropt. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Lust Staff. Id: 8809, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Gloves. Id: 19988, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Legs. Id: 19986, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Lava bones. Id: 2023, amount: 179	
[4/16/23 10:41AM] Gave item to Heropt. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 10:41AM] Gave item to Heropt. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Forsaken Body. Id: 14911, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Collector Amulet III. Id: 18888, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Helm. Id: 19984, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Boots. Id: 19989, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 10:41AM] Gave item to Heropt. Name: Coin. Id: 995, amount: 13645264	
[4/16/23 10:42AM] Gave item to Heropt. Name: Super restore (4). Id: 3025, amount: 200	
[4/16/23 10:42AM] Gave item to Heropt. Name: Fury shark. Id: 17818, amount: 200	
[4/16/23 11:34AM] Received item from Heropt. Name: Lava bones. Id: 2023, amount: 1000	
[4/16/23 11:35AM] Gave item to Heropt. Name: Vote scroll. Id: 23020, amount: 30	
[4/16/23 12:19PM] Gave item to Heropt. Name: Progressive Box [T1]. Id: 10025, amount: 3	
[4/16/23 12:19PM] Gave item to Heropt. Name: Coin. Id: 995, amount: 600000	
[4/17/23 10:58AM] Received item from Fpk Merk. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/17/23 10:59AM] Gave item to Heropt. Name: Unknown Legs. Id: 21044, amount: 1	
[4/17/23 10:59AM] Gave item to Heropt. Name: Gold Boots. Id: 11182, amount: 1	
[4/20/23 02:30PM] Gave item to Heropt. Name: PvM Casket. Id: 2736, amount: 10	
[4/20/23 02:30PM] Received item from Heropt. Name: AFK ticket. Id: 5020, amount: 1200008	
[4/21/23 06:33AM] Received item from Winalldays. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 06:37AM] Gave item to Heropt. Name: $25 Bond. Id: 23058, amount: 1	
[4/21/23 07:05AM] Received item from Winalldays. Name: Cursed Box. Id: 15003, amount: 1	
[4/21/23 07:05AM] Received item from Winalldays. Name: Majestic Box. Id: 15004, amount: 1	
[4/21/23 07:12AM] Gave item to Heropt. Name: $25 Bond. Id: 23058, amount: 3	
[4/21/23 07:12AM] Gave item to Heropt. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 09:58AM] Gave item to Heropt. Name: $1 Scroll. Id: 10946, amount: 32	
[4/21/23 09:58AM] Received item from Heropt. Name: Vote scroll. Id: 23020, amount: 36	
[4/21/23 09:59AM] Gave item to Heropt. Name: $25 Bond. Id: 23058, amount: 2	
[4/21/23 09:59AM] Gave item to Heropt. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 11:07AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 11:07AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 11:07AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 11:07AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/21/23 11:07AM] Gave item to Heropt. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
