[4/15/23 06:08AM] Gave item to Alex. Name: Slayer casket. Id: 2734, amount: 3	
[4/18/23 11:15AM] Gave item to Entropy. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 11:17AM] Gave item to Author. Name: Emerald Body. Id: 11002, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Owner's Boots. Id: 22235, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 11:59AM] Gave item to Author. Name: Aura (T6). Id: 23049, amount: 1	
[4/18/23 11:59AM] Received item from Author. Name: Owner's Legs. Id: 22234, amount: 1	
[4/18/23 03:12PM] Gave item to Nobledefeat. Name: Miner chestplate (iron). Id: 20582, amount: 1	
[4/18/23 03:12PM] Gave item to Nobledefeat. Name: Fazula Gloves. Id: 4070, amount: 1	
[4/18/23 03:12PM] Gave item to Nobledefeat. Name: Fazula Body. Id: 4067, amount: 1	
[4/18/23 04:14PM] Gave item to Ao. Name: Fazula Staff. Id: 4071, amount: 1	
[4/18/23 04:14PM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 7000000	
[4/18/23 04:26PM] Gave item to Zshana. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/18/23 04:26PM] Received item from Zshana. Name: Yasuda Head. Id: 4075, amount: 1	
[4/18/23 06:53PM] Received item from Ao. Name: Tarn token. Id: 10835, amount: 3000000	
[4/18/23 09:51PM] Gave item to Jroc. Name: Demon Bow. Id: 22134, amount: 1	
[4/18/23 09:52PM] Gave item to F3ez. Name: Lava bones. Id: 2023, amount: 5000	
[4/18/23 09:54PM] Gave item to Hc Don. Name: Demon Bow. Id: 22134, amount: 1	
[4/18/23 11:00PM] Gave item to Slayer. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/18/23 11:00PM] Gave item to Slayer. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/18/23 11:00PM] Gave item to Slayer. Name: Yasuda Head. Id: 4075, amount: 1	
[4/18/23 11:03PM] Gave item to Slayer. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/19/23 10:38AM] Gave item to Rks. Name: Rogue Sword. Id: 22127, amount: 1	
[4/19/23 10:39AM] Received item from Rks. Name: Rogue Sword. Id: 22127, amount: 1	
[4/19/23 10:40AM] Gave item to Rks. Name: Slayer ticket. Id: 5023, amount: 1	
[4/19/23 10:41AM] Received item from Rks. Name: Slayer ticket. Id: 5023, amount: 1	
[4/19/23 10:44AM] Gave item to Freddie. Name: Lava bones. Id: 2023, amount: 5000	
[4/19/23 10:44AM] Gave item to Freddie. Name: Collector necklace. Id: 19886, amount: 1	
[4/19/23 11:22AM] Gave item to Alakazam. Name: Tarn token. Id: 10835, amount: 1250000	
[4/19/23 11:22AM] Received item from Alakazam. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 11:24AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 1350000	
[4/19/23 11:24AM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 17	
[4/19/23 11:24AM] Received item from Arab. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 11:49AM] Gave item to Juust. Name: Tarn token. Id: 10835, amount: 500000	
[4/19/23 11:49AM] Received item from Juust. Name: $1 Scroll. Id: 10946, amount: 10	
[4/19/23 11:49AM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 800000	
[4/19/23 11:49AM] Received item from Inherited. Name: $1 Scroll. Id: 10946, amount: 16	
[4/19/23 11:50AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 700000	
[4/19/23 11:50AM] Received item from Kinda Savage. Name: $1 Scroll. Id: 10946, amount: 14	
[4/19/23 11:50AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 850000	
[4/19/23 11:50AM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 17	
[4/19/23 11:51AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 50000	
[4/19/23 11:51AM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 1	
[4/19/23 11:53AM] Gave item to Smartass. Name: Tarn token. Id: 10835, amount: 3550000	
[4/19/23 11:53AM] Received item from Smartass. Name: $10 Bond. Id: 23057, amount: 3	
[4/19/23 11:53AM] Received item from Smartass. Name: $1 Scroll. Id: 10946, amount: 41	
[4/19/23 11:54AM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 100000	
[4/19/23 11:54AM] Received item from Inherited. Name: $1 Scroll. Id: 10946, amount: 2	
[4/19/23 11:55AM] Gave item to Duke. Name: Tarn token. Id: 10835, amount: 1650000	
[4/19/23 11:55AM] Received item from Duke. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 11:55AM] Received item from Duke. Name: $1 Scroll. Id: 10946, amount: 8	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Body. Id: 13329, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Boots. Id: 13332, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Wings. Id: 4369, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Sword. Id: 13333, amount: 1	
[4/19/23 12:38PM] Gave item to Wr3cked. Name: Shinigami Head. Id: 13328, amount: 1	
[4/19/23 01:06PM] Gave item to Tao. Name: Shinigami Wings. Id: 4369, amount: 1	
[4/19/23 01:06PM] Gave item to Tao. Name: Tarn token. Id: 10835, amount: 250000	
[4/19/23 01:06PM] Received item from Tao. Name: $25 Bond. Id: 23058, amount: 5	
[4/19/23 01:08PM] Gave item to Asoich. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/19/23 01:08PM] Received item from Asoich. Name: Tarn token. Id: 10835, amount: 100816	
[4/19/23 03:30PM] Gave item to Nobledefeat. Name: $25 Bond. Id: 23058, amount: 2	
[4/19/23 03:57PM] Gave item to Ao. Name: Rune spear (p++). Id: 13775, amount: 1	
[4/19/23 03:57PM] Gave item to Ao. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 03:57PM] Gave item to Ao. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 03:57PM] Received item from Ao. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/19/23 05:31PM] Gave item to Asquad. Name: Shinigami Head. Id: 13328, amount: 1	
[4/19/23 05:31PM] Gave item to Asquad. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 05:31PM] Received item from Asquad. Name: $25 Bond. Id: 23058, amount: 7	
[4/19/23 05:31PM] Received item from Asquad. Name: $1 Scroll. Id: 10946, amount: 57	
[4/19/23 05:31PM] Received item from Asquad. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 5000462	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Fazula Staff. Id: 4071, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 06:09PM] Received item from Zshana. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Tarn token. Id: 10835, amount: 5000462	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Fazula Staff. Id: 4071, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 06:14PM] Gave item to Nadez. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/19/23 07:01PM] Received item from Ao. Name: Emerald Body. Id: 11002, amount: 1	
[4/19/23 09:29PM] Gave item to Rs Original. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 10:18PM] Gave item to Loonasee. Name: Emerald Coif. Id: 11001, amount: 1	
[4/19/23 10:18PM] Gave item to Loonasee. Name: Emerald Body. Id: 11002, amount: 1	
[4/19/23 10:18PM] Gave item to Loonasee. Name: Rogue Legs. Id: 22125, amount: 1	
[4/20/23 12:03AM] Gave item to Ao. Name: Vote scroll. Id: 23020, amount: 50	
[4/20/23 12:03AM] Received item from Ao. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/20/23 02:42AM] Gave item to Mini. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/20/23 02:42AM] Gave item to Mini. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/20/23 02:42AM] Gave item to Mini. Name: $25 Bond. Id: 23058, amount: 9	
[4/20/23 02:42AM] Gave item to Mini. Name: $10 Bond. Id: 23057, amount: 14	
[4/20/23 02:42AM] Gave item to Mini. Name: $1 Scroll. Id: 10946, amount: 448	
[4/20/23 02:42AM] Gave item to Mini. Name: Tarn token. Id: 10835, amount: 20000000	
[4/20/23 02:42AM] Received item from Mini. Name: Owner's Shield. Id: 22240, amount: 1	
[4/20/23 02:42AM] Received item from Mini. Name: Owner's Halo. Id: 22239, amount: 1	
[4/20/23 02:58AM] Gave item to Multi. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/20/23 05:56PM] Gave item to Onlyfans. Name: Yasuda Head. Id: 4075, amount: 1	
[4/20/23 05:56PM] Received item from Onlyfans. Name: Yasuda Body. Id: 4077, amount: 1	
[4/20/23 07:07PM] Received item from Resi. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/20/23 07:07PM] Received item from Resi. Name: Lili Staff. Id: 22143, amount: 1	
[4/20/23 07:08PM] Gave item to Resi. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/20/23 07:08PM] Gave item to Resi. Name: Lili Staff. Id: 22143, amount: 1	
[4/20/23 10:48PM] Gave item to Ctg804. Name: Tarn token. Id: 10835, amount: 85000000	
[4/20/23 10:48PM] Received item from Ctg804. Name: Owner's Body. Id: 22233, amount: 1	
[4/21/23 05:25PM] Gave item to Immortal. Name: Saiyan God Body. Id: 22130, amount: 1	
[4/21/23 05:25PM] Received item from Immortal. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/21/23 05:52PM] Gave item to Johnnyapple. Name: $25 Bond. Id: 23058, amount: 2	
[4/21/23 05:52PM] Gave item to Johnnyapple. Name: $1 Scroll. Id: 10946, amount: 30	
[4/21/23 10:47PM] Gave item to Buffy. Name: Collector ring. Id: 4446, amount: 1	
[4/22/23 10:45AM] Gave item to Princespeach. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/22/23 10:45AM] Received item from Princespeach. Name: Tarn token. Id: 10835, amount: 2932928	
[4/22/23 12:24PM] Gave item to Oblivion. Name: Tarn token. Id: 10835, amount: 45000000	
[4/22/23 12:24PM] Received item from Oblivion. Name: Godly Bow. Id: 21018, amount: 1	
[4/22/23 12:58PM] Gave item to Entropy. Name: Godly Bow. Id: 21018, amount: 1	
[4/22/23 12:58PM] Gave item to Entropy. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/22/23 12:58PM] Gave item to Entropy. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/22/23 12:58PM] Gave item to Entropy. Name: Tarn token. Id: 10835, amount: 150000000	
[4/22/23 12:58PM] Received item from Entropy. Name: Owner's Staff. Id: 22230, amount: 1	
[4/22/23 05:55PM] Gave item to Slayer. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 05:55PM] Gave item to Slayer. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 10:27PM] Gave item to Tarnow. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 10:27PM] Received item from Tarnow. Name: None. Id: 22228, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Godly Bow. Id: 21018, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Gladiator Body. Id: 15006, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Yasuda Head. Id: 4075, amount: 1	
[4/22/23 11:18PM] Gave item to Xtc. Name: Tarn token. Id: 10835, amount: 40000000	
[4/22/23 11:18PM] Received item from Xtc. Name: Owner's Gloves. Id: 22236, amount: 1	
[4/23/23 08:46AM] Gave item to Draculaura. Name: $10 Bond. Id: 23057, amount: 1	
[4/23/23 11:04AM] Gave item to Wizzy. Name: $10 Bond. Id: 23057, amount: 1	
[4/26/23 02:09AM] Gave item to Mastrgp21. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/26/23 07:04AM] Gave item to Cm Suh. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/26/23 07:44AM] Received item from Rhiannon. Name: Godly Helm. Id: 14050, amount: 1	
[4/26/23 01:27PM] Gave item to Daniel. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/26/23 01:34PM] Gave item to Gerx. Name: Infinite overload potion (T3). Id: 23126, amount: 1	
[4/27/23 02:31AM] Received item from Reptile25. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 02:32AM] Gave item to Reptile25. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 03:05AM] Gave item to Bread. Name: Nite Necklace. Id: 11195, amount: 1	
[4/27/23 10:56AM] Gave item to Rhiannon. Name: Groudon Legs. Id: 19913, amount: 1	
[4/27/23 12:41PM] Received item from Inherited. Name: Executive Bow. Id: 5012, amount: 1	
[4/27/23 12:42PM] Received item from Inherited. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/27/23 12:42PM] Gave item to Inherited. Name: Super Buu Helm. Id: 9478, amount: 1	
[4/27/23 12:42PM] Gave item to Inherited. Name: Executive Bow. Id: 5012, amount: 1	
[4/27/23 03:49PM] Gave item to Entropy. Name: Slayer casket. Id: 2734, amount: 47	
[4/27/23 03:49PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 16450000	
[4/27/23 03:49PM] Received item from Entropy. Name: Slayer ticket. Id: 5023, amount: 399	
[4/27/23 03:49PM] Received item from Entropy. Name: Hofperry. Id: 1007, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Verinise. Id: 815, amount: 2	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Turmeric. Id: 922, amount: 3	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Rosocely. Id: 795, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Tarragon. Id: 783, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Tarragon. Id: 783, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Hofperry. Id: 1007, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Rosocely. Id: 795, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Slayer ticket. Id: 5023, amount: 408	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Marjoram. Id: 925, amount: 3	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Caraway. Id: 931, amount: 2	
[4/27/23 03:49PM] Received item from Entropy. Name: Phranium. Id: 1009, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Clean Larith. Id: 777, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Spoolwood. Id: 942, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Smoo. Id: 1005, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Holy water. Id: 732, amount: 1	
[4/27/23 03:49PM] Received item from Entropy. Name: Holy water. Id: 732, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Spirit dust. Id: 8212, amount: 3	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Larith. Id: 777, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Larith. Id: 777, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Holy water. Id: 732, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Spoolwood. Id: 942, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Verinise. Id: 815, amount: 2	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Turmeric. Id: 922, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Sephialla. Id: 913, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Slayer ticket. Id: 5023, amount: 214	
[4/27/23 03:50PM] Received item from Entropy. Name: Slayer ticket. Id: 5023, amount: 373	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Sephialla. Id: 913, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Larith. Id: 777, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Cardamon. Id: 789, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Tarragon. Id: 783, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Hofperry. Id: 1007, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Spoolwood. Id: 942, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Kunnerrel. Id: 928, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Verinise. Id: 815, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Fennel. Id: 916, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Cardamon. Id: 789, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Clean Verinise. Id: 815, amount: 1	
[4/27/23 03:50PM] Received item from Entropy. Name: Holy water. Id: 732, amount: 1	
