[4/15/23 11:22AM] Gave item to Ao. Name: Vote scroll. Id: 23020, amount: 1	
[4/18/23 07:47AM] Gave item to Arab. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 07:47AM] Gave item to Arab. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 07:47AM] Gave item to Arab. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 02:52PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/18/23 02:52PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/18/23 03:42PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 4746	
[4/18/23 03:42PM] Gave item to Arab. Name: Coin. Id: 995, amount: 585	
[4/19/23 10:10AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 1312742	
[4/19/23 10:12AM] Gave item to Arab. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/19/23 10:12AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 412742	
[4/19/23 11:18AM] Gave item to Arab. Name: Cursed Box. Id: 15003, amount: 1	
[4/19/23 11:18AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 1	
[4/19/23 11:18AM] Gave item to Arab. Name: Coin. Id: 995, amount: 5874672	
[4/19/23 11:21AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 11:21AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 11:50AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 8	
[4/19/23 11:54AM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 18	
[4/19/23 12:02PM] Gave item to Arab. Name: Zinq helm. Id: 23050, amount: 1	
[4/19/23 12:06PM] Received item from Arab. Name: Executive Body. Id: 4685, amount: 1	
[4/19/23 12:06PM] Received item from Arab. Name: Executive Helm. Id: 4684, amount: 1	
[4/19/23 12:14PM] Received item from Arab. Name: Nightmare boots. Id: 23032, amount: 1	
[4/19/23 12:14PM] Received item from Arab. Name: Champion Body. Id: 16023, amount: 1	
[4/19/23 12:14PM] Received item from Arab. Name: Inferno Boots. Id: 13305, amount: 1	
[4/19/23 12:14PM] Received item from Arab. Name: Patience body. Id: 23035, amount: 1	
[4/19/23 12:20PM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 5	
[4/19/23 12:21PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 8	
[4/19/23 12:25PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 1404742	
[4/19/23 12:40PM] Gave item to Arab. Name: Patience body. Id: 23035, amount: 1	
[4/19/23 12:58PM] Gave item to Rasengan. Name: Imperial Staff. Id: 18629, amount: 1	
[4/19/23 01:24PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 21	
[4/19/23 01:24PM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 15	
[4/19/23 02:29PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/19/23 02:29PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 02:31PM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 9	
[4/19/23 02:31PM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 72	
[4/19/23 02:32PM] Received item from Arab. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 02:34PM] Gave item to Onlyfans. Name: $1 Scroll. Id: 10946, amount: 21	
[4/19/23 02:34PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 945000	
[4/19/23 02:35PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 4594085	
[4/19/23 02:35PM] Gave item to Arab. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 03:12PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 1	
[4/19/23 03:21PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 03:52PM] Received item from Arab. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 04:19PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 286065	
[4/19/23 04:40PM] Gave item to Arab. Name: Coin. Id: 995, amount: 746	
[4/19/23 04:40PM] Received item from Arab. Name: Coin. Id: 995, amount: 2147482854	
[4/19/23 04:41PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 2112482	
[4/19/23 04:41PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 1	
[4/19/23 04:41PM] Gave item to Arab. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/19/23 04:50PM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 33	
[4/19/23 04:50PM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 12	
[4/19/23 04:52PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 1960000	
[4/19/23 04:52PM] Gave item to Arab. Name: Coin. Id: 995, amount: 2356034	
[4/19/23 04:57PM] Received item from Arab. Name: Demon Bow. Id: 22134, amount: 1	
[4/19/23 05:20PM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 2	
[4/19/23 05:32PM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 617319	
[4/20/23 05:30AM] Gave item to Delay. Name: Demon Bow. Id: 22134, amount: 1	
[4/20/23 05:30AM] Received item from Delay. Name: Tarn token. Id: 10835, amount: 3000000	
[4/20/23 05:30AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 3362000	
[4/20/23 05:30AM] Gave item to Arab. Name: Coin. Id: 995, amount: 5765725	
[4/20/23 05:30AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 05:30AM] Gave item to Arab. Name: Demon Bow. Id: 22134, amount: 1	
[4/20/23 06:01AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 14	
[4/20/23 06:01AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 9	
[4/20/23 06:37AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 21	
[4/20/23 06:37AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 06:37AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 10162	
[4/20/23 06:37AM] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 4295	
[4/20/23 07:36AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 07:36AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 7	
[4/20/23 07:36AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 11792	
[4/20/23 08:32AM] Received item from Arab. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 08:33AM] Gave item to Arab. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 08:33AM] Received item from Arab. Name: Mystic boots. Id: 23025, amount: 1	
[4/20/23 12:25PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 12:25PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 9	
[4/20/23 12:25PM] Gave item to Arab. Name: Coin. Id: 995, amount: 16844487	
[4/20/23 01:32PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 01:32PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 01:36PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 01:36PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 01:38PM] Received item from Arab. Name: Collector necklace. Id: 19886, amount: 1	
[4/20/23 02:54PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 02:54PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 03:24PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 03:24PM] Gave item to Arab. Name: Coin. Id: 995, amount: 11026763	
[4/20/23 04:46PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 04:46PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:22PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:22PM] Gave item to Arab. Name: Coin. Id: 995, amount: 14087521	
[4/20/23 06:23PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:24PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:41PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 06:41PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 06:44PM] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 21	
[4/20/23 06:45PM] Gave item to Arab. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 06:45PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 4	
[4/21/23 04:24AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 08:00AM] Gave item to Palestine. Name: Vote scroll. Id: 23020, amount: 7	
[4/21/23 08:01AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 08:01AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 14	
[4/21/23 08:37AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 08:37AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 17	
[4/21/23 08:37AM] Gave item to Arab. Name: Coin. Id: 995, amount: 15354857	
[4/21/23 08:50AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 18	
[4/21/23 08:50AM] Gave item to Arab. Name: Coin. Id: 995, amount: 5331797	
[4/21/23 08:50AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 10	
[4/21/23 09:58AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 09:58AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 03:10PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 03:10PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 06:41PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 9	
[4/21/23 06:41PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 15	
[4/22/23 03:42AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 03:42AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 10:41AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 4	
[4/22/23 11:09AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:09AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 12:00PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 12:00PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 9	
[4/22/23 01:35PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 01:35PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 01:35PM] Gave item to Arab. Name: Coin. Id: 995, amount: 12942917	
[4/22/23 03:24PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 03:24PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 04:39PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 16	
[4/22/23 04:39PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/26/23 04:03AM] Received item from Arab. Name: Groudon Staff. Id: 13640, amount: 1	
[4/26/23 04:03AM] Received item from Arab. Name: Tarn token. Id: 10835, amount: 71109037	
[4/26/23 04:56AM] Received item from Arab. Name: Owner's Wings. Id: 22237, amount: 1	
[4/26/23 04:56AM] Received item from Arab. Name: Nite Hammer. Id: 17698, amount: 1	
[4/26/23 04:57AM] Received item from Arab. Name: Owner's cape. Id: 7995, amount: 1	
[4/26/23 04:57AM] Received item from Arab. Name: Fazula Pet. Id: 4073, amount: 1	
[4/26/23 04:57AM] Received item from Arab. Name: $1 Scroll. Id: 10946, amount: 40	
[4/26/23 04:58AM] Received item from Arab. Name: Fazula Head. Id: 4066, amount: 1	
[4/26/23 04:58AM] Received item from Arab. Name: Yasuda Body. Id: 4077, amount: 1	
[4/26/23 04:58AM] Received item from Arab. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/26/23 05:21AM] Gave item to Arab. Name: Nite Hammer. Id: 17698, amount: 1	
[4/26/23 05:21AM] Gave item to Arab. Name: Owner's Wings. Id: 22237, amount: 1	
[4/26/23 05:21AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 40	
[4/26/23 05:21AM] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 71109037	
[4/26/23 05:22AM] Gave item to Arab. Name: Fazula Head. Id: 4066, amount: 1	
[4/26/23 05:22AM] Gave item to Arab. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/26/23 05:22AM] Gave item to Arab. Name: Owner's cape. Id: 7995, amount: 1	
[4/26/23 05:22AM] Gave item to Arab. Name: Groudon Staff. Id: 13640, amount: 1	
[4/26/23 05:22AM] Gave item to Arab. Name: Yasuda Body. Id: 4077, amount: 1	
[4/26/23 07:24PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/26/23 07:24PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/27/23 04:42AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 04:42AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/27/23 10:30AM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 10:30AM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/27/23 04:31PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 04:31PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/27/23 05:49PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 3	
[4/27/23 05:49PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/27/23 06:46PM] Gave item to Arab. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 06:46PM] Gave item to Arab. Name: Vote scroll. Id: 23020, amount: 6	
