[4/19/23 01:31AM] Received item from Zain. Name: Vote scroll. Id: 23020, amount: 10	
[4/21/23 09:34PM] Gave item to Swigglecake. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:34PM] Gave item to Swigglecake. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 09:34PM] Gave item to Swigglecake. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 10:39PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 8000127	
[4/21/23 10:39PM] Gave item to Onlyfans. Name: Gladiator Body. Id: 15006, amount: 1	
[4/21/23 10:39PM] Gave item to Onlyfans. Name: Gladiator Body. Id: 15006, amount: 1	
[4/21/23 10:39PM] Received item from Onlyfans. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 02:30AM] Gave item to Boms. Name: Executive Bow. Id: 5012, amount: 1	
[4/22/23 06:14AM] Gave item to Spaceape. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 06:14AM] Received item from Spaceape. Name: Tarn token. Id: 10835, amount: 171044	
[4/22/23 06:14AM] Received item from Spaceape. Name: AFK ticket. Id: 5020, amount: 331410	
[4/22/23 07:05AM] Received item from Vorse Raider. Name: AFK ticket. Id: 5020, amount: 94220	
[4/22/23 07:05AM] Received item from Vorse Raider. Name: Coin. Id: 995, amount: 999999	
[4/22/23 05:18PM] Gave item to Theonemark. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:21PM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 1000000	
[4/22/23 05:21PM] Received item from Nobledefeat. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/22/23 05:30PM] Received item from Asquad. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 05:30PM] Received item from Asquad. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/22/23 05:37PM] Gave item to Powers. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/22/23 07:04PM] Gave item to Powers. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 07:05PM] Gave item to Masterking1. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 07:09PM] Gave item to Powers. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/22/23 07:10PM] Gave item to Powers. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 07:12PM] Gave item to Powers. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 07:13PM] Gave item to Powers. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 07:15PM] Gave item to Powers. Name: Deviant Sword. Id: 21023, amount: 1	
[4/22/23 07:44PM] Gave item to Powers. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/22/23 07:44PM] Gave item to Powers. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 07:44PM] Received item from Powers. Name: Super restore (3). Id: 3026, amount: 1	
[4/22/23 08:12PM] Received item from Sad. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 08:14PM] Gave item to Powers. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 08:15PM] Gave item to Powers. Name: Soldier Lance. Id: 5730, amount: 1	
[4/22/23 08:16PM] Received item from Powers. Name: Soldier Lance. Id: 5730, amount: 1	
[4/22/23 08:20PM] Gave item to Powers. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 08:20PM] Received item from Powers. Name: Tarn token. Id: 10835, amount: 20000	
[4/22/23 09:45PM] Gave item to Wizzy. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 09:52PM] Gave item to S1n1. Name: Tarn token. Id: 10835, amount: 225000	
[4/22/23 09:52PM] Received item from S1n1. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 10:04PM] Gave item to Proxy. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/22/23 10:10PM] Gave item to Eco. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/22/23 10:28PM] Gave item to Eco. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 10:28PM] Received item from Eco. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/22/23 10:50PM] Gave item to Eco. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/23/23 03:51AM] Received item from Like My Peep. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/23/23 03:51AM] Received item from Like My Peep. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/23/23 05:02AM] Gave item to Ainokea. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/23/23 05:02AM] Received item from Ainokea. Name: Tarn token. Id: 10835, amount: 750000	
[4/23/23 05:42AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 28000000	
[4/23/23 05:50AM] Received item from Onlyfans. Name: $1 Scroll. Id: 10946, amount: 40	
[4/23/23 06:42AM] Received item from Onlyfans. Name: Saiyan God Hair. Id: 22132, amount: 1	
[4/23/23 07:16AM] Received item from Sad. Name: $100 Bond. Id: 23059, amount: 1	
[4/23/23 07:17AM] Gave item to King Potter. Name: Lava bones. Id: 2023, amount: 5335	
[4/23/23 07:59AM] Received item from Vorse Raider. Name: Starter Ring. Id: 23091, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Helm. Id: 15005, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Cape. Id: 15100, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Body. Id: 15006, amount: 1	
[4/23/23 08:09AM] Gave item to Hellotittie. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/23/23 08:09AM] Received item from Hellotittie. Name: Tarn token. Id: 10835, amount: 5000000	
[4/23/23 08:10AM] Gave item to Powers. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/23/23 08:53AM] Received item from Redx12. Name: Charybde Body. Id: 8829, amount: 1	
[4/23/23 08:53AM] Received item from Redx12. Name: Charybde Legs. Id: 8833, amount: 1	
[4/23/23 08:57AM] Gave item to Powers. Name: Charybde Body. Id: 8829, amount: 1	
[4/23/23 08:57AM] Gave item to Powers. Name: Charybde Legs. Id: 8833, amount: 1	
[4/23/23 10:04AM] Gave item to Wizzy. Name: Agumon Bow. Id: 22155, amount: 1	
[4/23/23 10:04AM] Received item from Wizzy. Name: Groudon Staff. Id: 13640, amount: 1	
[4/23/23 10:37AM] Gave item to Wizzy. Name: Groudon Staff. Id: 13640, amount: 1	
[4/23/23 10:37AM] Received item from Wizzy. Name: Agumon Bow. Id: 22155, amount: 1	
[4/26/23 06:26AM] Received item from Alex. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 07:58AM] Gave item to King Potter. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 07:58AM] Received item from King Potter. Name: Tarn token. Id: 10835, amount: 100894	
[4/26/23 08:12AM] Gave item to Powers. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/26/23 08:12AM] Gave item to Powers. Name: White Wand. Id: 22167, amount: 1	
[4/26/23 02:44PM] Gave item to Powers. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 04:15PM] Gave item to Dwightshrute. Name: Agumon Bow. Id: 22155, amount: 1	
[4/27/23 04:32PM] Gave item to Bubbles. Name: Tarn token. Id: 10835, amount: 1000228	
[4/27/23 04:32PM] Received item from Bubbles. Name: $1 Scroll. Id: 10946, amount: 10	
[4/27/23 06:27PM] Gave item to Thynoname. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 07:01PM] Gave item to Weed. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 07:02PM] Gave item to Weed. Name: Slender Man Pet. Id: 20586, amount: 1	
[4/27/23 07:26PM] Gave item to Sletje. Name: Cursed Box. Id: 15003, amount: 1	
[4/27/23 07:26PM] Gave item to Sletje. Name: Gracious Box. Id: 15002, amount: 1	
[4/27/23 07:31PM] Gave item to Powers. Name: Ezkel-Nojad Pet. Id: 20590, amount: 1	
