[4/20/23 01:53AM] Received item from Like My Peep. Name: Blood Vitur. Id: 8136, amount: 1	
[4/23/23 02:16AM] Received item from Slayer. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/25/23 08:42PM] Gave item to Ganon. Name: Groudon Body. Id: 19918, amount: 1	
[4/25/23 08:43PM] Gave item to Ganon. Name: Groudon Legs. Id: 19913, amount: 1	
[4/25/23 08:43PM] Gave item to Ganon. Name: Lili Staff. Id: 22143, amount: 1	
[4/25/23 08:44PM] Gave item to Ganon. Name: Blood Helm. Id: 8813, amount: 1	
[4/25/23 08:45PM] Gave item to Ganon. Name: Zeidan Grimm Pet. Id: 19487, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Gladiator Body. Id: 15006, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Groudon Aura. Id: 15448, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Obsidian Wings. Id: 23068, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Groudon Helm. Id: 21934, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Lili Boots. Id: 22141, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Lili Gloves. Id: 22139, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Zorbak's statuette. Id: 15585, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Groudon Shield. Id: 13964, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Coin. Id: 995, amount: 8537438	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Tarn token. Id: 10835, amount: 20712	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Soldier Body. Id: 23076, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Infinite healing potion (T1). Id: 23118, amount: 1	
[4/25/23 10:14PM] Gave item to Profeta1. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Starter Legs. Id: 705, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Imperial Whip. Id: 18750, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Imperial Staff. Id: 18629, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Blurite Body. Id: 19985, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Blurite Legs. Id: 19986, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Starter Helm. Id: 703, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Starter Body. Id: 704, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Imperial boots. Id: 20089, amount: 1	
[4/25/23 10:14PM] Received item from Profeta1. Name: Starter Cape. Id: 19944, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Groudon Staff. Id: 13640, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Collector necklace. Id: 19886, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Lili Aura. Id: 22142, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Blood Legs. Id: 8815, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Lilinryss Pet. Id: 19489, amount: 1	
[4/25/23 10:15PM] Gave item to Profeta1. Name: Lava bones. Id: 2023, amount: 595	
[4/25/23 10:16PM] Gave item to Profeta1. Name: Coin. Id: 995, amount: 1776088	
[4/25/23 10:16PM] Gave item to Profeta1. Name: Imperial boots. Id: 20089, amount: 1	
[4/25/23 10:16PM] Gave item to Profeta1. Name: Tarn token. Id: 10835, amount: 128867	
[4/25/23 10:16PM] Gave item to Profeta1. Name: Lava bones. Id: 2023, amount: 1866	
[4/25/23 10:16PM] Gave item to Profeta1. Name: Slayer ticket. Id: 5023, amount: 161	
[4/25/23 10:31PM] Gave item to Profeta1. Name: Blood Vitur. Id: 8136, amount: 1	
