[4/22/23 02:33PM] Received item from Acid. Name: Blurite Katana. Id: 14484, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Patience gloves. Id: 23037, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Patience bow. Id: 23039, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Patience helm. Id: 23034, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Nightmare hammers. Id: 23033, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Nightmare body. Id: 23029, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Patience boots. Id: 23038, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Nightmare hammers. Id: 23033, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Nightmare helm. Id: 23028, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 12:12AM] Received item from Raynes 911. Name: Patience helm. Id: 23034, amount: 1	
[4/23/23 12:12AM] Received item from Honey. Name: Godly Bow. Id: 21018, amount: 1	
[4/23/23 12:12AM] Received item from Honey. Name: $1 Scroll. Id: 10946, amount: 5	
[4/23/23 12:12AM] Received item from Honey. Name: Lava bones. Id: 2023, amount: 830	
[4/23/23 07:47AM] Received item from Winter. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 07:47AM] Received item from Winter. Name: Soldier Helm. Id: 23075, amount: 1	
[4/23/23 07:47AM] Received item from Winter. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/23/23 07:47AM] Received item from Winter. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 07:52AM] Received item from Winter. Name: Calamity Pet. Id: 20585, amount: 1	
[4/23/23 07:52AM] Received item from Winter. Name: Frieza Legs. Id: 11765, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Gorvek Pet. Id: 23081, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Imperial Staff. Id: 18629, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Mystic legs. Id: 23023, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Mystic helm. Id: 23021, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Godly Gloves. Id: 14055, amount: 1	
[4/23/23 07:53AM] Gave item to Acid. Name: Mystic body. Id: 23022, amount: 1	
[4/23/23 07:54AM] Received item from Acid. Name: Vote scroll. Id: 23020, amount: 9	
[4/23/23 07:54AM] Received item from Acid. Name: $1 Scroll. Id: 10946, amount: 10	
[4/23/23 08:06AM] Received item from Acid. Name: Mystic helm. Id: 23021, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Imperial Staff. Id: 18629, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Mystic legs. Id: 23023, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Godly Gloves. Id: 14055, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Mystic body. Id: 23022, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: $1 Scroll. Id: 10946, amount: 1	
[4/23/23 08:06AM] Received item from Acid. Name: Lava bones. Id: 2023, amount: 190	
[4/23/23 08:06AM] Received item from Acid. Name: Coin. Id: 995, amount: 5265684	
[4/23/23 08:15AM] Gave item to Hades. Name: Mystic helm. Id: 23021, amount: 1	
[4/23/23 08:15AM] Gave item to Hades. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 08:15AM] Gave item to Hades. Name: Imperial Staff. Id: 18629, amount: 1	
[4/23/23 08:15AM] Gave item to Hades. Name: Mystic legs. Id: 23023, amount: 1	
[4/23/23 08:15AM] Gave item to Hades. Name: Mystic body. Id: 23022, amount: 1	
[4/23/23 08:15AM] Gave item to Hades. Name: Godly Gloves. Id: 14055, amount: 1	
[4/23/23 08:15AM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 2	
[4/23/23 08:15AM] Received item from Hades. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/23/23 08:15AM] Received item from Hades. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 08:15AM] Received item from Hades. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/23/23 08:15AM] Received item from Hades. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/23/23 08:15AM] Received item from Hades. Name: EXP Potion (Divine). Id: 1033, amount: 1	
[4/23/23 08:19AM] Gave item to Winter. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/23/23 08:19AM] Received item from Winter. Name: Tarn token. Id: 10835, amount: 1000000	
[4/23/23 09:17AM] Received item from Hades. Name: Imperial Staff. Id: 18629, amount: 1	
[4/23/23 09:17AM] Gave item to Hades. Name: Nagi Legs. Id: 21064, amount: 1	
[4/23/23 09:40AM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 12	
[4/23/23 09:40AM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 10:53AM] Gave item to Hades. Name: Antique Body. Id: 8817, amount: 1	
[4/23/23 10:53AM] Gave item to Hades. Name: Zinq body. Id: 23051, amount: 1	
[4/23/23 10:53AM] Gave item to Hades. Name: Godly Legs. Id: 14052, amount: 1	
[4/23/23 04:36PM] Gave item to Acid. Name: Coin. Id: 995, amount: 852	
[4/23/23 05:04PM] Received item from Hades. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/23/23 05:04PM] Received item from Hades. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/23/23 05:04PM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 27	
[4/23/23 05:04PM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 13	
[4/23/23 05:24PM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 05:24PM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 5	
[4/23/23 07:03PM] Gave item to Hades. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 07:09PM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 07:09PM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 10	
[4/24/23 06:05AM] Gave item to Hades. Name: Collector necklace. Id: 19886, amount: 1	
[4/24/23 06:06AM] Received item from Hades. Name: Collector necklace. Id: 19886, amount: 1	
[4/24/23 07:21AM] Received item from Berry. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/24/23 07:21AM] Received item from Berry. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/24/23 10:02AM] Gave item to Berry. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/24/23 10:02AM] Gave item to Berry. Name: Collector necklace. Id: 19886, amount: 1	
[4/24/23 10:04AM] Gave item to Berry. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/24/23 10:04AM] Gave item to Berry. Name: Champion Off-Hand. Id: 15818, amount: 1	
[4/24/23 10:04AM] Gave item to Berry. Name: Imperial Minigun. Id: 18636, amount: 1	
[4/24/23 11:03AM] Received item from Berry. Name: $1 Scroll. Id: 10946, amount: 27	
[4/24/23 11:03AM] Received item from Berry. Name: Vote scroll. Id: 23020, amount: 12	
[4/24/23 11:04AM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 18	
[4/24/23 11:04AM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 44	
[4/24/23 03:00PM] Received item from Hades. Name: Cursed Box. Id: 15003, amount: 1	
[4/24/23 03:00PM] Received item from Hades. Name: Progressive Box [T1]. Id: 10025, amount: 3	
[4/24/23 03:00PM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 20	
[4/24/23 03:00PM] Received item from Hades. Name: Vote scroll. Id: 23020, amount: 6	
[4/24/23 03:00PM] Received item from Berry. Name: Cursed Box. Id: 15003, amount: 1	
[4/24/23 03:00PM] Received item from Berry. Name: $1 Scroll. Id: 10946, amount: 20	
[4/24/23 03:00PM] Received item from Berry. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 06:04AM] Gave item to Berry. Name: Vote scroll. Id: 23020, amount: 88	
[4/25/23 06:04AM] Received item from Berry. Name: $1 Scroll. Id: 10946, amount: 24	
[4/25/23 06:04AM] Received item from Berry. Name: Slayer ticket. Id: 5023, amount: 210	
[4/25/23 06:09AM] Received item from Hades. Name: $1 Scroll. Id: 10946, amount: 24	
[4/25/23 06:09AM] Received item from Hades. Name: Slayer casket. Id: 2734, amount: 3	
[4/25/23 06:14AM] Received item from Berry. Name: $10 Bond. Id: 23057, amount: 1	
[4/25/23 06:14AM] Received item from Berry. Name: $25 Bond. Id: 23058, amount: 3	
[4/25/23 06:14AM] Received item from Berry. Name: Cursed Box. Id: 15003, amount: 1	
[4/25/23 06:14AM] Received item from Berry. Name: Gracious Box. Id: 15002, amount: 1	
[4/25/23 06:14AM] Received item from Berry. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 06:14AM] Received item from Berry. Name: $1 Scroll. Id: 10946, amount: 10	
[4/25/23 06:14AM] Received item from Berry. Name: Coin. Id: 995, amount: 206643079	
[4/25/23 06:14AM] Received item from Berry. Name: Tarn token. Id: 10835, amount: 51151	
[4/25/23 06:38AM] Received item from Berry. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/25/23 07:37AM] Received item from Berry. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/25/23 07:37AM] Received item from Berry. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 07:37AM] Received item from Berry. Name: $1 Scroll. Id: 10946, amount: 13	
