[4/15/23 07:14AM] Received item from Suh. Name: Zinq legs. Id: 23052, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Tarn token. Id: 10835, amount: 500000	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Lava bones. Id: 2023, amount: 10000	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Executive Gloves. Id: 8273, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Deviant Wings. Id: 21024, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Emerald Coif. Id: 11001, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Executive Boots. Id: 8274, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Varth Body. Id: 22146, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Nite Helm. Id: 17614, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 06:46AM] Gave item to Saint Vains. Name: Supreme Gloves. Id: 18883, amount: 1	
[4/18/23 07:14AM] Gave item to Rokas. Name: White Wings. Id: 22166, amount: 1	
[4/18/23 07:14AM] Gave item to Rokas. Name: White Boots. Id: 22161, amount: 1	
[4/18/23 07:14AM] Received item from Rokas. Name: $25 Bond. Id: 23058, amount: 4	
[4/18/23 07:14AM] Received item from Rokas. Name: $1 Scroll. Id: 10946, amount: 17	
[4/18/23 09:45AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 2000000	
[4/18/23 09:45AM] Received item from Onlyfans. Name: Tyrant Body. Id: 14192, amount: 1	
[4/18/23 09:45AM] Received item from Onlyfans. Name: Tyrant Body. Id: 14192, amount: 1	
[4/18/23 09:48AM] Gave item to Saint Vains. Name: Malvek Katana. Id: 14018, amount: 1	
[4/18/23 09:48AM] Gave item to Saint Vains. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/18/23 09:48AM] Gave item to Saint Vains. Name: Lili Aura. Id: 22142, amount: 1	
[4/18/23 11:27AM] Gave item to Saint Vains. Name: Goku Boots. Id: 13327, amount: 1	
[4/18/23 11:42AM] Gave item to Duke. Name: Soldier Legs. Id: 23077, amount: 1	
[4/18/23 11:42AM] Received item from Duke. Name: Emerald Chaps. Id: 11003, amount: 1	
[4/18/23 12:31PM] Gave item to Duke. Name: Tarn token. Id: 10835, amount: 700566	
[4/18/23 12:31PM] Received item from Duke. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:31PM] Gave item to Isyutaru. Name: Tarn token. Id: 10835, amount: 1295000	
[4/18/23 12:31PM] Received item from Isyutaru. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 12:31PM] Received item from Isyutaru. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 12:31PM] Gave item to Im A Potato. Name: Tarn token. Id: 10835, amount: 700000	
[4/18/23 12:31PM] Received item from Im A Potato. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 02:51PM] Gave item to Kiwi. Name: Tarn token. Id: 10835, amount: 1215368	
[4/18/23 02:51PM] Received item from Kiwi. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 02:59PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/18/23 03:27PM] Received item from Onlyfans. Name: Evil Scythe. Id: 22133, amount: 1	
[4/18/23 03:34PM] Gave item to Author. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 03:34PM] Gave item to Author. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 03:34PM] Gave item to Author. Name: Fazula Book. Id: 4072, amount: 1	
[4/18/23 03:34PM] Received item from Author. Name: Owner's Boots. Id: 22235, amount: 1	
[4/18/23 04:26PM] Gave item to Suh. Name: Yasuda Head. Id: 4075, amount: 1	
[4/18/23 04:26PM] Received item from Suh. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/18/23 05:46PM] Gave item to Shockr. Name: Tarn token. Id: 10835, amount: 1312211	
[4/18/23 05:46PM] Received item from Shockr. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/18/23 05:46PM] Received item from Shockr. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 06:52PM] Gave item to Asquad. Name: Shinigami Legs. Id: 13330, amount: 1	
[4/18/23 07:47PM] Gave item to Greensleeve. Name: Tarn token. Id: 10835, amount: 687082	
[4/18/23 07:47PM] Received item from Greensleeve. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/18/23 08:18PM] Gave item to Olliv1125. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 08:18PM] Gave item to Olliv1125. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/18/23 08:20PM] Gave item to Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 08:20PM] Gave item to Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 08:20PM] Gave item to Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 08:20PM] Gave item to Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 08:20PM] Gave item to Olliv1125. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/18/23 08:29PM] Gave item to Olliv1125. Name: Death Bow. Id: 14343, amount: 1	
[4/19/23 06:39AM] Gave item to Like My Peep. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 07:56AM] Gave item to Nobledefeat. Name: Tarn token. Id: 10835, amount: 2473528	
[4/19/23 07:56AM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 79	
[4/19/23 07:57AM] Received item from Like My Peep. Name: $10 Bond. Id: 23057, amount: 2	
[4/19/23 07:57AM] Received item from Like My Peep. Name: $25 Bond. Id: 23058, amount: 3	
[4/19/23 07:57AM] Received item from Like My Peep. Name: $1 Scroll. Id: 10946, amount: 78	
[4/19/23 08:15AM] Received item from Kebab. Name: $1 Scroll. Id: 10946, amount: 5	
[4/19/23 08:49AM] Gave item to Nobledefeat. Name: Agumon Aura. Id: 22160, amount: 1	
[4/19/23 08:49AM] Gave item to Nobledefeat. Name: Goku Boots. Id: 13327, amount: 1	
[4/19/23 08:49AM] Received item from Nobledefeat. Name: Death Aura. Id: 14337, amount: 1	
[4/19/23 08:52AM] Received item from Onlyfans. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 10:57AM] Gave item to Duke. Name: Tarn token. Id: 10835, amount: 634078	
[4/19/23 10:57AM] Received item from Duke. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 10:58AM] Gave item to Ishine. Name: Tarn token. Id: 10835, amount: 750000	
[4/19/23 10:58AM] Received item from Ishine. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 10:59AM] Gave item to Inherited. Name: Evil Scythe. Id: 22133, amount: 1	
[4/19/23 10:59AM] Received item from Inherited. Name: Tarn token. Id: 10835, amount: 1234236	
[4/19/23 11:47AM] Gave item to Wr3cked. Name: Collector necklace II. Id: 19888, amount: 1	
[4/19/23 11:47AM] Received item from Wr3cked. Name: Tarn token. Id: 10835, amount: 7046	
[4/19/23 11:53AM] Gave item to Rotter. Name: Tarn token. Id: 10835, amount: 672324	
[4/19/23 11:53AM] Received item from Rotter. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 12:07PM] Gave item to Boterkoek. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 12:07PM] Received item from Boterkoek. Name: $1 Scroll. Id: 10946, amount: 122	
[4/19/23 12:07PM] Received item from Boterkoek. Name: Tarn token. Id: 10835, amount: 7987089	
[4/19/23 12:07PM] Received item from Boterkoek. Name: $10 Bond. Id: 23057, amount: 1	
[4/19/23 12:07PM] Received item from Boterkoek. Name: $25 Bond. Id: 23058, amount: 9	
[4/19/23 12:20PM] Gave item to Nobledefeat. Name: Drop rate scroll. Id: 23178, amount: 1	
[4/19/23 01:18PM] Received item from Nobledefeat. Name: $25 Bond. Id: 23058, amount: 6	
[4/19/23 01:18PM] Received item from Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 66	
[4/19/23 01:43PM] Gave item to Onlyfans. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 01:43PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 6277064	
[4/19/23 03:09PM] Gave item to Xcrystalx. Name: Tarn token. Id: 10835, amount: 541815	
[4/19/23 03:09PM] Received item from Xcrystalx. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 03:09PM] Gave item to Sad. Name: Tarn token. Id: 10835, amount: 750000	
[4/19/23 03:09PM] Received item from Sad. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 04:06PM] Gave item to Smurfit. Name: Tarn token. Id: 10835, amount: 766860	
[4/19/23 04:06PM] Received item from Smurfit. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 04:07PM] Gave item to Swigglecake. Name: Tarn token. Id: 10835, amount: 750000	
[4/19/23 04:07PM] Received item from Swigglecake. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/19/23 04:07PM] Gave item to Milner. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/19/23 05:23PM] Gave item to Kill Me. Name: Owner's Boots. Id: 22235, amount: 1	
[4/19/23 05:23PM] Received item from Kill Me. Name: Owner's Aura. Id: 22238, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Damp tinderbox. Id: 4073, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Fazula Head. Id: 4066, amount: 1	
[4/19/23 05:36PM] Gave item to Kill Me. Name: Tarn token. Id: 10835, amount: 5728026	
[4/19/23 05:36PM] Received item from Kill Me. Name: Owner's Boots. Id: 22235, amount: 1	
[4/19/23 05:36PM] Received item from Kill Me. Name: Owner's Body. Id: 22233, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Tarn token. Id: 10835, amount: 5000462	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Scythe. Id: 3472, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Elite Bow. Id: 8411, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Body. Id: 4077, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Fazula Book. Id: 4072, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Fazula Staff. Id: 4071, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/19/23 06:09PM] Gave item to Suh. Name: Dragon spear (p+). Id: 13774, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Solar Hood. Id: 15645, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Collector ring. Id: 4446, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Obsidian Aura. Id: 12612, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 06:10PM] Gave item to Loonasee. Name: Warrior chestplate (mithril). Id: 20604, amount: 1	
[4/19/23 06:10PM] Received item from Loonasee. Name: Tarn token. Id: 10835, amount: 992	
[4/19/23 06:13PM] Gave item to Loonasee. Name: Demonlord Helm. Id: 14184, amount: 1	
[4/19/23 06:13PM] Gave item to Loonasee. Name: Tyrant Legs. Id: 14194, amount: 1	
[4/19/23 06:13PM] Gave item to Loonasee. Name: Evil Boots. Id: 14329, amount: 1	
[4/19/23 06:13PM] Gave item to Loonasee. Name: Aura (T6). Id: 23049, amount: 1	
[4/19/23 07:30PM] Received item from Like My Peep. Name: Solar Staff. Id: 22135, amount: 1	
[4/19/23 07:45PM] Gave item to Author. Name: Owner's Wings. Id: 22237, amount: 1	
[4/19/23 07:45PM] Received item from Author. Name: Owner's Legs. Id: 22234, amount: 1	
[4/19/23 07:45PM] Received item from Author. Name: $1 Scroll. Id: 10946, amount: 50	
[4/19/23 07:45PM] Received item from Author. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 08:11PM] Received item from Onlyfans. Name: Executive Boots. Id: 8274, amount: 1	
[4/19/23 08:11PM] Received item from Onlyfans. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 08:11PM] Received item from Onlyfans. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/19/23 09:27PM] Gave item to Onlyfans. Name: Fazula Staff. Id: 4071, amount: 1	
[4/19/23 09:27PM] Gave item to Onlyfans. Name: Rune platebody (h5). Id: 19495, amount: 1	
[4/19/23 09:27PM] Received item from Onlyfans. Name: $25 Bond. Id: 23058, amount: 1	
[4/19/23 09:27PM] Received item from Onlyfans. Name: $1 Scroll. Id: 10946, amount: 10	
[4/19/23 09:27PM] Received item from Onlyfans. Name: Coin. Id: 995, amount: 254382748	
[4/19/23 09:27PM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 4092371	
[4/19/23 09:58PM] Gave item to Daddyhoho16. Name: Rune platebody (h3). Id: 19489, amount: 1	
[4/19/23 09:58PM] Gave item to Daddyhoho16. Name: Executive Bow. Id: 5012, amount: 1	
[4/19/23 09:58PM] Gave item to Daddyhoho16. Name: Aura (T6). Id: 23049, amount: 1	
[4/19/23 09:58PM] Gave item to Daddyhoho16. Name: Collector ring. Id: 4446, amount: 1	
[4/20/23 10:47AM] Received item from Onlyfans. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 10:47AM] Received item from Onlyfans. Name: $1 Scroll. Id: 10946, amount: 25	
[4/20/23 10:58AM] Received item from Olliv1125. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 10:58AM] Received item from Onlyfans. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 11:10AM] Gave item to Tao. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 11:10AM] Received item from Tao. Name: Tarn token. Id: 10835, amount: 1600000	
[4/20/23 02:34PM] Gave item to Rayquaza. Name: Emerald Body. Id: 11002, amount: 1	
[4/20/23 02:34PM] Gave item to Bandit. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 02:34PM] Gave item to Bandit. Name: Emerald Coif. Id: 11001, amount: 1	
[4/20/23 02:35PM] Gave item to Dvx. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:35PM] Gave item to Divine. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:35PM] Gave item to Remorse. Name: Emerald Body. Id: 11002, amount: 1	
[4/20/23 02:35PM] Gave item to Voki. Name: Emerald Coif. Id: 11001, amount: 1	
[4/20/23 02:35PM] Gave item to Inherited. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:35PM] Gave item to Asaitokj. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:35PM] Gave item to Sarma. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 02:35PM] Gave item to Aaron. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/20/23 02:36PM] Gave item to Shore. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 02:36PM] Gave item to Djnj. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 02:36PM] Gave item to Icy. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:36PM] Gave item to 2. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:37PM] Gave item to Arab. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 03:52PM] Gave item to Onlyfans. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 03:52PM] Gave item to Onlyfans. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 03:52PM] Gave item to Onlyfans. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 03:52PM] Gave item to Onlyfans. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 03:52PM] Gave item to Onlyfans. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 05:29PM] Gave item to Redx12. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 05:29PM] Gave item to Redx12. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 05:35PM] Gave item to Entropy. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 05:50PM] Gave item to Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 06:00PM] Gave item to Kingrock. Name: Tarn token. Id: 10835, amount: 1177728	
[4/20/23 06:00PM] Received item from Kingrock. Name: Inferno's statuette. Id: 15584, amount: 1	
[4/20/23 06:00PM] Gave item to Onlyfans. Name: Inferno's statuette. Id: 15584, amount: 1	
[4/20/23 06:00PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 3000000	
[4/20/23 06:03PM] Gave item to Onlyfans. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 06:26PM] Received item from Nobledefeat. Name: Executive Bow. Id: 5012, amount: 1	
[4/20/23 07:38PM] Gave item to Redx12. Name: Executive Bow. Id: 5012, amount: 1	
[4/20/23 08:05PM] Gave item to Onlyfans. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/20/23 08:45PM] Gave item to Onlyfans. Name: $10 Bond. Id: 23057, amount: 2	
[4/20/23 08:45PM] Received item from Onlyfans. Name: Blood Enhancement. Id: 1857, amount: 1	
[4/20/23 08:46PM] Gave item to Nobledefeat. Name: $1 Scroll. Id: 10946, amount: 17	
[4/20/23 09:20PM] Gave item to Kabal. Name: Solar Hood. Id: 15645, amount: 1	
[4/20/23 09:28PM] Gave item to Nobledefeat. Name: Groudon Legs. Id: 19913, amount: 1	
[4/20/23 09:28PM] Gave item to Nobledefeat. Name: Groudon Legs. Id: 19913, amount: 1	
[4/20/23 09:31PM] Gave item to Kabal. Name: $1 Scroll. Id: 10946, amount: 22	
[4/20/23 09:31PM] Received item from Kabal. Name: Obsidian Legs. Id: 23063, amount: 1	
[4/20/23 09:31PM] Received item from Kabal. Name: Obsidian Legs. Id: 23063, amount: 1	
[4/21/23 05:52AM] Received item from Nobledefeat. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 06:59AM] Gave item to Entropy. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 06:59AM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 40000000	
[4/21/23 07:35AM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 10000000	
[4/21/23 08:16AM] Gave item to Redx12. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Solar Hood. Id: 15645, amount: 1	
[4/21/23 08:16AM] Gave item to Redx12. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 08:16AM] Received item from Redx12. Name: Tarn token. Id: 10835, amount: 10000000	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Body. Id: 4077, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Owner's Sword. Id: 22229, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Fazula Book. Id: 4072, amount: 1	
[4/21/23 09:05AM] Received item from Alex. Name: Fazula Head. Id: 4066, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
