[4/16/23 02:35AM] Received item from Mad. Name: Collector necklace. Id: 19886, amount: 1	
[4/20/23 06:37AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 21	
[4/20/23 06:37AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 06:37AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 10162	
[4/20/23 06:37AM] Received item from Mad. Name: Lava bones. Id: 2023, amount: 4295	
[4/20/23 07:13AM] Gave item to Boterkoek. Name: Demon Bow. Id: 22134, amount: 1	
[4/20/23 07:13AM] Received item from Boterkoek. Name: Tarn token. Id: 10835, amount: 2500000	
[4/20/23 07:18AM] Received item from Wr3ckedyou. Name: Fortune Chest. Id: 23002, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Inferno Boots. Id: 13305, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Patience boots. Id: 23038, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Patience body. Id: 23035, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Unknown Helm. Id: 21042, amount: 1	
[4/20/23 07:35AM] Gave item to Palestine. Name: Solar Staff. Id: 22135, amount: 1	
[4/20/23 07:36AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 07:36AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 07:36AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 07:36AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 7	
[4/20/23 07:36AM] Received item from Mad. Name: Tarn token. Id: 10835, amount: 11792	
[4/20/23 08:17AM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 5500000	
[4/20/23 08:32AM] Gave item to Mad. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 08:33AM] Gave item to Mad. Name: Mystic boots. Id: 23025, amount: 1	
[4/20/23 08:33AM] Received item from Mad. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Mystic staff. Id: 23026, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Nite Body. Id: 17616, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Gold Boots. Id: 11182, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Lili Gloves. Id: 22139, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Demonlord Helm. Id: 14184, amount: 1	
[4/20/23 12:01PM] Gave item to Empty One. Name: Antique Bow. Id: 23144, amount: 1	
[4/20/23 12:25PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 12:25PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 9	
[4/20/23 12:25PM] Received item from Mad. Name: Coin. Id: 995, amount: 16844487	
[4/20/23 12:25PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 12:25PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 7	
[4/20/23 12:25PM] Received item from Palestine. Name: Coin. Id: 995, amount: 13347351	
[4/20/23 01:32PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 01:32PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 01:36PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 01:36PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 01:36PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 01:36PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 01:38PM] Gave item to Mad. Name: Collector necklace. Id: 19886, amount: 1	
[4/20/23 02:37PM] Received item from Zshana. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/20/23 02:54PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 02:54PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 02:54PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 02:54PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 03:24PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 03:24PM] Received item from Mad. Name: Coin. Id: 995, amount: 11026763	
[4/20/23 03:24PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 03:24PM] Received item from Palestine. Name: Tarn token. Id: 10835, amount: 3478	
[4/20/23 03:24PM] Received item from Palestine. Name: Coin. Id: 995, amount: 3936875	
[4/20/23 03:42PM] Gave item to Onlyfans. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 03:42PM] Received item from Onlyfans. Name: Elite Bow. Id: 8411, amount: 1	
[4/20/23 04:02PM] Gave item to Onlyfans. Name: Elite Bow. Id: 8411, amount: 1	
[4/20/23 04:02PM] Received item from Onlyfans. Name: Fazula Staff. Id: 4071, amount: 1	
[4/20/23 04:45PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 04:45PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 04:46PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 04:46PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:22PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:22PM] Received item from Mad. Name: Coin. Id: 995, amount: 14087521	
[4/20/23 06:24PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 2	
[4/20/23 06:41PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/20/23 06:41PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/20/23 06:41PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 10	
[4/20/23 06:41PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/20/23 06:44PM] Gave item to Mad. Name: Vote scroll. Id: 23020, amount: 21	
[4/20/23 06:45PM] Received item from Mad. Name: $10 Bond. Id: 23057, amount: 1	
[4/20/23 06:45PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 4	
[4/20/23 07:03PM] Received item from Author. Name: Varth Helm. Id: 22145, amount: 1	
[4/20/23 07:03PM] Received item from Author. Name: Varth Boots. Id: 22149, amount: 1	
[4/20/23 07:03PM] Received item from Author. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/20/23 07:03PM] Received item from Author. Name: Adamant platebody (h3). Id: 19488, amount: 1	
[4/20/23 07:03PM] Received item from Author. Name: Scylla Body. Id: 14373, amount: 1	
[4/20/23 07:06PM] Gave item to Author. Name: Tyrant Hammer Off-Hand. Id: 17696, amount: 1	
[4/20/23 07:18PM] Gave item to Aaron. Name: Scylla Body. Id: 14373, amount: 1	
[4/20/23 07:18PM] Gave item to Aaron. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/20/23 07:18PM] Gave item to Aaron. Name: Varth Helm. Id: 22145, amount: 1	
[4/20/23 07:18PM] Gave item to Aaron. Name: Varth Boots. Id: 22149, amount: 1	
[4/21/23 04:17AM] Gave item to Palestine. Name: Collector necklace. Id: 19886, amount: 1	
[4/21/23 04:24AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 04:24AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 04:24AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/21/23 08:00AM] Received item from Palestine. Name: $10 Bond. Id: 23057, amount: 1	
[4/21/23 08:00AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 08:00AM] Received item from Palestine. Name: Coin. Id: 995, amount: 11594723	
[4/21/23 08:00AM] Received item from Palestine. Name: Tarn token. Id: 10835, amount: 4790	
[4/21/23 08:01AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 08:01AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 14	
[4/21/23 08:37AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 08:37AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 17	
[4/21/23 08:37AM] Received item from Mad. Name: Coin. Id: 995, amount: 15354857	
[4/21/23 08:37AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 14	
[4/21/23 08:37AM] Received item from Palestine. Name: Coin. Id: 995, amount: 25670023	
[4/21/23 08:49AM] Received item from Empty One. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 08:50AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 18	
[4/21/23 08:50AM] Received item from Mad. Name: Coin. Id: 995, amount: 5331797	
[4/21/23 08:50AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 10	
[4/21/23 08:50AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 18	
[4/21/23 08:50AM] Received item from Palestine. Name: Coin. Id: 995, amount: 6718314	
[4/21/23 08:50AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 9	
[4/21/23 09:58AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 09:58AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 09:58AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 09:58AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/21/23 03:10PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 03:10PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 12	
[4/21/23 03:10PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/21/23 03:10PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 05:24PM] Gave item to Onlyfans. Name: Tarn token. Id: 10835, amount: 3000000	
[4/21/23 05:24PM] Received item from Onlyfans. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/21/23 06:40PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 10	
[4/21/23 06:40PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 9	
[4/21/23 06:41PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 9	
[4/21/23 06:41PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 15	
[4/21/23 07:54PM] Gave item to Bulba. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 07:54PM] Received item from Bulba. Name: Tarn token. Id: 10835, amount: 22000000	
[4/22/23 03:42AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 03:42AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 03:42AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 03:42AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 04:29AM] Gave item to Princespeach. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 04:29AM] Received item from Princespeach. Name: Collector necklace II. Id: 19888, amount: 1	
[4/22/23 04:29AM] Received item from Princespeach. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 04:29AM] Received item from Princespeach. Name: Tarn token. Id: 10835, amount: 9396893	
[4/22/23 06:26AM] Gave item to Xtc. Name: Tarn token. Id: 10835, amount: 3500000	
[4/22/23 06:26AM] Received item from Xtc. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 07:35AM] Gave item to Ainokea. Name: Goku Gloves. Id: 13326, amount: 1	
[4/22/23 07:35AM] Received item from Ainokea. Name: Tarn token. Id: 10835, amount: 3000000	
[4/22/23 09:20AM] Gave item to Xtc. Name: Owner's Boots. Id: 22235, amount: 1	
[4/22/23 09:20AM] Received item from Xtc. Name: Owner's Wings. Id: 22237, amount: 1	
[4/22/23 09:20AM] Received item from Xtc. Name: Vote scroll. Id: 23020, amount: 9	
[4/22/23 09:20AM] Received item from Xtc. Name: $1 Scroll. Id: 10946, amount: 15	
[4/22/23 09:20AM] Received item from Xtc. Name: Gladiator Boots. Id: 15201, amount: 1	
[4/22/23 09:20AM] Received item from Xtc. Name: Gladiator Legs. Id: 15007, amount: 1	
[4/22/23 10:41AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 4	
[4/22/23 10:41AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 4	
[4/22/23 11:08AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 11:08AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 11:09AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 11:09AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 12:00PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 15	
[4/22/23 12:00PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 12:00PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 20	
[4/22/23 12:00PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 9	
[4/22/23 01:32PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 01:32PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 01:35PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 01:35PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 01:35PM] Received item from Mad. Name: Coin. Id: 995, amount: 12942917	
[4/22/23 03:24PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 03:24PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 10	
[4/22/23 03:24PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/22/23 03:24PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/22/23 04:39PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 16	
[4/22/23 04:39PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 9	
[4/22/23 04:39PM] Received item from Palestine. Name: Coin. Id: 995, amount: 11307435	
[4/22/23 04:39PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 16	
[4/22/23 04:39PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/22/23 04:42PM] Gave item to Entropy. Name: $25 Bond. Id: 23058, amount: 3	
[4/22/23 04:42PM] Gave item to Entropy. Name: $10 Bond. Id: 23057, amount: 1	
[4/22/23 04:42PM] Gave item to Entropy. Name: $1 Scroll. Id: 10946, amount: 64	
[4/22/23 04:42PM] Received item from Entropy. Name: Tarn token. Id: 10835, amount: 9685000	
[4/22/23 05:02PM] Gave item to Slayer. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:02PM] Gave item to Slayer. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 05:02PM] Received item from Slayer. Name: Tarn token. Id: 10835, amount: 939884	
[4/22/23 05:48PM] Gave item to Grimmy. Name: Tarn token. Id: 10835, amount: 2000000	
[4/22/23 05:48PM] Received item from Grimmy. Name: Owner's cape. Id: 7995, amount: 1	
[4/22/23 06:45PM] Gave item to Dup. Name: Gladiator Glaive. Id: 20552, amount: 1	
[4/22/23 06:45PM] Received item from Dup. Name: Tarn token. Id: 10835, amount: 40000000	
[4/23/23 07:16AM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 800000	
[4/23/23 07:16AM] Received item from Dup. Name: Vote scroll. Id: 23020, amount: 16	
[4/23/23 07:56AM] Gave item to Cameron. Name: Tarn token. Id: 10835, amount: 15000000	
[4/23/23 07:56AM] Gave item to Cameron. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 07:56AM] Received item from Cameron. Name: Nite Hammer. Id: 17698, amount: 1	
[4/23/23 02:55PM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
