[4/15/23 04:45PM] Gave item to Cameron. Name: Antique Helm. Id: 8816, amount: 1	
[4/22/23 10:57PM] Received item from Cameron. Name: Tarn token. Id: 10835, amount: 942812	
[4/22/23 10:59PM] Gave item to Cameron. Name: Tarn token. Id: 10835, amount: 40082864	
[4/22/23 11:02PM] Received item from Cameron. Name: Tarn token. Id: 10835, amount: 10000	
[4/23/23 08:40AM] Gave item to Cameron. Name: Evil Boots. Id: 14329, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Scylla Legs. Id: 14371, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Scylla Gloves. Id: 14367, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Griffin's statuette. Id: 15588, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Groudon Aura. Id: 15448, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/23/23 08:40AM] Gave item to Cameron. Name: Fighter Body. Id: 14311, amount: 1	
