[4/19/23 02:14AM] Gave item to Dodgeyguy. Name: $10 Bond. Id: 23057, amount: 5012	
[4/24/23 07:26AM] Received item from Lo0t. Name: Infinite healing potion (T1). Id: 23118, amount: 1	
[4/24/23 07:26AM] Received item from Lo0t. Name: $1 Scroll. Id: 10946, amount: 16	
[4/24/23 07:26AM] Received item from Lo0t. Name: Vote scroll. Id: 23020, amount: 9	
[4/24/23 07:26AM] Received item from Lo0t. Name: Yellow stone. Id: 15250, amount: 2	
[4/24/23 07:26AM] Received item from Lo0t. Name: Green stone. Id: 15251, amount: 1	
[4/24/23 07:26AM] Received item from Lo0t. Name: Slayer ticket. Id: 5023, amount: 2226	
[4/24/23 07:26AM] Received item from Lo0t. Name: Coin. Id: 995, amount: 50276095	
[4/24/23 07:26AM] Received item from Lo0t. Name: Supreme Attachment. Id: 10947, amount: 3	
[4/24/23 10:26AM] Gave item to Lo0t. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/24/23 10:26AM] Gave item to Lo0t. Name: Collector necklace. Id: 19886, amount: 1	
[4/24/23 10:26AM] Gave item to Lo0t. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/24/23 10:26AM] Gave item to Lo0t. Name: Anchor (Special). Id: 10887, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: Virtuos Wand. Id: 14305, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: Collector necklace. Id: 19886, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: Anchor (Special). Id: 10887, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: $1 Scroll. Id: 10946, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/24/23 10:35AM] Received item from Lo0t. Name: Tarn token. Id: 10835, amount: 12126	
