[4/21/23 03:19PM] Received item from Nadez. Name: Solar Staff. Id: 22135, amount: 1	
[4/26/23 01:49PM] Gave item to Nadez. Name: Yasuda Body. Id: 4077, amount: 1	
[4/26/23 01:49PM] Gave item to Nadez. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 01:49PM] Gave item to Nadez. Name: Zircon (Warrior). Id: 23094, amount: 1	
[4/26/23 01:49PM] Gave item to Nadez. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Verinise. Id: 815, amount: 2	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Cardamon. Id: 789, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Sephialla. Id: 913, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Ralorage. Id: 919, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Fennel. Id: 916, amount: 4	
[4/26/23 01:51PM] Gave item to Nadez. Name: Holy water. Id: 732, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Rosocely. Id: 795, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Kunnerrel. Id: 928, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Marjoram. Id: 925, amount: 2	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Caraway. Id: 931, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Larith. Id: 777, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Smoo. Id: 1005, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Clean Tarragon. Id: 783, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Infinite healing potion (T3). Id: 23120, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Slayer ticket. Id: 5023, amount: 6907	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/26/23 01:51PM] Gave item to Nadez. Name: Transfer Crystal. Id: 8788, amount: 1	
