[4/17/23 05:42PM] Received item from Ao. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/22/23 05:29AM] Received item from Xtc. Name: Owner's Body. Id: 22233, amount: 1	
[4/22/23 06:26AM] Received item from Winalldays. Name: Majestic Box. Id: 15004, amount: 1	
[4/22/23 10:37AM] Gave item to Zshana. Name: Owner's Wings. Id: 22237, amount: 1	
[4/22/23 10:37AM] Gave item to Zshana. Name: Owner's Staff. Id: 22230, amount: 1	
[4/22/23 10:37AM] Received item from Zshana. Name: Tarn token. Id: 10835, amount: 325122950	
[4/22/23 10:37AM] Received item from Zshana. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 10:37AM] Received item from Zshana. Name: Yasuda Head. Id: 4075, amount: 1	
[4/22/23 10:37AM] Received item from Zshana. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/22/23 10:37AM] Received item from Zshana. Name: Owner's Sword. Id: 22229, amount: 1	
[4/22/23 03:49PM] Gave item to Roe. Name: $1 Scroll. Id: 10946, amount: 11	
[4/22/23 03:49PM] Gave item to Roe. Name: Tarn token. Id: 10835, amount: 9100000	
[4/22/23 03:49PM] Gave item to Roe. Name: Coin. Id: 995, amount: 61952892	
[4/22/23 03:49PM] Received item from Roe. Name: Warrior chestplate (iron). Id: 20602, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Tarn token. Id: 10835, amount: 17294650	
[4/22/23 04:12PM] Received item from Roe. Name: Aura (T6). Id: 23049, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Collector necklace. Id: 19886, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Collector necklace. Id: 19886, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Tyrant Wings. Id: 14200, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Scylla Helm. Id: 14369, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Vote scroll. Id: 23020, amount: 9	
[4/22/23 04:12PM] Received item from Roe. Name: Lava bones. Id: 2023, amount: 180	
[4/22/23 04:12PM] Received item from Roe. Name: Solar Staff. Id: 22135, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Frieza Body. Id: 11764, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Varth Teddy. Id: 22151, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Frieza Legs. Id: 11765, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Supreme Gloves. Id: 18883, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Groudon Aura. Id: 15448, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Antique Boots. Id: 8820, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 04:12PM] Received item from Roe. Name: Slayer ticket. Id: 5023, amount: 526	
[4/22/23 04:12PM] Received item from Roe. Name: Coin. Id: 995, amount: 785	
[4/22/23 05:08PM] Gave item to Cheech. Name: Tarn token. Id: 10835, amount: 16172049	
[4/22/23 05:08PM] Received item from Cheech. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 05:13PM] Gave item to Amnesia. Name: Tarn token. Id: 10835, amount: 1400000	
[4/22/23 05:13PM] Received item from Amnesia. Name: DR Potion (Godly). Id: 3086, amount: 1	
[4/22/23 05:28PM] Gave item to Milner. Name: Tarn token. Id: 10835, amount: 11400000	
[4/22/23 05:28PM] Received item from Milner. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 06:26PM] Gave item to Rayquaza. Name: Tarn token. Id: 10835, amount: 350000	
[4/22/23 06:26PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:29PM] Gave item to Rayquaza. Name: Tarn token. Id: 10835, amount: 1220000	
[4/22/23 06:29PM] Gave item to Rayquaza. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 06:29PM] Gave item to Rayquaza. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 06:29PM] Gave item to Rayquaza. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 06:29PM] Gave item to Rayquaza. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 06:29PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:29PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:29PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:29PM] Received item from Rayquaza. Name: Transfer Crystal. Id: 8788, amount: 1	
[4/22/23 06:33PM] Gave item to Dup. Name: Tarn token. Id: 10835, amount: 120265105	
[4/22/23 06:33PM] Gave item to Dup. Name: Frieza Body. Id: 11764, amount: 1	
[4/22/23 06:33PM] Gave item to Dup. Name: Frieza Legs. Id: 11765, amount: 1	
[4/22/23 06:33PM] Gave item to Dup. Name: Upgraded Owner's Cape. Id: 22109, amount: 1	
[4/22/23 06:33PM] Gave item to Dup. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 06:33PM] Received item from Dup. Name: Owner's Halo. Id: 22239, amount: 1	
[4/22/23 06:37PM] Gave item to Masterking1. Name: Adamant platebody (h3). Id: 19488, amount: 1	
[4/22/23 06:37PM] Gave item to Masterking1. Name: Sanctum Golem Pet. Id: 19481, amount: 1	
