[4/17/23 08:29AM] Gave item to Immortal. Name: Vote scroll. Id: 23020, amount: 7	
[4/24/23 07:58AM] Received item from Nobledefeat. Name: Yasuda Head. Id: 4075, amount: 1	
[4/24/23 08:04AM] Gave item to Bourgondier. Name: Yasuda Boots. Id: 4083, amount: 1	
[4/24/23 08:04AM] Received item from Bourgondier. Name: Tarn token. Id: 10835, amount: 2444402	
[4/24/23 08:04AM] Received item from Bourgondier. Name: $25 Bond. Id: 23058, amount: 1	
[4/24/23 08:04AM] Received item from Bourgondier. Name: $1 Scroll. Id: 10946, amount: 23	
[4/24/23 08:04AM] Received item from Bourgondier. Name: Vote scroll. Id: 23020, amount: 9	
[4/24/23 11:24AM] Gave item to Inherited. Name: Black Goku Body. Id: 14446, amount: 1	
[4/24/23 11:24AM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 2000000	
[4/24/23 11:24AM] Received item from Inherited. Name: Solar Staff. Id: 22135, amount: 1	
[4/24/23 11:38AM] Gave item to Xtra25. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 07:38AM] Gave item to 55. Name: Tarn token. Id: 10835, amount: 700000	
[4/25/23 07:38AM] Received item from 55. Name: $1 Scroll. Id: 10946, amount: 7	
[4/25/23 07:39AM] Gave item to Magnet. Name: Tarn token. Id: 10835, amount: 500000	
[4/25/23 07:39AM] Received item from Magnet. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 07:40AM] Gave item to Kenny. Name: Tarn token. Id: 10835, amount: 800000	
[4/25/23 07:40AM] Received item from Kenny. Name: $1 Scroll. Id: 10946, amount: 8	
[4/25/23 07:41AM] Gave item to Tuggy. Name: Tarn token. Id: 10835, amount: 2800000	
[4/25/23 07:41AM] Received item from Tuggy. Name: $1 Scroll. Id: 10946, amount: 7	
[4/25/23 07:41AM] Received item from Tuggy. Name: $10 Bond. Id: 23057, amount: 2	
[4/25/23 07:41AM] Received item from Tuggy. Name: Vote scroll. Id: 23020, amount: 3	
[4/25/23 07:50AM] Gave item to 55. Name: Tarn token. Id: 10835, amount: 150000	
[4/25/23 07:50AM] Received item from 55. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/25/23 08:08AM] Gave item to Xcrystalx. Name: Tarn token. Id: 10835, amount: 7500000	
[4/25/23 08:08AM] Received item from Xcrystalx. Name: $25 Bond. Id: 23058, amount: 3	
[4/25/23 09:04AM] Gave item to Asoich. Name: Black Goku Body. Id: 14446, amount: 1	
[4/25/23 09:04AM] Received item from Asoich. Name: Tarn token. Id: 10835, amount: 12483961	
[4/25/23 09:48AM] Gave item to Daddyhoho16. Name: Tarn token. Id: 10835, amount: 1710000	
[4/25/23 09:48AM] Received item from Daddyhoho16. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 09:48AM] Received item from Daddyhoho16. Name: Vote scroll. Id: 23020, amount: 3	
[4/25/23 09:48AM] Received item from Daddyhoho16. Name: $10 Bond. Id: 23057, amount: 1	
[4/25/23 09:49AM] Gave item to Purple17. Name: Tarn token. Id: 10835, amount: 710000	
[4/25/23 09:49AM] Received item from Purple17. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 09:49AM] Received item from Purple17. Name: Vote scroll. Id: 23020, amount: 3	
[4/25/23 09:50AM] Gave item to 55. Name: Tarn token. Id: 10835, amount: 910000	
[4/25/23 09:50AM] Received item from 55. Name: $1 Scroll. Id: 10946, amount: 6	
[4/25/23 09:50AM] Received item from 55. Name: Vote scroll. Id: 23020, amount: 3	
[4/25/23 09:51AM] Gave item to Hermo. Name: Tarn token. Id: 10835, amount: 1900000	
[4/25/23 09:51AM] Received item from Hermo. Name: $1 Scroll. Id: 10946, amount: 12	
[4/25/23 09:51AM] Received item from Hermo. Name: Vote scroll. Id: 23020, amount: 10	
[4/25/23 09:58AM] Gave item to Narutoeses. Name: Tarn token. Id: 10835, amount: 400000	
[4/25/23 09:58AM] Received item from Narutoeses. Name: $1 Scroll. Id: 10946, amount: 4	
[4/25/23 10:37AM] Gave item to Narutoeses. Name: Tarn token. Id: 10835, amount: 2226160	
[4/25/23 10:37AM] Gave item to Narutoeses. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 10:37AM] Gave item to Narutoeses. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 10:37AM] Gave item to Narutoeses. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 10:37AM] Gave item to Narutoeses. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/25/23 10:37AM] Received item from Narutoeses. Name: Vote scroll. Id: 23020, amount: 22	
[4/25/23 10:37AM] Received item from Narutoeses. Name: $1 Scroll. Id: 10946, amount: 7	
[4/25/23 11:30AM] Gave item to 55. Name: Tarn token. Id: 10835, amount: 740000	
[4/25/23 11:30AM] Received item from 55. Name: Vote scroll. Id: 23020, amount: 3	
[4/25/23 11:30AM] Received item from 55. Name: $1 Scroll. Id: 10946, amount: 5	
[4/25/23 11:54AM] Gave item to Redx12. Name: Tarn token. Id: 10835, amount: 3000000	
[4/25/23 11:54AM] Gave item to Redx12. Name: Charybdis Pet. Id: 20587, amount: 1	
[4/25/23 11:54AM] Gave item to Redx12. Name: Byakuya Pet. Id: 13775, amount: 1	
[4/25/23 11:54AM] Gave item to Redx12. Name: Ezkel-Nojad Pet. Id: 20590, amount: 1	
[4/25/23 12:09PM] Gave item to Sletje. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 12:09PM] Gave item to Sletje. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 12:22PM] Gave item to Dwightshrute. Name: Fazula Staff. Id: 4071, amount: 1	
[4/25/23 12:22PM] Received item from Dwightshrute. Name: Tarn token. Id: 10835, amount: 6000000	
[4/25/23 12:34PM] Gave item to Mars. Name: Tarn token. Id: 10835, amount: 600000	
[4/25/23 12:34PM] Received item from Mars. Name: $1 Scroll. Id: 10946, amount: 6	
[4/25/23 12:42PM] Gave item to Redx12. Name: Tarn token. Id: 10835, amount: 6000000	
[4/25/23 01:42PM] Gave item to Rhiannon. Name: Tarn token. Id: 10835, amount: 6000000	
[4/25/23 01:42PM] Received item from Rhiannon. Name: $1 Scroll. Id: 10946, amount: 10	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 1 Hour. Id: 15357, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double DR Scroll 1 Hour. Id: 15355, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 01:50PM] Gave item to Rhiannon. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/25/23 01:50PM] Received item from Rhiannon. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
