[4/21/23 10:47AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/24/23 10:17AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/24/23 10:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 11:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 11:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:00PM] Player dropped item: Sinful Boots, id: 10865, amount: 1	
[4/24/23 02:00PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/24/23 02:01PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/24/23 02:01PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/24/23 02:01PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/24/23 02:01PM] Player dropped item: Coin, id: 995, amount: 963	
[4/24/23 02:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:04PM] Player dropped item: Tarn token, id: 10835, amount: 5009	
[4/24/23 02:04PM] Player dropped item: Coin, id: 995, amount: 889	
[4/24/23 02:05PM] Player dropped item: Coin, id: 995, amount: 413	
[4/24/23 02:05PM] Player dropped item: Coin, id: 995, amount: 302	
[4/24/23 02:05PM] Player dropped item: Coin, id: 995, amount: 302	
[4/24/23 02:05PM] Player dropped item: Coin, id: 995, amount: 5018302	
[4/24/23 02:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/24/23 02:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/24/23 02:06PM] Player dropped item: Coin, id: 995, amount: 127294000	
[4/24/23 02:06PM] Player dropped item: Coin, id: 995, amount: 127294000	
[4/24/23 02:06PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:07PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/24/23 02:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:15PM] Player dropped item: Vial, id: 229, amount: 1	
