[4/20/23 06:07PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 06:18PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:18PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:18PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:19PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 06:19PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/20/23 06:19PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:19PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:19PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 06:19PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/20/23 06:19PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/20/23 06:19PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/20/23 06:19PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/20/23 06:19PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/20/23 06:19PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/20/23 06:20PM] Player dropped item: Mystic body, id: 23022, amount: 1	
[4/20/23 06:20PM] Player dropped item: Mystic legs, id: 23023, amount: 1	
[4/20/23 06:21PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 06:21PM] Player dropped item: Mystic boots, id: 23025, amount: 1	
[4/20/23 06:21PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/20/23 06:22PM] Player dropped item: Nightmare body, id: 23029, amount: 1	
[4/20/23 06:22PM] Player dropped item: Nightmare hammers, id: 23033, amount: 1	
[4/20/23 06:22PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/20/23 06:29PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/20/23 06:33PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/20/23 06:33PM] Player dropped item: Zinq boots, id: 23054, amount: 1	
[4/20/23 06:33PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/20/23 06:33PM] Player dropped item: Zinq helm, id: 23050, amount: 1	
[4/20/23 06:33PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/20/23 06:47PM] Player dropped item: Aberrant Amulet, id: 19892, amount: 1	
