[4/15/23 08:25AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 01:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:30AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 04:30AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 04:31AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 04:31AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 04:52AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:55PM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/17/23 07:06PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/17/23 07:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:30AM] Player dropped item: Godly Legs, id: 14052, amount: 1	
[4/18/23 08:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:26AM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/20/23 06:26AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/20/23 06:05PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 06:06PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 08:29AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 08:29AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:02AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:02AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:02AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/27/23 12:29PM] Player dropped item: Coin, id: 995, amount: 66560313	
[4/27/23 12:29PM] Player dropped item: Coin, id: 995, amount: 66560313	
[4/27/23 12:38PM] Player dropped item: Coin, id: 995, amount: 133120313	
[4/27/23 08:27PM] Player dropped item: Soldier Lance, id: 5730, amount: 1	
