[4/14/23 06:12AM] Player dropped item: Blurite sword, id: 667, amount: 1	
[4/15/23 01:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:00PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:37PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/16/23 03:57PM] Player dropped item: Demonlord Helm, id: 14184, amount: 1	
[4/16/23 07:14PM] Player dropped item: Rogue Legs, id: 22125, amount: 1	
[4/17/23 01:31PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 01:31PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 01:31PM] Player dropped item: Blood Gloves, id: 16194, amount: 1	
[4/17/23 01:32PM] Player dropped item: Fury shark, id: 17818, amount: 94	
[4/17/23 01:32PM] Player dropped item: Super restore (4), id: 3025, amount: 66	
[4/17/23 02:29PM] Player dropped item: Emerald Coif, id: 11001, amount: 1	
[4/17/23 05:19PM] Player dropped item: Emerald Coif, id: 11001, amount: 1	
[4/17/23 11:31PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/18/23 12:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:20PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/19/23 12:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/19/23 12:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/19/23 12:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/19/23 12:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/19/23 05:53PM] Player dropped item: Demon Bow, id: 22134, amount: 1	
[4/19/23 07:22PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/19/23 07:22PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/19/23 08:03PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/20/23 06:47PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/21/23 12:33AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/21/23 03:04PM] Player dropped item: Knight prayer scroll, id: 23165, amount: 1	
[4/21/23 03:04PM] Player dropped item: Knight prayer scroll, id: 23165, amount: 1	
[4/21/23 07:38PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:38PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:42PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:42PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:45PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:45PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:57PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 12:37AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 12:37AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:06AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:06AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:06AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:06AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:22AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:22AM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 12:15PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 12:15PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 12:27PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 12:27PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 12:32PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 12:32PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 01:00PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:00PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 01:43PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 02:51PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 02:51PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 04:31PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 04:31PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 04:59PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/22/23 06:52PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 06:52PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 07:58PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 07:58PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 08:10PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 08:10PM] Player dropped item: Gladiator Glaive, id: 20552, amount: 1	
[4/22/23 10:58PM] Player dropped item: Groudon Aura, id: 15448, amount: 1	
[4/22/23 10:58PM] Player dropped item: Groudon Aura, id: 15448, amount: 1	
[4/22/23 10:59PM] Player dropped item: Groudon Staff, id: 13640, amount: 1	
[4/22/23 10:59PM] Player dropped item: Groudon Staff, id: 13640, amount: 1	
[4/22/23 11:10PM] Player dropped item: Miner chestplate (adamant), id: 20585, amount: 1	
[4/22/23 11:10PM] Player dropped item: Miner chestplate (adamant), id: 20585, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:24PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:25PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/23/23 06:25PM] Player dropped item: Infinite overload potion (T3), id: 23126, amount: 1	
[4/23/23 06:25PM] Player dropped item: Infinite overload potion (T3), id: 23126, amount: 1	
[4/23/23 06:40PM] Player dropped item: Blood Gloves, id: 16194, amount: 1	
[4/23/23 06:40PM] Player dropped item: Blood Gloves, id: 16194, amount: 1	
[4/24/23 06:48AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 06:48AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 11:11AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/25/23 01:48AM] Player dropped item: Coin, id: 995, amount: 31	
[4/25/23 01:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 05:43AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/25/23 10:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 10:46AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/25/23 02:52PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
