[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1022231, owner: Jizzle	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2456795, owner: Jizzle	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3791810, owner: Jizzle	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/19/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1387892, owner: Jizzle	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 2388095, owner: Jizzle	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 01:16PM] Player picked up item: Coin, id: 995, amount: 4283417, owner: Jizzle	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/19/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/19/23 01:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1916653, owner: Jizzle	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 08:21AM] Player picked up item: Coin, id: 995, amount: 2014430, owner: Jizzle	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 3993518, owner: Jizzle	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1929760, owner: Jizzle	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 2492514, owner: Jizzle	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 2080125, owner: Jizzle	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jizzle	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1461040, owner: Jizzle	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1130980, owner: Jizzle	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 2307489, owner: Jizzle	
[4/20/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 1559884, owner: Jizzle	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 2430851, owner: Jizzle	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jizzle	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/20/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1111247, owner: Jizzle	
[4/20/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/20/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2110009, owner: Jizzle	
[4/20/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/20/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/20/23 03:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/20/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jizzle	
[4/20/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/21/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2008355, owner: Jizzle	
[4/21/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/21/23 02:37AM] Player picked up item: Coin, id: 995, amount: 4291917, owner: Jizzle	
[4/21/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/21/23 02:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/21/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jizzle	
[4/21/23 02:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
