[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurffy	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 2417654, owner: Smurffy	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smurffy	
[4/15/23 01:01PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Smurffy	
[4/15/23 01:03PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Smurffy	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Smurffy	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smurffy	
[4/15/23 01:09PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Smurffy	
[4/15/23 01:11PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Smurffy	
[4/15/23 01:12PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Smurffy	
[4/15/23 01:12PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Smurffy	
[4/15/23 01:13PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Smurffy	
[4/15/23 01:15PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Smurffy	
[4/15/23 01:20PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Smurffy	
[4/15/23 01:24PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Smurffy	
[4/15/23 01:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Smurffy	
[4/15/23 01:33PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Smurffy	
